Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.8,24.2,.705,-0.16,2.07,3.73,55-22,3-2,60-22,55-27,100.0%,100.0%,14.7%,8.4%,58,1,0.084,mil
2,Boston Celtics,56.6,25.4,.690,-0.23,1.73,6.29,54-24,3-1,58-24,54-28,100.0%,99.1%,33.5%,23.9%,57,1,0.239,bos
3,Philadelphia 76ers,53.8,28.2,.656,-0.08,2.08,4.59,51-26,3-2,56-26,51-31,100.0%,0.9%,18.1%,11.1%,54,1,0.111,phi
4,Cleveland Cavaliers,50.9,31.1,.621,0.02,-3.24,5.32,48-30,3-1,52-30,48-34,100.0%,,21.4%,14.2%,51,1,0.142,cle
5,New York Knicks,47.5,34.5,.579,0.12,-1.15,3.14,45-33,2-2,49-33,45-37,100.0%,,6.8%,3.5%,48,1,0.035,ny
6,Brooklyn Nets,45.0,37.0,.549,0.27,-1.24,1.19,42-35,3-2,47-35,42-40,96.3%,,2.1%,0.8%,45,0.963,0.008,bkn
7,Miami Heat,43.0,39.0,.524,0.29,-1.38,-0.66,41-37,2-2,45-37,41-41,74.6%,99.0%,0.6%,0.1%,43,0.746,0.001,mia
8,Atlanta Hawks,40.2,41.8,.490,-0.09,2.35,-0.13,38-39,2-3,43-39,38-44,41.5%,1.0%,0.5%,0.2%,40,0.415,0.002,atl
9,Toronto Raptors,40.4,41.6,.493,0.09,0.95,1.24,38-39,2-3,43-39,38-44,48.7%,,1.4%,0.5%,40,0.48700000000000004,0.005,tor
10,Chicago Bulls,39.7,42.3,.484,0.10,0.07,1.28,37-40,3-2,42-40,37-45,38.6%,,1.0%,0.4%,40,0.386,0.004,chi
11,Washington Wizards,36.5,45.5,.445,0.17,-0.39,-0.62,34-43,3-2,39-43,34-48,0.3%,,,0,36,0.003,0,wsh
12,Indiana Pacers,35.6,46.4,.434,0.26,1.07,-2.82,34-44,2-2,38-44,34-48,0.1%,,,0,36,0.001,0,ind
13,Orlando Magic,35.1,46.9,.428,0.13,0.78,-2.18,33-44,2-3,38-44,33-49,0,,,0,35,0,0,orl
14,Charlotte Hornets,27.5,54.5,.335,0.38,-0.06,-5.78,26-52,1-3,30-52,26-56,0,,,0,28,0,0,cha
15,Detroit Pistons,17.5,64.5,.213,0.55,-0.64,-7.31,16-61,1-4,21-61,16-66,0,,,0,18,0,0,det
1,Denver Nuggets,54.0,28.0,.659,-0.29,-0.66,3.43,51-26,3-2,56-26,51-31,100.0%,100.0%,25.7%,10.7%,54,1,0.107,den
2,Memphis Grizzlies,51.8,30.2,.632,-0.45,0.86,3.88,49-28,3-2,54-28,49-33,100.0%,100.0%,25.7%,11.3%,52,1,0.113,mem
3,Sacramento Kings,49.9,32.1,.609,-0.36,-0.88,2.85,47-30,3-2,52-30,47-35,100.0%,100.0%,16.5%,6.2%,50,1,0.062,sac
4,Phoenix Suns,45.0,37.0,.548,0.07,-1.21,2.07,42-35,3-2,47-35,42-40,99.9%,,12.8%,4.1%,45,0.9990000000000001,0.040999999999999995,phx
5,Golden State Warriors,42.9,39.1,.523,-0.17,0.97,0.61,41-37,2-2,45-37,41-41,86.8%,,4.5%,1.2%,43,0.868,0.012,gs
6,New Orleans Pelicans,42.0,40.0,.513,-0.41,2.35,1.68,40-38,2-2,44-38,40-42,76.8%,,6.0%,1.7%,42,0.768,0.017,no
7,LA Clippers,42.6,39.4,.519,-0.20,-0.38,0.03,41-38,2-1,44-38,41-41,83.6%,,3.3%,0.6%,43,0.836,0.006,lac
8,Los Angeles Lakers,41.7,40.3,.508,-0.04,-1.52,-0.02,39-38,3-2,44-38,39-43,60.5%,,2.2%,0.5%,42,0.605,0.005,lal
9,Minnesota Timberwolves,41.2,40.8,.503,-0.05,-2.66,-0.45,39-39,2-2,43-39,39-43,59.3%,,1.5%,0.3%,41,0.593,0.003,min
10,Oklahoma City Thunder,39.9,42.1,.487,-0.21,1.43,0.81,38-40,2-2,42-40,38-44,22.6%,,1.4%,0.3%,40,0.226,0.003,okc
11,Dallas Mavericks,39.3,42.7,.479,-0.17,-1.58,0.19,37-41,2-2,41-41,37-45,8.5%,,0.3%,0.1%,39,0.085,0.001,dal
12,Utah Jazz,38.3,43.7,.467,-0.17,1.08,-0.83,36-41,2-3,41-41,36-46,1.9%,,0.1%,0,38,0.019,0,uta
13,Portland Trail Blazers,34.1,47.9,.416,0.08,-1.25,-3.19,32-45,2-3,37-45,32-50,0,,,0,34,0,0,por
14,Houston Rockets,20.2,61.8,.246,0.29,-0.75,-8.02,19-59,1-3,23-59,19-63,0,,,0,20,0,0,hou
15,San Antonio Spurs,20.1,61.9,.245,0.24,0.30,-10.32,19-58,1-4,24-58,19-63,0,,,0,20,0,0,sa
