Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.4,25.6,.687,-0.29,0.06,5.70,39-16,17-10,64-18,46-36,100.0%,97.1%,33.3%,22.7%,56,1,0.22699999999999998,bos
2,Milwaukee Bucks,53.1,28.9,.647,-0.20,0.39,2.64,38-17,15-12,62-20,43-39,100.0%,61.3%,10.5%,5.4%,53,1,0.054000000000000006,mil
3,Cleveland Cavaliers,51.6,30.4,.629,0.03,-0.80,5.68,35-22,17-8,59-23,41-41,100.0%,38.7%,30.3%,21.0%,52,1,0.21,cle
4,Philadelphia 76ers,49.9,32.1,.609,-0.47,1.00,2.99,34-19,16-13,61-21,40-42,99.6%,2.6%,11.0%,5.9%,50,0.996,0.059000000000000004,phi
5,Brooklyn Nets,47.6,34.4,.581,-0.10,0.37,1.90,33-22,15-12,56-26,38-44,98.2%,0.3%,5.9%,2.8%,48,0.982,0.027999999999999997,bkn
6,Miami Heat,43.6,38.4,.531,0.06,0.22,0.26,30-25,14-13,53-29,33-49,77.0%,71.5%,1.9%,0.8%,44,0.77,0.008,mia
7,New York Knicks,43.8,38.2,.534,-0.07,0.46,1.71,30-26,14-12,53-29,34-48,80.2%,,3.9%,1.8%,44,0.802,0.018000000000000002,ny
8,Atlanta Hawks,41.1,40.9,.501,-0.05,0.08,-0.28,28-28,13-13,49-33,32-50,44.7%,21.1%,0.8%,0.3%,41,0.447,0.003,atl
9,Chicago Bulls,40.2,41.8,.490,0.23,-0.24,0.52,26-29,14-13,49-33,31-51,37.3%,,1.0%,0.4%,40,0.373,0.004,chi
10,Toronto Raptors,39.8,42.2,.486,0.18,-0.12,1.00,26-30,14-12,48-34,30-52,31.6%,,1.1%,0.4%,40,0.316,0.004,tor
11,Washington Wizards,39.2,42.8,.478,0.19,-0.22,-0.20,25-29,14-14,50-32,28-54,24.1%,7.4%,0.4%,0.1%,39,0.24100000000000002,0.001,wsh
12,Indiana Pacers,36.9,45.1,.450,0.46,-0.36,-1.85,25-31,12-14,46-36,28-54,6.9%,,,0,37,0.069,0,ind
13,Orlando Magic,34.2,47.8,.418,0.27,-0.10,-2.56,23-33,11-15,43-39,26-56,0.5%,0.1%,,0,34,0.005,0,orl
14,Detroit Pistons,22.6,59.4,.275,0.84,-0.60,-6.94,14-42,9-17,32-50,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,23.8,58.2,.290,0.40,0.25,-6.32,15-41,9-17,33-49,17-65,0,,,0,24,0,0,cha
1,Denver Nuggets,53.6,28.4,.654,-0.27,-0.17,3.84,38-18,16-10,63-19,45-37,100.0%,99.9%,28.9%,13.7%,54,1,0.13699999999999998,den
2,Memphis Grizzlies,50.0,32.0,.610,-0.20,-0.48,3.62,33-21,17-11,59-23,39-43,99.8%,92.9%,24.5%,10.8%,50,0.998,0.10800000000000001,mem
3,Sacramento Kings,45.9,36.1,.560,-0.77,0.67,1.90,31-23,15-13,56-26,37-45,94.4%,62.6%,11.3%,3.7%,46,0.9440000000000001,0.037000000000000005,sac
4,Dallas Mavericks,44.0,38.0,.537,0.06,-0.68,0.74,30-26,14-12,53-29,33-49,82.3%,4.9%,5.7%,1.6%,44,0.823,0.016,dal
5,Phoenix Suns,43.2,38.8,.527,0.01,0.16,1.18,30-27,13-12,52-30,34-48,75.6%,21.4%,6.4%,1.8%,43,0.7559999999999999,0.018000000000000002,phx
6,New Orleans Pelicans,43.6,38.4,.532,-0.09,-0.48,1.86,29-27,15-11,52-30,34-48,79.2%,2.2%,9.1%,3.1%,44,0.792,0.031,no
7,LA Clippers,42.2,39.8,.514,-0.71,1.23,-0.48,31-27,11-13,51-31,32-50,52.5%,8.4%,2.1%,0.5%,42,0.525,0.005,lac
8,Golden State Warriors,41.8,40.2,.510,0.00,-0.16,0.22,28-27,14-13,52-30,33-49,53.9%,7.6%,3.1%,0.8%,42,0.539,0.008,gs
9,Oklahoma City Thunder,41.3,40.7,.503,0.21,-0.55,1.16,26-28,15-13,51-31,31-51,46.3%,,3.4%,1.0%,41,0.46299999999999997,0.01,okc
10,Minnesota Timberwolves,41.5,40.5,.507,-0.28,0.30,0.10,30-28,12-12,50-32,32-50,48.6%,,2.2%,0.6%,42,0.486,0.006,min
11,Portland Trail Blazers,40.5,41.5,.493,-0.18,0.19,0.06,27-28,13-14,50-32,31-51,34.0%,,1.6%,0.4%,40,0.34,0.004,por
12,Utah Jazz,40.2,41.8,.490,0.01,-0.22,0.37,27-29,13-13,49-33,30-52,30.2%,,1.7%,0.5%,40,0.302,0.005,uta
13,Los Angeles Lakers,36.9,45.1,.450,-0.07,0.17,-1.49,25-31,12-14,47-35,29-53,3.1%,0.1%,0.1%,0,37,0.031,0,lal
14,Houston Rockets,20.9,61.1,.255,0.28,0.26,-7.53,13-42,8-19,30-52,14-68,0,,,0,21,0,0,hou
15,San Antonio Spurs,20.6,61.4,.252,0.48,-0.08,-9.63,14-41,7-20,31-51,14-68,0,,,0,21,0,0,sa
