Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,65.0,17.0,.793,-0.01,-2.95,11.22,52-14,13-3,68-14,58-24,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,76.8%,60.4%
2,Cleveland Cavaliers,51.2,30.8,.624,-0.34,-1.11,3.70,42-25,9-6,57-25,44-38,100.0%,56.0%,NA,51.4,26.3,15.2,5.4,1.5,0.2,NA,NA,99.7,0.3,NA,NA,NA,,NA,6.7%,2.4%
3,Milwaukee Bucks,51.1,30.9,.623,-0.58,1.73,2.74,43-24,8-7,57-25,44-38,100.0%,43.6%,NA,40.3,39.9,13.6,5,1,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,4.1%,1.3%
4,New York Knicks,49.0,33.0,.597,-0.17,0.00,3.94,40-27,9-6,55-27,42-40,99.5%,,NA,5.7,21,36.3,24.5,9.3,1.8,0.9,NA,96.7,2.6,0.7,NA,NA,,NA,6.5%,2.2%
5,Orlando Magic,47.5,34.5,.579,-0.38,-0.91,1.11,39-28,9-6,54-28,41-41,97.5%,84.2%,NA,2.3,10.5,24.4,34.6,15.4,6.3,4,NA,87.2,8.4,4.4,NA,NA,,NA,1.4%,0.3%
6,Indiana Pacers,45.6,36.4,.556,-0.19,0.03,1.80,38-30,8-6,51-31,38-44,91.0%,0.4%,NA,0.2,1.5,5.4,14.2,33.3,23.7,12.8,NA,54.6,28.4,16.2,0.8,NA,,NA,1.9%,0.5%
7,Philadelphia 76ers,45.2,36.8,.551,-0.49,-0.20,1.96,37-30,8-7,52-30,38-44,88.0%,,NA,NA,0.4,2.4,8.9,22.6,34.5,19.2,NA,34.3,32.3,31.8,1.7,NA,,NA,2.0%,0.5%
8,Miami Heat,44.4,37.6,.541,-0.52,-0.60,0.04,36-30,8-8,51-31,37-45,81.8%,15.8%,NA,NA,0.3,2.8,7.6,17,31.6,22.6,NA,27.7,27.3,43.4,1.6,NA,,NA,0.7%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.5,42.5,.482,-0.24,-0.45,-1.83,33-35,7-7,45-37,34-48,23.2%,,NA,NA,NA,NA,NA,0.1,1.8,21.3,NA,0.1,0.6,3.4,90.5,5.2,0.2,NA,0.1%,
10,Atlanta Hawks,35.9,46.1,.437,-0.31,0.51,-2.17,29-37,7-9,43-39,29-53,15.3%,,NA,NA,NA,NA,NA,NA,NA,15.3,NA,,NA,NA,4.9,77.3,17.8,NA,,
11,Brooklyn Nets,32.9,49.1,.401,0.08,-0.85,-2.24,26-41,7-8,39-43,27-55,3.7%,,NA,NA,NA,NA,NA,NA,NA,3.7,NA,,NA,NA,0.5,17.3,82.2,NA,,
