Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.0,19.0,.769,1.25,-1.26,11.42,23-6,40-13,73-9,50-32,100.0%,89.9%,54.5%,42.5%,63,1,0.425,bos,Celtics
2,Philadelphia 76ers,57.8,24.2,.705,-0.88,-0.47,9.85,20-9,38-15,70-12,45-37,100.0%,10.1%,34.4%,24.3%,58,1,0.243,phi,76ers
3,Milwaukee Bucks,52.4,29.6,.640,-1.24,0.32,4.20,22-8,30-22,65-17,40-42,99.9%,92.7%,5.0%,2.0%,52,0.9990000000000001,0.02,mil,Bucks
4,Orlando Magic,48.1,33.9,.587,-0.04,-0.65,2.74,17-11,31-23,60-22,34-48,96.1%,71.3%,2.1%,0.8%,48,0.961,0.008,orl,Magic
5,New York Knicks,46.3,35.7,.565,-0.17,0.43,2.52,17-12,29-24,61-21,33-49,91.9%,,1.9%,0.7%,46,0.919,0.006999999999999999,ny,Knicks
6,Cleveland Cavaliers,45.1,36.9,.550,0.92,-0.77,1.09,17-13,28-24,58-24,33-49,84.6%,6.5%,0.9%,0.2%,45,0.846,0.002,cle,Cavaliers
7,Miami Heat,44.8,37.2,.547,-0.86,-0.02,0.68,18-12,27-25,59-23,32-50,82.7%,27.3%,0.6%,0.1%,45,0.8270000000000001,0.001,mia,Heat
8,Indiana Pacers,40.3,41.7,.492,-0.76,0.45,-0.08,14-14,26-28,55-27,26-56,44.6%,0.8%,0.2%,0.1%,40,0.446,0.001,ind,Pacers
9,Brooklyn Nets,41.1,40.9,.501,0.05,-0.03,0.50,14-15,27-26,55-27,28-54,53.2%,,0.3%,0.1%,41,0.532,0.001,bkn,Nets
10,Atlanta Hawks,38.8,43.2,.473,0.21,-0.10,-0.07,12-17,27-26,51-31,26-56,28.7%,1.4%,0.1%,0,39,0.287,0,atl,Hawks
11,Chicago Bulls,36.3,45.7,.443,0.17,-0.50,-2.25,13-18,23-28,50-32,24-58,11.1%,,,0,36,0.111,0,chi,Bulls
12,Toronto Raptors,35.1,46.9,.428,0.40,-0.12,-1.98,11-18,24-29,48-34,22-60,7.3%,,,0,35,0.073,0,tor,Raptors
13,Charlotte Hornets,22.2,59.8,.271,0.46,0.36,-9.99,7-20,15-40,35-47,11-71,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,21.1,60.9,.257,0.25,0.37,-9.29,5-23,16-38,33-49,10-72,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,15.4,66.6,.188,0.53,0.30,-11.20,2-27,13-40,29-53,6-76,0,,,0,15,0,0,det,Pistons
1,Minnesota Timberwolves,57.9,24.1,.706,0.03,-0.66,6.99,22-6,36-18,71-11,45-37,100.0%,69.2%,29.7%,10.2%,58,1,0.102,min,T-Wolves
2,Oklahoma City Thunder,54.4,27.6,.663,0.12,-0.57,7.19,18-9,36-19,66-16,40-42,99.9%,16.9%,27.7%,9.4%,54,0.9990000000000001,0.094,okc,Thunder
3,Denver Nuggets,53.9,28.1,.658,0.37,-0.70,5.34,22-10,32-18,65-17,42-40,99.8%,13.9%,17.3%,4.7%,54,0.998,0.047,den,Nuggets
4,Houston Rockets,48.1,33.9,.587,0.14,-0.64,3.96,15-12,33-22,60-22,35-47,91.2%,63.2%,7.5%,1.5%,48,0.912,0.015,hou,Rockets
5,LA Clippers,48.2,33.8,.588,-0.24,-0.19,3.79,17-12,31-22,61-21,36-46,92.0%,60.3%,7.7%,1.8%,48,0.92,0.018000000000000002,lac,Clippers
6,Sacramento Kings,45.7,36.3,.557,1.10,-0.30,1.21,17-11,29-25,58-24,33-49,72.0%,20.6%,2.0%,0.3%,46,0.72,0.003,sac,Kings
7,New Orleans Pelicans,45.6,36.4,.556,-0.29,-0.10,2.14,17-13,29-23,60-22,32-50,73.9%,21.8%,3.2%,0.5%,46,0.7390000000000001,0.005,no,Pelicans
8,Golden State Warriors,45.0,37.0,.549,1.12,-0.99,2.35,15-15,30-22,57-25,33-49,70.4%,15.9%,3.2%,0.6%,45,0.7040000000000001,0.006,gs,Warriors
9,Dallas Mavericks,44.4,37.6,.541,-0.97,0.36,0.59,18-12,26-26,56-26,31-51,61.0%,15.0%,1.2%,0.2%,44,0.61,0.002,dal,Mavericks
10,Los Angeles Lakers,41.5,40.5,.506,0.36,0.12,-0.15,16-15,25-26,54-28,29-53,33.0%,3.2%,0.6%,0.1%,42,0.33,0.001,lal,Lakers
11,Phoenix Suns,37.4,44.6,.456,-1.70,0.75,-1.73,14-15,23-30,51-31,25-57,6.8%,0.2%,,0,37,0.068,0,phx,Suns
12,Memphis Grizzlies,28.8,53.2,.352,-0.39,0.36,-5.71,9-19,20-34,43-39,17-65,0,,,0,29,0,0,mem,Grizzlies
13,Utah Jazz,28.6,53.4,.349,-0.67,1.20,-7.03,12-18,17-35,40-42,17-65,0,,,0,29,0,0,uta,Jazz
14,Portland Trail Blazers,23.9,58.1,.292,-0.81,1.10,-7.56,7-21,17-37,36-46,11-71,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.5,63.5,.226,1.65,0.06,-10.71,4-24,15-39,31-51,8-74,0,,,0,18,0,0,sa,Spurs
