Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.4,24.6,.693,4.19,-0.21,16.19,5-2,50-23,71-9,39-41,100.0%,59.2%,44.9%,30.7%,55,1,0.307,bos
2,Philadelphia 76ers,53.8,26.2,.673,1.57,-0.05,13.28,6-1,48-25,70-10,39-41,99.9%,39.7%,30.8%,18.6%,54,0.9990000000000001,0.18600000000000003,phi
3,Atlanta Hawks,46.4,33.6,.580,0.84,0.27,5.59,5-3,41-31,61-19,31-49,94.1%,83.0%,7.0%,2.8%,46,0.941,0.027999999999999997,atl
4,New York Knicks,44.9,35.1,.562,1.10,0.47,5.48,4-4,41-31,59-21,29-51,88.7%,0.8%,6.2%,2.5%,45,0.887,0.025,ny
5,Indiana Pacers,43.1,36.9,.538,-2.14,0.79,2.30,6-3,37-34,60-20,27-53,78.7%,53.9%,2.7%,0.8%,43,0.787,0.008,ind
6,Toronto Raptors,43.2,36.8,.540,2.63,0.51,3.76,4-4,39-33,59-21,27-53,78.5%,0.2%,3.6%,1.3%,43,0.785,0.013000000000000001,tor
7,Milwaukee Bucks,41.7,38.3,.521,3.07,0.20,0.82,5-3,37-35,57-23,23-57,65.5%,33.9%,1.3%,0.4%,42,0.655,0.004,mil
8,Brooklyn Nets,41.1,38.9,.514,0.99,0.73,1.62,4-4,37-35,58-22,25-55,60.7%,0.1%,1.7%,0.5%,41,0.607,0.005,bkn
9,Orlando Magic,40.0,40.0,.500,-2.22,0.65,0.40,4-4,36-36,54-26,23-57,49.7%,11.1%,1.1%,0.3%,40,0.49700000000000005,0.003,orl
10,Cleveland Cavaliers,38.6,41.4,.482,3.06,0.27,-0.44,3-5,36-36,53-27,22-58,37.2%,10.9%,0.6%,0.1%,39,0.37200000000000005,0.001,cle
11,Miami Heat,37.8,42.2,.472,0.69,0.47,-1.94,4-4,34-38,52-28,22-58,28.6%,4.7%,0.2%,0.1%,38,0.28600000000000003,0.001,mia
12,Washington Wizards,34.1,45.9,.426,2.81,0.55,-4.76,2-5,32-41,51-29,20-60,7.9%,0.9%,0.1%,0,34,0.079,0,wsh
13,Chicago Bulls,33.3,46.7,.416,0.44,0.69,-4.56,3-6,30-41,48-32,19-61,5.7%,1.1%,,0,33,0.057,0,chi
14,Charlotte Hornets,31.9,48.1,.399,0.40,0.99,-6.46,2-5,30-43,48-32,17-63,2.7%,0.3%,,0,32,0.027000000000000003,0,cha
15,Detroit Pistons,31.1,48.9,.389,-2.18,1.08,-5.51,2-7,29-42,47-33,15-65,2.2%,0.2%,,0,31,0.022000000000000002,0,det
1,Minnesota Timberwolves,53.8,26.2,.673,2.78,-1.15,13.35,5-2,49-24,68-12,38-42,100.0%,59.8%,44.5%,23.1%,54,1,0.231,min
2,Denver Nuggets,52.7,27.3,.658,-1.39,-0.69,8.61,8-1,45-26,68-12,36-44,100.0%,39.3%,27.8%,12.2%,53,1,0.122,den
3,Golden State Warriors,45.8,34.2,.573,-1.35,-0.47,3.43,6-3,40-31,63-17,30-50,97.0%,71.2%,8.2%,2.2%,46,0.97,0.022000000000000002,gs
4,Dallas Mavericks,44.5,35.5,.557,-2.11,-0.18,2.26,6-2,39-33,60-20,28-52,94.5%,63.1%,5.9%,1.6%,44,0.945,0.016,dal
5,Oklahoma City Thunder,43.4,36.6,.542,0.33,-0.50,1.95,5-3,38-34,58-22,29-51,89.7%,0.9%,4.4%,0.9%,43,0.897,0.009000000000000001,okc
6,Houston Rockets,42.1,37.9,.527,-4.59,-0.43,1.27,4-3,38-35,59-21,27-53,85.2%,32.2%,3.6%,0.7%,42,0.852,0.006999999999999999,hou
7,LA Clippers,41.7,38.3,.522,-3.64,-0.16,2.07,3-4,39-34,60-20,25-55,84.1%,21.9%,4.3%,1.1%,42,0.841,0.011000000000000001,lac
8,Phoenix Suns,38.0,42.0,.475,-3.86,-0.10,-2.36,4-4,34-38,54-26,20-60,54.6%,5.8%,0.8%,0.1%,38,0.546,0.001,phx
9,New Orleans Pelicans,36.8,43.2,.459,2.95,-0.56,-4.05,4-4,33-39,52-28,23-57,42.4%,4.7%,0.3%,0.1%,37,0.424,0.001,no
10,Sacramento Kings,34.2,45.8,.428,-1.81,0.30,-5.81,3-4,31-42,49-31,18-62,22.1%,0.8%,0.2%,0,34,0.221,0,sac
11,Portland Trail Blazers,32.8,47.2,.410,-1.30,0.33,-6.43,3-5,30-42,48-32,17-63,13.2%,,0.1%,0,33,0.132,0,por
12,Los Angeles Lakers,32.5,47.5,.406,0.33,0.13,-6.92,3-5,29-43,47-33,18-62,11.8%,0.3%,0.1%,0,32,0.11800000000000001,0,lal
13,San Antonio Spurs,28.7,51.3,.359,1.55,0.13,-10.95,3-5,26-46,44-36,15-65,2.0%,0.1%,,0,29,0.02,0,sa
14,Utah Jazz,28.5,51.5,.357,0.52,0.34,-8.70,2-7,27-44,46-34,12-68,1.9%,,,0,28,0.019,0,uta
15,Memphis Grizzlies,28.0,52.0,.350,-2.68,0.31,-9.31,1-7,27-45,42-38,14-66,1.6%,,,0,28,0.016,0,mem
