Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.7,19.3,.764,0.89,-0.93,10.92,24-6,39-13,73-9,49-33,100.0%,83.7%,48.3%,35.5%,63,1,0.355,bos,Celtics
2,Philadelphia 76ers,58.9,23.1,.718,-0.61,-0.55,10.43,21-9,38-14,70-12,45-37,100.0%,16.3%,39.8%,27.9%,59,1,0.27899999999999997,phi,76ers
3,Milwaukee Bucks,53.7,28.3,.654,-1.08,0.35,4.89,23-8,31-20,66-16,41-41,99.9%,93.7%,6.3%,2.6%,54,0.9990000000000001,0.026000000000000002,mil,Bucks
4,Orlando Magic,47.4,34.6,.578,0.06,-0.60,2.26,18-12,29-23,59-23,36-46,93.3%,57.8%,1.7%,0.5%,47,0.9329999999999999,0.005,orl,Magic
5,Cleveland Cavaliers,45.9,36.1,.560,1.02,-0.75,1.28,18-13,28-23,59-23,33-49,87.3%,5.3%,1.0%,0.3%,46,0.873,0.003,cle,Cavaliers
6,Miami Heat,46.0,36.1,.560,-0.74,0.00,1.13,19-12,27-24,57-25,34-48,87.6%,41.3%,0.8%,0.2%,46,0.8759999999999999,0.002,mia,Heat
7,New York Knicks,45.9,36.1,.560,0.23,0.32,2.53,17-13,29-23,59-23,33-49,89.5%,,1.4%,0.5%,46,0.895,0.005,ny,Knicks
8,Indiana Pacers,42.4,39.6,.518,-0.57,0.46,0.80,16-14,26-26,55-27,30-52,61.5%,1.0%,0.4%,0.1%,42,0.615,0.001,ind,Pacers
9,Brooklyn Nets,40.1,41.9,.489,-0.07,0.20,-0.17,15-16,25-26,56-26,27-55,38.3%,,0.2%,0.1%,40,0.38299999999999995,0.001,bkn,Nets
10,Atlanta Hawks,38.2,43.8,.466,0.25,-0.02,-0.18,12-18,26-26,51-31,25-57,21.2%,0.9%,0.1%,0,38,0.212,0,atl,Hawks
11,Toronto Raptors,36.4,45.6,.444,0.19,0.02,-1.11,12-18,24-28,49-33,24-58,11.5%,,,0,36,0.115,0,tor,Raptors
12,Chicago Bulls,36.6,45.4,.446,0.49,-0.58,-2.12,14-19,23-26,49-33,24-58,10.0%,,,0,37,0.1,0,chi,Bulls
13,Charlotte Hornets,21.4,60.6,.261,0.60,0.42,-10.16,7-22,14-39,33-49,11-71,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,19.6,62.4,.239,0.34,0.46,-9.83,5-25,15-37,32-50,10-72,0,,,0,20,0,0,wsh,Wizards
15,Detroit Pistons,15.8,66.2,.193,1.05,0.02,-10.30,2-29,14-37,27-55,6-76,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.2,24.8,.698,0.35,-0.78,6.35,23-7,34-18,70-12,45-37,100.0%,49.0%,24.0%,7.5%,57,1,0.075,min,T-Wolves
2,Oklahoma City Thunder,56.3,25.7,.687,0.38,-0.79,8.06,20-9,36-17,68-14,43-39,100.0%,35.2%,37.6%,15.3%,56,1,0.153,okc,Thunder
3,Denver Nuggets,54.7,27.3,.667,-0.01,-0.52,5.93,23-10,32-17,66-16,41-41,100.0%,15.8%,19.6%,6.3%,55,1,0.063,den,Nuggets
4,LA Clippers,48.2,33.8,.587,-0.62,0.05,3.58,18-12,30-22,62-20,33-49,94.5%,69.3%,7.5%,1.5%,48,0.945,0.015,lac,Clippers
5,Houston Rockets,45.6,36.4,.556,0.09,-0.51,2.88,15-14,31-22,58-24,33-49,81.7%,50.4%,4.1%,0.7%,46,0.8170000000000001,0.006999999999999999,hou,Rockets
6,New Orleans Pelicans,44.5,37.5,.543,-0.82,0.23,1.65,18-14,27-23,58-24,32-50,71.5%,29.1%,2.1%,0.3%,44,0.715,0.003,no,Pelicans
7,Golden State Warriors,44.0,38.0,.536,1.13,-0.95,1.94,15-16,29-22,58-24,29-53,68.8%,12.5%,2.3%,0.4%,44,0.688,0.004,gs,Warriors
8,Sacramento Kings,43.7,38.3,.533,0.73,-0.02,0.25,17-12,27-26,56-26,30-52,61.5%,11.9%,0.9%,0.1%,44,0.615,0.001,sac,Kings
9,Dallas Mavericks,43.4,38.6,.529,-0.74,0.25,0.39,18-14,25-25,56-26,31-51,59.8%,20.6%,1.1%,0.1%,43,0.598,0.001,dal,Mavericks
10,Los Angeles Lakers,42.1,39.9,.513,0.02,0.30,0.17,17-15,25-25,58-24,29-53,45.8%,5.5%,0.7%,0.1%,42,0.45799999999999996,0.001,lal,Lakers
11,Phoenix Suns,38.9,43.1,.475,-1.51,0.63,-1.01,15-15,24-28,51-31,24-58,16.4%,0.9%,0.1%,0,39,0.16399999999999998,0,phx,Suns
12,Utah Jazz,29.1,52.9,.354,-0.87,1.40,-6.68,13-19,16-34,42-40,19-63,0,,,0,29,0,0,uta,Jazz
13,Memphis Grizzlies,28.6,53.4,.349,-0.11,0.28,-6.27,10-20,19-33,45-37,18-64,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.2,57.8,.295,-0.98,1.26,-7.15,8-22,16-36,38-44,14-68,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.9,63.1,.230,1.05,0.33,-10.45,5-25,14-38,31-51,8-74,0,,,0,19,0,0,sa,Spurs
