Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Indiana Pacers,48.5,31.5,.607,2.39,-0.27,19.89,2-0,47-31,66-14,32-48,97.8%,77.6%,49.7,19.4,10.7,6.4,4.9,3,2.1,1.5,NA,94.2,2.1,1.5,0.9,0.6,0.8,NA,29.6%,15.9%
2,Boston Celtics,44.1,35.9,.552,2.55,0.48,8.55,2-0,42-36,63-17,28-52,83.7%,40.2%,11.8,15.3,13.4,11.6,10.3,8.8,6.7,5.8,NA,71.2,6.8,5.6,4.6,3.9,8.0,NA,11.5%,4.9%
3,Detroit Pistons,43.2,36.8,.540,-3.71,0.55,5.29,2-1,41-36,60-20,25-55,77.4%,16.7%,8.2,10.7,11.9,11.3,10.4,10,8.2,6.7,NA,62.5,7.8,7.4,5.9,5,11.3,NA,9.8%,3.6%
4,New York Knicks,43.2,36.8,.540,8.91,-0.21,6.58,1-2,42-35,60-20,28-52,77.6%,28.5%,7.8,11.9,12,11.6,9.9,9.5,8,7.1,NA,62.5,8,6.9,6.4,5.2,11.1,NA,11.4%,4.7%
5,Philadelphia 76ers,42.7,37.3,.533,-6.63,0.74,4.70,2-1,41-36,61-19,28-52,73.2%,25.5%,6.8,10.5,10.5,10.2,10,9.4,8.4,7.4,NA,57.4,8.5,7.7,6.7,6,13.7,NA,8.5%,3.0%
6,Washington Wizards,42.3,37.7,.529,14.06,0.12,6.06,1-1,41-37,58-22,27-53,70.5%,34.6%,5.3,9.6,10.8,10.7,9.4,9,8.4,7.3,NA,54.8,8.4,7.3,7.4,6.2,16.0,NA,7.6%,2.8%
7,Atlanta Hawks,40.8,39.2,.511,1.12,0.80,2.79,1-2,40-37,57-23,27-53,58.3%,21.1%,2.9,5.7,7.2,7.8,8,8.3,9.5,8.8,NA,40.0,9.5,8.8,8.4,7.8,25.5,NA,5.4%,2.0%
8,Orlando Magic,40.2,39.8,.503,-18.68,0.96,-1.18,2-0,38-40,58-22,25-55,51.3%,17.5%,2,4.5,6,6.7,7.6,7.5,8.2,8.7,NA,34.4,8.4,8.2,9.1,8.8,31.1,NA,3.6%,1.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Charlotte Hornets,40.0,40.0,.500,4.04,0.84,1.04,1-1,39-39,55-25,24-56,50.8%,16.7%,1.9,4.2,5.6,6.2,7.4,8.3,8.8,8.4,NA,33.7,8.5,9,8.5,8.9,31.4,NA,3.9%,1.5%
10,Miami Heat,38.8,41.2,.485,6.19,0.37,-1.48,1-2,38-39,56-24,24-56,39.2%,10.0%,1,2.4,3.2,4.6,5.5,6.1,7.8,8.7,NA,22.8,7.3,8.9,8.9,9.5,42.8,NA,2.3%,0.8%
11,Cleveland Cavaliers,38.7,41.3,.483,3.39,0.67,-1.28,1-2,38-39,54-26,20-60,37.6%,3.2%,1,2.1,2.9,4.6,5.6,6.7,6.5,8.1,NA,22.9,6.9,7.8,8.9,9.2,44.2,NA,2.4%,0.7%
12,Toronto Raptors,38.0,42.0,.476,-0.42,1.04,-2.09,1-2,37-40,53-27,21-59,32.2%,4.8%,0.8,1.7,2.5,3.6,4.2,5.1,6.5,7.9,NA,17.8,6.6,7.3,8.1,9,51.2,NA,1.8%,0.4%
13,Milwaukee Bucks,38.1,41.9,.476,3.74,0.99,-4.26,1-1,37-41,55-25,22-58,31.9%,2.4%,0.7,1.4,2.6,3.4,4.4,5.5,6.5,7.6,NA,17.9,6.8,7.1,8.4,9.2,50.5,NA,1.5%,0.5%
14,Chicago Bulls,33.5,46.5,.418,0.99,1.23,-10.68,1-2,32-45,49-31,18-62,6.3%,0.2%,0.1,0.1,0.2,0.5,0.7,1,1.5,2.3,NA,2.5,1.5,2.4,3,4.8,85.9,NA,0.1%,
15,Brooklyn Nets,35.0,45.0,.438,-6.49,1.34,-9.49,0-2,35-43,50-30,17-63,12.4%,1.0%,NA,0.4,0.6,0.9,1.7,2,3.1,3.7,NA,5.6,3,4,4.8,6,76.6,NA,0.5%,0.1%
