Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,59.9,20.1,.749,3.53,-0.60,17.23,8-2,52-18,72-8,45-35,100.0%,90.8%,63.8%,50.0%,60,1,0.5,bos
2,Philadelphia 76ers,52.5,27.5,.656,0.06,0.15,9.56,8-2,44-26,66-14,36-44,99.8%,8.8%,18.2%,10.6%,52,0.998,0.106,phi
3,New York Knicks,46.0,34.0,.575,1.69,0.15,5.79,5-5,41-29,60-20,33-47,92.5%,0.4%,6.5%,2.9%,46,0.925,0.028999999999999998,ny
4,Indiana Pacers,44.8,35.2,.560,0.11,0.28,3.29,7-4,38-31,59-21,29-51,87.8%,70.7%,3.1%,1.1%,45,0.878,0.011000000000000001,ind
5,Atlanta Hawks,44.5,35.5,.556,-0.15,0.35,3.45,6-4,39-31,62-18,30-50,85.5%,66.3%,2.8%,1.0%,44,0.855,0.01,atl
6,Brooklyn Nets,43.8,36.2,.548,1.59,0.37,3.32,6-5,38-31,57-23,28-52,81.2%,0.1%,2.7%,1.0%,44,0.812,0.01,bkn
7,Cleveland Cavaliers,40.0,40.0,.500,3.68,-0.14,0.48,4-6,36-34,56-24,24-56,49.2%,13.7%,0.7%,0.2%,40,0.49200000000000005,0.002,cle
8,Milwaukee Bucks,39.9,40.1,.499,1.58,0.33,-0.82,6-4,34-36,55-25,24-56,47.8%,14.5%,0.4%,0.1%,40,0.478,0.001,mil
9,Miami Heat,40.0,40.0,.500,-0.93,0.48,-1.11,7-4,33-36,56-24,25-55,46.7%,17.2%,0.3%,0.1%,40,0.467,0.001,mia
10,Orlando Magic,40.0,40.0,.500,-1.31,0.45,0.29,5-5,35-35,56-24,25-55,49.2%,16.2%,0.8%,0.2%,40,0.49200000000000005,0.002,orl
11,Toronto Raptors,40.3,39.7,.504,1.70,0.55,0.70,5-5,35-35,55-25,25-55,51.7%,,0.7%,0.1%,40,0.517,0.001,tor
12,Chicago Bulls,33.6,46.4,.420,-0.13,0.61,-4.04,4-7,30-39,48-32,19-61,6.1%,1.0%,,0,34,0.061,0,chi
13,Washington Wizards,30.4,49.6,.380,1.24,0.57,-5.96,2-8,28-42,46-34,16-64,1.0%,0.1%,,0,30,0.01,0,wsh
14,Charlotte Hornets,30.2,49.8,.378,0.28,0.81,-6.62,3-7,27-43,45-35,15-65,1.0%,0.2%,,0,30,0.01,0,cha
15,Detroit Pistons,29.2,50.8,.365,-0.83,0.83,-5.42,2-10,27-41,46-34,15-65,0.6%,0.1%,,0,29,0.006,0,det
1,Minnesota Timberwolves,54.7,25.3,.684,1.57,-0.99,10.57,8-2,47-23,69-11,39-41,100.0%,66.7%,40.0%,16.2%,55,1,0.162,min
2,Denver Nuggets,52.4,27.6,.655,-0.41,-0.76,7.77,9-2,43-26,68-12,38-42,99.9%,31.1%,25.4%,8.8%,52,0.9990000000000001,0.08800000000000001,den
3,Houston Rockets,46.0,34.0,.575,-1.50,-0.79,3.73,6-3,40-31,61-19,30-50,96.0%,59.6%,8.0%,1.8%,46,0.96,0.018000000000000002,hou
4,Oklahoma City Thunder,46.1,33.9,.576,-0.99,-0.37,3.92,7-4,39-30,61-19,33-47,95.8%,2.2%,9.1%,2.2%,46,0.958,0.022000000000000002,okc
5,Golden State Warriors,45.9,34.1,.574,2.07,-1.00,4.24,6-6,40-28,61-19,31-49,96.5%,80.7%,9.9%,2.5%,46,0.965,0.025,gs
6,Dallas Mavericks,44.4,35.6,.555,-2.37,0.08,1.63,8-3,36-33,58-22,28-52,91.8%,37.1%,4.3%,0.9%,44,0.9179999999999999,0.009000000000000001,dal
7,Sacramento Kings,39.7,40.3,.496,0.04,-0.03,-0.96,5-4,35-36,57-23,23-57,62.8%,10.2%,1.2%,0.2%,40,0.628,0.002,sac
8,New Orleans Pelicans,38.1,41.9,.476,2.41,-0.70,-2.14,5-6,33-36,58-22,25-55,47.5%,3.3%,0.5%,0.1%,38,0.475,0.001,no
9,LA Clippers,37.4,42.6,.468,-2.35,-0.02,-0.85,3-7,34-36,53-27,22-58,44.5%,4.3%,1.1%,0.2%,37,0.445,0.002,lac
10,Los Angeles Lakers,36.5,43.5,.456,-1.57,0.32,-3.57,6-5,30-39,55-25,20-60,33.9%,2.7%,0.3%,0.1%,36,0.33899999999999997,0.001,lal
11,Phoenix Suns,35.7,44.3,.446,-2.91,0.01,-3.21,4-6,32-38,51-29,22-58,26.9%,2.2%,0.3%,0,36,0.26899999999999996,0,phx
12,Utah Jazz,30.2,49.8,.377,-1.63,0.62,-7.18,4-7,26-43,46-34,15-65,3.1%,,,0,30,0.031,0,uta
13,Portland Trail Blazers,28.0,52.0,.350,-2.91,0.69,-9.21,3-7,25-45,45-35,13-67,1.0%,,,0,28,0.01,0,por
14,San Antonio Spurs,25.2,54.8,.315,1.93,0.09,-11.52,3-8,22-47,43-37,11-69,0.2%,,,0,25,0.002,0,sa
15,Memphis Grizzlies,24.5,55.5,.307,-3.36,0.62,-10.82,2-9,23-46,38-42,11-69,0.1%,,,0,24,0.001,0,mem
