Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.4,19.6,.760,0.36,-1.76,10.00,38-12,24-8,69-13,53-29,100.0%,99.8%,99.4,0.6,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,62.2%,44.4%
2,Cleveland Cavaliers,53.2,28.8,.649,-0.46,-0.62,4.64,32-16,21-13,62-20,40-42,100.0%,80.1%,0.4,54.3,24.7,12.7,6,1.6,0.2,0.1,NA,99.7,0.3,NA,NA,NA,,NA,10.0%,3.8%
3,New York Knicks,52.3,29.7,.638,-0.61,0.50,5.23,33-18,19-12,62-20,41-41,100.0%,0.2%,0.2,27.6,35.3,22.5,11,2.8,0.5,0.1,NA,99.4,0.5,0.1,NA,NA,,NA,12.7%,5.8%
4,Milwaukee Bucks,50.1,31.9,.612,-0.72,0.70,2.77,33-18,17-14,60-22,39-43,99.4%,18.7%,NA,10.3,21.1,29,25.3,10.5,2.1,1,NA,96.3,3.3,0.4,NA,NA,,NA,4.1%,1.4%
5,Philadelphia 76ers,50.0,32.0,.610,-0.94,0.04,4.43,30-19,20-13,60-22,40-42,99.5%,,NA,6.8,16.6,28.3,32.3,11.6,3,1,NA,95.6,4,0.4,NA,NA,,NA,7.7%,3.0%
6,Indiana Pacers,45.3,36.7,.553,-0.20,-0.20,1.63,29-23,16-14,55-27,35-47,91.0%,1.2%,NA,0.3,1.3,4.4,12.9,33,26.5,12.6,NA,52.0,34.6,11.9,1.3,0.2,,NA,2.1%,0.6%
7,Orlando Magic,44.6,37.4,.544,0.18,-1.58,0.62,27-24,18-13,54-28,34-48,87.5%,71.7%,NA,0.1,0.8,2.8,10.5,29.9,28.6,14.8,NA,44.1,33.6,19.6,2.3,0.4,0.1,NA,1.0%,0.2%
8,Miami Heat,41.9,40.1,.511,-0.57,-0.34,-1.12,27-24,15-16,52-30,32-50,69.8%,27.9%,NA,NA,0.1,0.3,1.9,10.4,31.8,25.4,NA,12.7,21.7,51.8,10.6,2.6,0.7,NA,0.3%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.4,44.6,.456,-0.68,0.32,-2.10,24-27,13-18,49-33,28-54,22.1%,,NA,NA,NA,NA,NA,0.2,4,17.8,NA,0.2,1.3,8.3,41.8,28.3,20.0,NA,,
