Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.2,21.8,.730,1.43,-0.67,10.80,15-4,44-18,72-9,42-39,100.0%,82.4%,47.4%,32.9%,59,1,0.32899999999999996,bos,Celtics
2,Philadelphia 76ers,54.8,27.2,.669,1.64,-0.89,8.64,12-7,43-20,67-15,41-41,99.9%,16.7%,28.8%,17.1%,55,0.9990000000000001,0.171,phi,76ers
3,Orlando Magic,51.0,31.0,.622,-1.43,0.01,4.57,14-5,37-26,66-16,37-45,98.6%,84.9%,8.2%,3.7%,51,0.986,0.037000000000000005,orl,Magic
4,New York Knicks,48.5,32.5,.599,-0.63,0.31,4.79,12-7,37-25,62-19,34-47,95.5%,0.9%,7.7%,3.4%,48,0.955,0.034,ny,Knicks
5,Milwaukee Bucks,45.7,35.3,.564,-0.91,0.37,1.67,13-6,33-29,59-22,31-50,84.2%,62.8%,2.0%,0.6%,46,0.8420000000000001,0.006,mil,Bucks
6,Miami Heat,43.7,38.3,.533,-1.02,0.15,0.93,11-8,33-30,59-23,27-55,66.5%,8.2%,1.2%,0.3%,44,0.665,0.003,mia,Heat
7,Atlanta Hawks,43.3,38.7,.528,0.72,-0.01,1.72,9-9,34-30,56-26,28-54,62.7%,7.0%,1.4%,0.4%,43,0.627,0.004,atl,Hawks
8,Brooklyn Nets,42.9,39.1,.523,0.44,0.11,1.71,9-9,34-30,58-24,29-53,59.4%,,1.4%,0.5%,43,0.594,0.005,bkn,Nets
9,Cleveland Cavaliers,42.4,39.6,.517,1.25,-0.33,0.41,10-9,32-31,58-24,28-54,54.2%,18.4%,0.7%,0.3%,42,0.542,0.003,cle,Cavaliers
10,Indiana Pacers,41.7,39.3,.514,-1.09,0.39,1.03,9-8,33-31,57-24,29-52,52.7%,18.8%,0.9%,0.3%,42,0.527,0.003,ind,Pacers
11,Toronto Raptors,39.4,42.6,.481,0.86,-0.02,-0.44,9-11,30-32,54-28,24-58,25.7%,,0.3%,0.1%,39,0.257,0.001,tor,Raptors
12,Chicago Bulls,31.2,50.8,.381,1.20,-0.29,-4.80,6-14,25-37,49-33,17-65,0.5%,,,0,31,0.005,0,chi,Bulls
13,Charlotte Hornets,27.9,54.1,.341,0.44,0.50,-8.03,6-11,22-43,42-40,15-67,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,23.8,58.2,.290,0.10,0.64,-8.21,3-16,21-42,38-44,8-74,0,,,0,24,0,0,wsh,Wizards
15,Detroit Pistons,22.1,59.9,.270,0.06,0.47,-8.88,2-17,20-43,35-47,8-74,0,,,0,22,0,0,det,Pistons
1,Minnesota Timberwolves,56.5,25.5,.688,0.79,-0.99,7.79,14-4,42-22,71-11,43-39,100.0%,61.5%,32.5%,14.7%,56,1,0.147,min,T-Wolves
2,Oklahoma City Thunder,54.4,27.6,.664,-0.31,-0.55,8.19,12-6,42-22,69-13,40-42,99.9%,29.4%,34.7%,16.8%,54,0.9990000000000001,0.168,okc,Thunder
3,Denver Nuggets,51.3,30.7,.626,-0.05,-0.46,4.55,14-6,37-25,64-18,36-46,99.0%,9.1%,13.0%,4.3%,51,0.99,0.043,den,Nuggets
4,Houston Rockets,45.7,36.3,.558,-0.27,-0.49,3.35,8-8,38-28,60-22,31-51,84.9%,50.3%,6.3%,1.7%,46,0.8490000000000001,0.017,hou,Rockets
5,Golden State Warriors,44.7,37.3,.545,1.93,-1.00,2.35,9-10,36-27,59-23,31-51,78.7%,39.8%,4.1%,1.0%,45,0.787,0.01,gs,Warriors
6,New Orleans Pelicans,44.1,36.9,.545,0.54,-0.59,1.69,11-9,33-28,57-24,31-50,77.6%,35.7%,3.1%,0.7%,44,0.7759999999999999,0.006999999999999999,no,Pelicans
7,Phoenix Suns,42.8,38.2,.528,-1.99,0.13,0.70,11-8,32-30,58-23,28-53,65.7%,23.2%,1.8%,0.4%,43,0.657,0.004,phx,Suns
8,Sacramento Kings,41.8,39.2,.516,0.32,0.13,-0.27,10-7,32-32,56-25,28-53,55.7%,16.3%,1.1%,0.3%,42,0.557,0.003,sac,Kings
9,Dallas Mavericks,41.8,40.2,.510,-1.47,0.20,-0.91,11-7,31-33,57-25,26-56,49.6%,13.9%,0.7%,0.1%,42,0.496,0.001,dal,Mavericks
10,LA Clippers,42.0,40.0,.513,-1.71,0.19,1.68,8-10,34-30,55-27,27-55,55.4%,14.5%,2.2%,0.4%,42,0.5539999999999999,0.004,lac,Clippers
11,Los Angeles Lakers,39.6,41.4,.489,0.04,0.24,-1.46,11-9,29-32,56-25,26-55,33.5%,6.2%,0.5%,0.1%,40,0.335,0.001,lal,Lakers
12,Portland Trail Blazers,27.9,54.1,.340,-0.86,0.71,-7.70,6-12,22-42,43-39,14-68,0,,,0,28,0,0,por,Blazers
13,Utah Jazz,27.1,54.9,.331,-0.62,0.80,-7.62,6-13,21-42,42-40,13-69,0,,,0,27,0,0,uta,Jazz
14,Memphis Grizzlies,27.1,54.9,.330,-1.61,0.55,-7.55,5-13,22-42,40-42,14-68,0,,,0,27,0,0,mem,Grizzlies
15,San Antonio Spurs,21.3,60.7,.259,1.77,0.13,-10.65,3-16,18-45,35-47,9-73,0,,,0,21,0,0,sa,Spurs
