Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.5,26.5,.677,-0.33,0.14,5.14,36-15,19-12,65-17,46-36,100.0%,88.7%,29.9%,19.7%,56,1,0.19699999999999998,bos
2,Cleveland Cavaliers,50.3,31.7,.613,0.13,-0.77,4.74,31-21,19-11,59-23,39-43,99.8%,51.0%,24.6%,14.8%,50,0.998,0.14800000000000002,cle
3,Philadelphia 76ers,50.5,31.5,.616,-0.37,0.63,3.26,32-17,19-14,61-21,41-41,99.7%,8.4%,13.8%,7.5%,50,0.997,0.075,phi
4,Milwaukee Bucks,50.6,31.4,.617,-0.09,0.18,2.11,33-17,18-14,61-21,40-42,99.7%,48.9%,8.7%,4.0%,51,0.997,0.04,mil
5,Brooklyn Nets,49.3,32.7,.601,-0.23,0.40,2.81,31-19,18-14,60-22,39-43,99.4%,2.9%,11.3%,5.6%,49,0.9940000000000001,0.055999999999999994,bkn
6,Miami Heat,43.2,38.8,.527,-0.10,0.41,0.15,28-23,15-16,53-29,33-49,72.5%,67.3%,2.1%,0.7%,43,0.725,0.006999999999999999,mia
7,New York Knicks,43.8,38.2,.534,-0.06,0.32,1.81,27-24,17-14,54-28,34-48,79.9%,,5.2%,2.3%,44,0.799,0.023,ny
8,Washington Wizards,40.7,41.3,.496,0.24,-0.28,0.20,24-26,17-15,51-31,30-52,43.2%,20.5%,1.2%,0.3%,41,0.43200000000000005,0.003,wsh
9,Chicago Bulls,40.4,41.6,.493,0.44,-0.46,0.42,23-26,17-16,50-32,30-52,39.8%,,1.3%,0.4%,40,0.39799999999999996,0.004,chi
10,Atlanta Hawks,39.6,42.4,.483,-0.20,0.39,-0.83,25-26,15-16,49-33,28-54,28.8%,12.2%,0.5%,0.2%,40,0.28800000000000003,0.002,atl
11,Toronto Raptors,39.1,42.9,.477,0.42,-0.52,0.92,23-29,16-14,49-33,28-54,24.7%,,1.1%,0.5%,39,0.247,0.005,tor
12,Indiana Pacers,37.7,44.3,.460,0.38,-0.14,-1.68,24-28,14-16,47-35,28-54,12.1%,,0.2%,0.1%,38,0.121,0.001,ind
13,Orlando Magic,32.8,49.2,.401,0.22,0.05,-3.05,20-31,13-18,42-40,23-59,0.4%,,,0,33,0.004,0,orl
14,Detroit Pistons,23.1,58.9,.282,0.75,-0.35,-6.68,13-39,10-20,32-50,14-68,0,,,0,23,0,0,det
15,Charlotte Hornets,26.1,55.9,.318,0.57,-0.12,-5.80,15-36,11-20,38-44,17-65,0,,,0,26,0,0,cha
1,Denver Nuggets,53.0,29.0,.647,-0.27,-0.11,3.55,34-16,19-13,63-19,42-40,100.0%,99.6%,24.5%,12.1%,53,1,0.121,den
2,Memphis Grizzlies,51.8,30.2,.632,-0.23,-0.36,4.15,32-18,20-12,61-21,40-42,100.0%,98.5%,28.4%,14.8%,52,1,0.14800000000000002,mem
3,Sacramento Kings,46.8,35.2,.570,-0.34,-0.19,2.67,28-21,19-14,58-24,37-45,96.7%,72.0%,14.8%,6.4%,47,0.9670000000000001,0.064,sac
4,Phoenix Suns,42.9,39.1,.523,-0.01,0.17,1.45,27-25,16-14,52-30,34-48,73.9%,16.0%,6.4%,2.3%,43,0.7390000000000001,0.023,phx
5,Dallas Mavericks,42.4,39.6,.518,-0.01,-0.34,0.38,27-25,15-15,52-30,34-48,65.6%,0.9%,3.4%,1.2%,42,0.6559999999999999,0.012,dal
6,New Orleans Pelicans,42.8,39.2,.522,-0.11,-0.25,1.40,26-25,17-14,52-30,33-49,71.8%,0.7%,6.1%,2.2%,43,0.718,0.022000000000000002,no
7,Golden State Warriors,42.0,40.0,.512,-0.03,0.01,0.05,26-24,16-16,53-29,31-51,58.8%,8.2%,2.6%,0.7%,42,0.588,0.006999999999999999,gs
8,Utah Jazz,41.9,40.1,.511,-0.05,-0.09,1.14,26-26,16-14,52-30,31-51,61.9%,0.2%,4.7%,1.6%,42,0.619,0.016,uta
9,Oklahoma City Thunder,41.8,40.2,.509,0.44,-0.79,1.42,24-26,18-14,53-29,31-51,57.4%,0.1%,4.9%,1.6%,42,0.574,0.016,okc
10,LA Clippers,40.9,41.1,.499,-0.86,1.31,-0.84,28-25,13-16,52-30,32-50,40.4%,3.7%,1.4%,0.4%,41,0.40399999999999997,0.004,lac
11,Minnesota Timberwolves,40.7,41.3,.496,-0.35,0.51,-0.29,27-26,14-15,51-31,31-51,38.6%,0.1%,1.3%,0.3%,41,0.386,0.003,min
12,Portland Trail Blazers,39.7,42.3,.484,-0.31,0.39,0.07,24-26,16-16,50-32,30-52,29.4%,,1.3%,0.5%,40,0.294,0.005,por
13,Los Angeles Lakers,37.0,45.0,.451,-0.13,0.30,-1.50,23-28,14-17,47-35,27-55,5.6%,0.2%,0.1%,0,37,0.055999999999999994,0,lal
14,Houston Rockets,21.5,60.5,.262,0.09,0.58,-7.41,12-38,9-23,31-51,13-69,0,,,0,22,0,0,hou
15,San Antonio Spurs,21.8,60.2,.265,0.41,0.15,-9.32,14-37,8-23,32-50,15-67,0,,,0,22,0,0,sa
