Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.2,17.8,.783,-0.01,-1.63,10.29,45-12,19-6,70-12,56-26,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,68.4%,49.7%
2,Cleveland Cavaliers,52.9,29.1,.645,-0.72,-0.01,4.57,37-19,16-10,62-20,43-39,99.9%,80.3%,NA,73.4,16.1,6.3,2.8,0.9,0.3,0.1,NA,99.6,0.4,0.1,NA,NA,,NA,10.7%,4.2%
3,Milwaukee Bucks,50.4,31.6,.614,-0.56,0.81,2.96,37-21,13-11,60-22,41-41,99.5%,18.6%,NA,16.1,42.8,21.9,10.9,5.5,1.6,0.7,NA,97.2,2.2,0.7,NA,NA,,NA,4.6%,1.4%
4,New York Knicks,49.4,32.6,.602,-0.15,-0.08,4.24,34-23,15-10,58-24,40-42,98.9%,,NA,7.5,24,32.5,17.7,10.2,4.6,2.3,NA,92.0,5.9,2.1,0.1,NA,,NA,8.1%,2.9%
5,Philadelphia 76ers,47.3,34.7,.577,-0.60,-0.12,3.06,33-24,14-11,56-26,38-44,95.5%,,NA,1.2,6.8,14.9,24.7,23.4,16.1,8.4,NA,71.0,18.1,10.3,0.5,NA,,NA,3.9%,1.2%
6,Orlando Magic,46.1,35.9,.562,0.17,-1.94,0.88,32-26,14-10,54-28,38-44,90.8%,59.4%,NA,0.7,4.9,11.1,18.5,21.7,20.8,13,NA,56.9,22,20.3,0.7,NA,,NA,1.4%,0.3%
7,Indiana Pacers,45.6,36.4,.557,-0.40,0.52,1.60,33-25,13-11,55-27,37-45,88.7%,1.1%,NA,0.7,3.5,7.8,14.1,20.6,26.6,15.4,NA,46.7,26.5,25.2,1.5,NA,,NA,1.9%,0.5%
8,Miami Heat,44.8,37.2,.547,-0.25,-1.03,0.14,31-25,14-12,54-28,36-46,84.0%,40.6%,NA,0.3,1.9,5.5,11.2,17.6,27.9,19.7,NA,36.4,24.3,36.6,2.6,0.1,,NA,0.9%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.7,43.3,.472,-0.29,-0.23,-1.56,27-30,12-13,48-34,30-52,23.2%,,NA,NA,NA,NA,NA,0.2,2,21,NA,0.2,0.6,4.3,73.8,16.6,4.4,NA,,
10,Atlanta Hawks,36.1,45.9,.440,-0.05,-0.24,-2.26,25-32,11-14,44-38,27-55,13.9%,,NA,NA,NA,NA,NA,NA,0.2,13.8,NA,,NA,0.3,16.2,56.9,26.6,NA,0.1%,
