Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.5,17.5,.787,0.02,-2.65,11.11,50-14,15-3,68-14,58-24,100.0%,100.0%,76.7%,59.0%,64,1,0.59,bos,Celtics
2,Cleveland Cavaliers,51.1,30.9,.623,-0.41,-0.68,3.65,41-24,10-7,57-25,44-38,99.9%,52.6%,6.9%,2.3%,51,0.9990000000000001,0.023,cle,Cavaliers
3,Milwaukee Bucks,51.2,30.8,.625,-0.72,1.80,3.09,42-23,9-8,58-24,44-38,99.9%,47.1%,5.0%,1.6%,51,0.9990000000000001,0.016,mil,Bucks
4,New York Knicks,47.7,34.3,.581,-0.07,-0.25,3.51,37-27,11-7,54-28,40-42,98.0%,,5.2%,1.7%,48,0.98,0.017,ny,Knicks
5,Orlando Magic,46.7,35.3,.570,-0.29,-1.15,0.97,37-28,10-7,53-29,40-42,95.2%,73.1%,1.1%,0.3%,47,0.9520000000000001,0.003,orl,Magic
6,Philadelphia 76ers,46.1,35.9,.563,-0.48,-0.35,2.48,36-28,10-8,53-29,38-44,93.4%,,2.8%,0.7%,46,0.934,0.006999999999999999,phi,76ers
7,Indiana Pacers,45.0,37.0,.549,-0.26,0.34,1.39,36-29,9-8,52-30,38-44,87.0%,0.3%,1.5%,0.3%,45,0.87,0.003,ind,Pacers
8,Miami Heat,44.5,37.5,.543,-0.48,-0.69,0.09,35-29,10-8,51-31,36-46,84.1%,26.9%,0.7%,0.1%,44,0.841,0.001,mia,Heat
9,Chicago Bulls,38.9,43.1,.474,-0.19,-0.62,-2.11,31-34,8-9,46-36,32-50,21.1%,,,0,39,0.21100000000000002,0,chi,Bulls
10,Atlanta Hawks,37.1,44.9,.453,-0.13,-0.20,-1.96,29-35,8-10,44-38,31-51,18.0%,,0.1%,0,37,0.18,0,atl,Hawks
11,Brooklyn Nets,33.8,48.2,.412,0.05,-0.65,-1.89,26-39,8-9,41-41,27-55,3.3%,,,0,34,0.033,0,bkn,Nets
12,Toronto Raptors,29.8,52.2,.363,-0.05,-0.19,-4.07,23-42,7-10,38-44,24-58,0.1%,,,0,30,0.001,0,tor,Raptors
13,Charlotte Hornets,19.2,62.8,.235,-0.37,2.25,-10.58,16-49,3-14,26-56,16-66,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.0,66.0,.195,0.18,-0.22,-9.32,11-53,5-13,24-58,11-71,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,16.0,66.0,.195,0.02,0.24,-8.37,11-53,5-13,23-59,11-71,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,57.3,24.7,.699,-0.30,0.40,7.66,45-19,12-6,63-19,50-32,100.0%,61.4%,38.5%,15.8%,57,1,0.158,okc,Thunder
2,Minnesota Timberwolves,55.4,26.6,.676,-0.05,-0.16,6.24,44-21,11-6,61-21,48-34,100.0%,21.5%,22.8%,8.3%,55,1,0.083,min,T-Wolves
3,Denver Nuggets,55.8,26.2,.680,0.14,-0.66,4.49,45-20,11-6,62-20,48-34,100.0%,17.1%,11.3%,2.8%,56,1,0.027999999999999997,den,Nuggets
4,LA Clippers,53.0,29.0,.646,0.10,-0.17,4.66,41-22,12-7,60-22,45-37,100.0%,98.7%,10.3%,3.0%,53,1,0.03,lac,Clippers
5,New Orleans Pelicans,50.3,31.7,.613,-0.17,0.40,5.13,39-25,11-7,57-25,43-39,99.2%,92.3%,11.5%,3.2%,50,0.992,0.032,no,Pelicans
6,Dallas Mavericks,46.2,35.8,.564,0.18,-0.27,1.49,37-28,9-8,53-29,39-43,73.7%,7.7%,1.4%,0.3%,46,0.737,0.003,dal,Mavericks
7,Phoenix Suns,46.2,35.8,.564,-0.62,2.27,2.09,38-27,8-9,53-29,39-43,72.9%,0.5%,2.0%,0.3%,46,0.7290000000000001,0.003,phx,Suns
8,Sacramento Kings,45.8,36.2,.558,0.47,0.83,0.77,36-27,10-9,53-29,37-45,68.7%,0.6%,0.9%,0.1%,46,0.687,0.001,sac,Kings
9,Golden State Warriors,44.2,37.8,.539,0.38,-0.77,2.11,34-30,10-8,51-31,37-45,45.4%,,1.0%,0.2%,44,0.45399999999999996,0.002,gs,Warriors
10,Los Angeles Lakers,44.1,37.9,.537,0.58,-0.05,0.29,36-30,8-8,52-30,37-45,38.0%,0.1%,0.3%,0,44,0.38,0,lal,Lakers
11,Houston Rockets,39.1,42.9,.476,0.49,-1.31,0.79,29-35,10-8,46-36,30-52,2.0%,,,0,39,0.02,0,hou,Rockets
12,Utah Jazz,34.3,47.7,.418,-0.02,2.78,-3.01,28-36,6-12,43-39,28-54,0,,,0,34,0,0,uta,Jazz
13,Memphis Grizzlies,28.5,53.5,.347,0.79,-1.20,-5.94,22-43,6-11,35-47,23-59,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.9,59.1,.280,0.59,1.02,-7.52,18-46,5-13,30-52,18-64,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.3,62.7,.235,0.62,0.92,-7.05,14-51,5-12,26-56,14-68,0,,,0,19,0,0,sa,Spurs
