Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.5,16.5,.798,0.03,-2.14,11.45,48-12,17-5,70-12,56-26,100.0%,100.0%,76.5%,60.1%,66,1,0.601,bos,Celtics
2,Cleveland Cavaliers,52.1,29.9,.636,-0.66,0.14,4.17,39-21,13-9,59-23,45-37,99.9%,62.5%,7.3%,2.8%,52,0.9990000000000001,0.027999999999999997,cle,Cavaliers
3,Milwaukee Bucks,51.4,30.6,.627,-0.94,2.04,3.49,40-21,11-10,59-23,43-39,99.8%,37.4%,5.4%,1.7%,51,0.998,0.017,mil,Bucks
4,New York Knicks,48.5,33.5,.592,-0.05,0.00,3.67,36-25,13-8,56-26,40-42,98.0%,,4.8%,1.6%,48,0.98,0.016,ny,Knicks
5,Orlando Magic,47.4,34.6,.578,-0.05,-1.61,1.56,35-26,12-9,54-28,40-42,95.0%,62.1%,1.5%,0.4%,47,0.95,0.004,orl,Magic
6,Philadelphia 76ers,47.6,34.4,.580,-0.51,-0.18,2.86,35-25,13-9,55-27,40-42,95.6%,,3.0%,0.9%,48,0.956,0.009000000000000001,phi,76ers
7,Miami Heat,46.0,36.0,.561,-0.29,-1.03,0.43,34-26,12-10,53-29,38-44,88.7%,37.9%,0.7%,0.1%,46,0.887,0.001,mia,Heat
8,Indiana Pacers,44.0,38.0,.536,-0.35,0.84,0.91,34-28,10-10,52-30,36-46,80.8%,0.1%,0.8%,0.2%,44,0.8079999999999999,0.002,ind,Pacers
9,Chicago Bulls,38.1,43.9,.465,-0.23,-0.27,-1.72,28-32,10-12,47-35,30-52,20.4%,,0.1%,0,38,0.204,0,chi,Bulls
10,Atlanta Hawks,35.4,46.6,.432,-0.13,0.10,-2.43,26-34,9-13,43-39,27-55,10.6%,,,0,35,0.106,0,atl,Hawks
11,Brooklyn Nets,34.6,47.4,.422,0.42,-1.33,-1.73,24-36,11-11,42-40,26-56,10.2%,,,0,35,0.102,0,bkn,Nets
12,Toronto Raptors,31.5,50.5,.384,-0.12,0.06,-3.35,23-38,9-12,39-43,24-58,1.0%,,,0,32,0.01,0,tor,Raptors
13,Charlotte Hornets,19.6,62.4,.239,-0.06,1.02,-10.45,15-46,5-16,27-55,15-67,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,15.4,66.6,.188,0.28,-0.26,-8.63,9-51,6-16,24-58,9-73,0,,,0,15,0,0,det,Pistons
15,Washington Wizards,15.2,66.8,.185,0.43,-0.57,-9.57,9-51,6-16,24-58,9-73,0,,,0,15,0,0,wsh,Wizards
1,Oklahoma City Thunder,57.5,24.5,.701,-0.16,-0.36,7.76,42-18,15-7,63-19,49-33,100.0%,56.8%,37.7%,14.9%,58,1,0.149,okc,Thunder
2,Minnesota Timberwolves,56.3,25.7,.687,-0.10,-0.36,6.82,42-19,14-7,63-19,48-34,100.0%,33.8%,28.3%,9.7%,56,1,0.09699999999999999,min,T-Wolves
3,Denver Nuggets,55.1,26.9,.672,-0.01,-0.22,4.25,42-19,13-8,62-20,47-35,100.0%,9.4%,10.2%,2.6%,55,1,0.026000000000000002,den,Nuggets
4,LA Clippers,53.4,28.6,.651,-0.07,0.08,4.76,39-20,14-9,61-21,45-37,100.0%,98.6%,11.5%,2.7%,53,1,0.027000000000000003,lac,Clippers
5,New Orleans Pelicans,48.8,33.2,.595,-0.17,0.22,4.37,36-25,13-8,56-26,41-41,97.1%,86.7%,7.3%,1.7%,49,0.971,0.017,no,Pelicans
6,Sacramento Kings,46.2,35.8,.564,0.54,0.28,0.86,34-25,12-11,54-28,38-44,79.4%,1.1%,1.0%,0.2%,46,0.794,0.002,sac,Kings
7,Dallas Mavericks,45.4,36.6,.553,0.32,-0.72,1.02,34-27,11-10,54-28,37-45,68.9%,13.3%,1.1%,0.1%,45,0.6890000000000001,0.001,dal,Mavericks
8,Phoenix Suns,44.8,37.2,.546,-1.00,2.65,1.67,35-26,10-11,53-29,37-45,61.4%,0.2%,1.2%,0.3%,45,0.614,0.003,phx,Suns
9,Golden State Warriors,44.8,37.2,.547,0.59,-1.36,1.96,32-28,13-9,52-30,37-45,60.3%,0.1%,1.4%,0.2%,45,0.603,0.002,gs,Warriors
10,Los Angeles Lakers,42.5,39.5,.518,0.26,0.90,-0.27,33-29,9-11,51-31,35-47,29.7%,,0.2%,0,42,0.297,0,lal,Lakers
11,Houston Rockets,38.2,43.8,.465,0.59,-1.50,0.39,26-34,12-10,47-35,31-51,3.2%,,,0,38,0.032,0,hou,Rockets
12,Utah Jazz,34.9,47.1,.426,0.02,2.00,-2.93,27-34,8-13,44-38,28-54,0,,,0,35,0,0,uta,Jazz
13,Memphis Grizzlies,27.6,54.4,.337,0.65,-0.71,-6.05,20-41,8-13,35-47,20-62,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.0,59.0,.281,0.22,1.73,-7.88,17-42,6-17,31-51,17-65,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.2,62.8,.234,0.56,0.85,-7.41,13-48,6-15,27-55,13-69,0,,,0,19,0,0,sa,Spurs
