Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.4,25.6,.687,-0.29,0.06,5.70,39-16,17-10,64-18,46-36,100.0%,97.1%,79.1,16.2,3.6,0.9,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.3%,22.7%
2,Milwaukee Bucks,53.1,28.9,.647,-0.20,0.39,2.64,38-17,15-12,62-20,43-39,100.0%,61.3%,12.8,45.3,25.4,12.7,3.6,0.2,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,10.5%,5.4%
3,Cleveland Cavaliers,51.6,30.4,.629,0.03,-0.80,5.68,35-22,17-8,59-23,41-41,100.0%,38.7%,6.6,28.2,37.1,19.6,7.2,1.2,0.1,0.1,NA,99.8,0.2,0.1,NA,NA,,NA,30.3%,21.0%
4,Philadelphia 76ers,49.9,32.1,.609,-0.47,1.00,2.99,34-19,16-13,61-21,40-42,99.6%,2.6%,1.3,8.9,24.4,41,17.4,5.3,1.1,0.4,NA,98.2,1.3,0.4,0.1,NA,,NA,11.0%,5.9%
5,Brooklyn Nets,47.6,34.4,.581,-0.10,0.37,1.90,33-22,15-12,56-26,38-44,98.2%,0.3%,0.1,1.3,8.7,20.6,46.5,15.4,3.6,2,NA,92.7,5.3,1.5,0.3,0.2,,NA,5.9%,2.8%
6,Miami Heat,43.6,38.4,.531,0.06,0.22,0.26,30-25,14-13,53-29,33-49,77.0%,71.5%,NA,0.1,0.4,2.7,12.1,30.6,18.1,13,NA,45.9,23.1,13.2,8.6,5.6,3.5,NA,1.9%,0.8%
7,New York Knicks,43.8,38.2,.534,-0.07,0.46,1.71,30-26,14-12,53-29,34-48,80.2%,,NA,NA,0.3,2,9.1,29,24.5,15.3,NA,40.4,29.6,15.3,8.1,4.1,2.4,NA,3.9%,1.8%
8,Atlanta Hawks,41.1,40.9,.501,-0.05,0.08,-0.28,28-28,13-13,49-33,32-50,44.7%,21.1%,NA,NA,0.1,0.3,2.3,8.7,16.1,17.2,NA,11.4,14.7,20.3,20.6,16.2,16.8,NA,0.8%,0.3%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,40.2,41.8,.490,0.23,-0.24,0.52,26-29,14-13,49-33,31-51,37.3%,,NA,NA,NA,0.1,0.8,3.6,15.2,17.6,NA,4.5,10,20.3,20.4,18.6,26.3,NA,1.0%,0.4%
10,Toronto Raptors,39.8,42.2,.486,0.18,-0.12,1.00,26-30,14-12,48-34,30-52,31.6%,,NA,NA,NA,0.1,0.4,3.2,11.2,16.7,NA,3.7,8.7,14.1,19,20,34.5,NA,1.1%,0.4%
11,Washington Wizards,39.2,42.8,.478,0.19,-0.22,-0.20,25-29,14-14,50-32,28-54,24.1%,7.4%,NA,NA,NA,NA,0.6,2.6,8.4,12.5,NA,3.2,6.2,11.6,15.2,20.6,43.2,NA,0.4%,0.1%
12,Indiana Pacers,36.9,45.1,.450,0.46,-0.36,-1.85,25-31,12-14,46-36,28-54,6.9%,,NA,NA,NA,NA,NA,0.2,1.7,4.9,NA,0.2,0.9,3.1,7,12.9,75.9,NA,,
13,Orlando Magic,34.2,47.8,.418,0.27,-0.10,-2.56,23-33,11-15,43-39,26-56,0.5%,0.1%,NA,NA,NA,NA,NA,0.1,NA,0.5,NA,0.1,NA,0.2,0.6,1.7,97.4,NA,,
14,Detroit Pistons,22.6,59.4,.275,0.84,-0.60,-6.94,14-42,9-17,32-50,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,23.8,58.2,.290,0.40,0.25,-6.32,15-41,9-17,33-49,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,53.6,28.4,.654,-0.27,-0.17,3.84,38-18,16-10,63-19,45-37,100.0%,99.9%,86.1,12.6,1.2,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,28.9%,13.7%
2,Memphis Grizzlies,50.0,32.0,.610,-0.20,-0.48,3.62,33-21,17-11,59-23,39-43,99.8%,92.9%,12.8,66.7,14.9,3.2,1.3,0.6,0.3,0.1,NA,99.5,0.3,0.2,0.1,NA,,NA,24.5%,10.8%
3,Sacramento Kings,45.9,36.1,.560,-0.77,0.67,1.90,31-23,15-13,56-26,37-45,94.4%,62.6%,0.9,12.4,36.5,16.6,11.2,8.2,4.9,3.6,NA,85.9,5.5,3.7,2.4,1.4,1.2,NA,11.3%,3.7%
4,Dallas Mavericks,44.0,38.0,.537,0.06,-0.68,0.74,30-26,14-12,53-29,33-49,82.3%,4.9%,0.1,3.1,12.6,21.4,15.7,12.8,9.2,7.4,NA,65.8,10.6,7.6,6.4,5,4.6,NA,5.7%,1.6%
5,Phoenix Suns,43.2,38.8,.527,0.01,0.16,1.18,30-27,13-12,52-30,34-48,75.6%,21.4%,0.1,1.9,11.2,14.2,14.3,13.5,11.4,9.2,NA,55.0,11.5,10,8.6,6.4,8.5,NA,6.4%,1.8%
6,New Orleans Pelicans,43.6,38.4,.532,-0.09,-0.48,1.86,29-27,15-11,52-30,34-48,79.2%,2.2%,NA,1.5,9.2,17.6,16.6,14,11.5,8.8,NA,58.9,11.2,9.4,7.4,5.7,7.5,NA,9.1%,3.1%
7,Los Angeles Clippers,42.2,39.8,.514,-0.71,1.23,-0.48,31-27,11-13,51-31,32-50,52.5%,8.4%,NA,0.6,4.5,6.2,8.6,10.3,10.9,11.5,NA,30.1,11.9,12.6,12.9,11.7,20.9,NA,2.1%,0.5%
8,Golden State Warriors,41.8,40.2,.510,0.00,-0.16,0.22,28-27,14-13,52-30,33-49,53.9%,7.6%,NA,0.6,4,6.3,8.4,10.5,12.3,12,NA,29.7,11.1,12.8,12.6,12.3,21.6,NA,3.1%,0.8%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
