Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.6,25.4,.691,-0.35,0.34,5.78,42-17,15-8,64-18,48-34,100.0%,94.2%,66.6,27.1,4.5,1.7,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.0%,22.5%
2,Milwaukee Bucks,54.9,27.1,.669,-0.11,0.23,3.12,41-17,14-10,64-18,44-38,100.0%,77.7%,26.1,46.1,17.9,9.2,0.8,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,12.1%,6.6%
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,59-23,43-39,100.0%,22.3%,4,15.1,38.8,34.1,6.8,1,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,28.3%,18.9%
4,Philadelphia 76ers,51.9,30.1,.633,-0.37,1.02,3.52,38-19,14-11,60-22,43-39,99.9%,5.8%,3.2,11.5,36.4,42.4,5.6,0.6,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,13.9%,7.3%
5,Brooklyn Nets,47.1,34.9,.574,0.05,0.21,1.77,34-24,13-11,55-27,38-44,97.5%,0.1%,NA,0.2,2,9.7,55.5,22,5.7,2.4,NA,89.4,8.8,1.4,0.3,0.1,,NA,4.2%,1.9%
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,52-30,37-45,91.4%,,NA,NA,0.4,2.2,19.8,42.1,17.9,9,NA,64.4,25.7,6.5,2.6,0.7,0.1,NA,5.1%,2.5%
7,Miami Heat,43.2,38.8,.527,-0.02,0.60,0.01,32-27,11-12,52-30,35-47,74.1%,70.6%,NA,NA,0.1,0.8,9.4,23.8,23.9,16.3,NA,34.0,34.5,16,8.8,4.7,2.1,NA,1.4%,0.5%
8,Washington Wizards,40.7,41.3,.496,0.15,-0.21,0.45,28-30,13-11,48-34,33-49,48.0%,18.6%,NA,NA,NA,NA,1.2,5.4,20.5,20.9,NA,6.6,14.1,26.9,22.6,17.4,12.4,NA,1.1%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,39.9,42.1,.487,-0.22,0.72,-0.58,29-30,11-12,49-33,30-52,34.0%,10.9%,NA,NA,NA,NA,0.6,2.7,13.7,17,NA,3.3,8.2,20.5,25.2,20.6,22.3,NA,0.4%,0.1%
