Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.6,20.4,.745,2.14,-0.52,13.83,11-2,49-18,72-8,46-34,100.0%,81.7%,53.0%,40.8%,60,1,0.408,bos,Celtics
2,Philadelphia 76ers,54.9,25.1,.686,1.21,-0.36,10.21,10-3,45-22,68-12,36-44,99.9%,17.6%,26.5%,17.7%,55,0.9990000000000001,0.177,phi,76ers
3,New York Knicks,48.4,31.6,.605,0.11,0.20,6.11,8-5,40-27,63-17,32-48,96.4%,0.7%,8.6%,4.4%,48,0.9640000000000001,0.044000000000000004,ny,Knicks
4,Milwaukee Bucks,45.7,34.3,.571,0.49,0.11,2.80,9-4,37-30,59-21,31-49,86.7%,47.9%,2.5%,1.0%,46,0.867,0.01,mil,Bucks
5,Indiana Pacers,43.3,36.7,.541,0.36,0.14,2.28,7-5,36-32,58-22,29-51,71.0%,25.3%,1.8%,0.7%,43,0.71,0.006999999999999999,ind,Pacers
6,Atlanta Hawks,43.7,36.3,.547,1.21,-0.10,3.21,6-6,38-30,57-23,30-50,76.4%,50.9%,2.5%,1.0%,44,0.764,0.01,atl,Hawks
7,Cleveland Cavaliers,43.8,36.2,.547,2.29,-0.30,2.44,7-6,37-30,59-21,29-51,74.7%,26.6%,2.0%,0.7%,44,0.747,0.006999999999999999,cle,Cavaliers
8,Orlando Magic,42.9,37.1,.537,-1.44,0.31,1.33,8-5,35-32,58-22,29-51,68.3%,37.7%,1.3%,0.4%,43,0.6829999999999999,0.004,orl,Magic
9,Toronto Raptors,40.9,39.1,.512,1.55,0.24,1.55,6-7,35-32,57-23,27-53,50.0%,,0.9%,0.3%,41,0.5,0.003,tor,Raptors
10,Brooklyn Nets,40.1,39.9,.501,1.55,0.31,0.78,6-7,34-33,54-26,24-56,41.0%,,0.7%,0.2%,40,0.41,0.002,bkn,Nets
11,Miami Heat,39.2,40.8,.490,-1.74,0.47,-1.74,8-5,31-36,55-25,25-55,31.2%,11.4%,0.3%,0.1%,39,0.312,0.001,mia,Heat
12,Chicago Bulls,33.7,46.3,.421,0.16,0.47,-3.13,5-9,29-37,51-29,19-61,4.4%,0.3%,,0,34,0.044000000000000004,0,chi,Bulls
13,Washington Wizards,26.6,53.4,.332,0.72,0.53,-8.11,2-10,25-43,43-37,12-68,0.1%,,,0,27,0.001,0,wsh,Wizards
14,Detroit Pistons,27.0,53.0,.338,0.09,0.60,-6.48,2-12,25-41,41-39,14-66,0.1%,,,0,27,0.001,0,det,Pistons
15,Charlotte Hornets,25.5,54.5,.319,-0.06,0.90,-9.56,3-9,23-45,42-38,12-68,0,,,0,26,0,0,cha,Hornets
1,Oklahoma City Thunder,53.0,27.0,.662,-0.67,-0.74,8.12,10-4,43-23,67-13,37-43,99.9%,50.9%,35.6%,15.0%,53,0.9990000000000001,0.15,okc,Thunder
2,Minnesota Timberwolves,51.3,28.7,.641,0.67,-0.76,6.75,9-3,42-26,64-16,35-45,99.7%,31.7%,23.2%,7.5%,51,0.997,0.075,min,T-Wolves
3,Denver Nuggets,49.6,30.4,.619,-0.05,-0.74,5.56,9-4,41-26,62-18,34-46,99.1%,17.4%,17.1%,5.5%,50,0.991,0.055,den,Nuggets
4,Golden State Warriors,44.4,35.6,.554,3.23,-1.29,3.23,6-8,38-28,59-21,29-51,88.5%,48.0%,8.0%,1.9%,44,0.885,0.019,gs,Warriors
5,Sacramento Kings,43.7,36.3,.546,-1.14,0.09,1.45,8-4,36-32,59-21,29-51,83.1%,35.3%,4.7%,0.9%,44,0.831,0.009000000000000001,sac,Kings
6,Houston Rockets,43.7,36.3,.546,-1.43,-0.71,2.21,6-5,38-31,59-21,26-54,85.0%,53.6%,5.2%,1.1%,44,0.85,0.011000000000000001,hou,Rockets
7,Dallas Mavericks,42.3,37.7,.528,-2.15,0.22,0.28,9-5,33-33,56-24,28-52,74.8%,34.5%,2.4%,0.4%,42,0.748,0.004,dal,Mavericks
8,Phoenix Suns,40.0,40.0,.500,-2.32,-0.13,-0.71,7-6,33-34,55-25,22-58,53.7%,9.8%,1.5%,0.3%,40,0.537,0.003,phx,Suns
9,New Orleans Pelicans,39.4,40.6,.492,2.53,-0.92,-1.01,6-7,33-34,57-23,25-55,47.6%,11.9%,0.8%,0.1%,39,0.47600000000000003,0.001,no,Pelicans
10,LA Clippers,38.4,41.6,.479,-2.25,-0.04,-0.34,4-7,34-35,53-27,25-55,39.8%,4.7%,1.2%,0.2%,38,0.39799999999999996,0.002,lac,Clippers
11,Los Angeles Lakers,37.1,42.9,.464,-1.34,0.37,-3.06,8-6,29-37,53-27,23-57,27.6%,2.3%,0.3%,0,37,0.276,0,lal,Lakers
12,Utah Jazz,29.6,50.4,.370,-1.29,0.50,-6.44,4-9,26-41,45-35,16-64,1.0%,,,0,30,0.01,0,uta,Jazz
13,Memphis Grizzlies,26.2,53.8,.327,-3.18,0.49,-8.72,3-10,23-44,41-39,13-67,0.1%,,,0,26,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,23.6,56.4,.295,-0.90,0.54,-11.05,3-10,21-46,40-40,7-73,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,23.1,56.9,.289,1.27,0.18,-11.73,3-10,20-47,40-40,11-69,0,,,0,23,0,0,sa,Spurs
