Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.5,19.5,.762,0.67,-0.90,10.44,25-6,37-14,73-9,51-31,100.0%,86.8%,49.2%,34.5%,62,1,0.345,bos,Celtics
2,Philadelphia 76ers,58.0,24.0,.707,-0.50,-0.67,9.56,22-10,36-14,68-14,46-36,100.0%,13.2%,36.0%,23.1%,58,1,0.231,phi,76ers
3,Milwaukee Bucks,54.2,27.8,.661,-1.08,0.31,4.95,24-8,30-20,67-15,42-40,100.0%,96.2%,7.6%,3.4%,54,1,0.034,mil,Bucks
4,Orlando Magic,48.4,33.6,.590,0.10,-0.73,2.52,19-12,29-22,61-21,33-49,97.0%,75.7%,3.0%,0.8%,48,0.97,0.008,orl,Magic
5,Cleveland Cavaliers,45.3,36.7,.553,1.12,-0.90,1.12,18-14,27-23,58-24,33-49,87.0%,2.3%,1.0%,0.3%,45,0.87,0.003,cle,Cavaliers
6,Miami Heat,44.7,37.3,.545,-0.96,0.11,0.61,19-13,26-24,57-25,30-52,82.8%,23.9%,0.8%,0.1%,45,0.828,0.001,mia,Heat
7,Indiana Pacers,43.6,38.4,.532,-0.53,0.36,1.24,17-14,27-24,56-26,31-51,76.8%,1.5%,1.1%,0.3%,44,0.768,0.003,ind,Pacers
8,New York Knicks,44.2,37.8,.539,0.27,0.26,1.71,17-15,27-23,57-25,31-51,81.7%,,1.1%,0.3%,44,0.8170000000000001,0.003,ny,Knicks
9,Brooklyn Nets,38.8,43.2,.473,-0.45,0.37,-0.73,15-17,24-26,53-29,26-56,29.1%,,0.1%,0,39,0.29100000000000004,0,bkn,Nets
10,Chicago Bulls,38.0,44.0,.464,0.70,-0.87,-1.45,15-19,23-25,53-29,25-57,20.7%,,,0,38,0.207,0,chi,Bulls
11,Atlanta Hawks,37.2,44.8,.454,0.13,-0.03,-0.51,12-19,25-26,49-33,26-56,16.8%,0.4%,0.1%,0,37,0.168,0,atl,Hawks
12,Toronto Raptors,35.4,46.6,.432,0.07,0.00,-1.27,12-20,23-27,48-34,23-59,8.2%,,,0,35,0.08199999999999999,0,tor,Raptors
13,Charlotte Hornets,20.6,61.4,.251,0.42,0.47,-10.45,7-23,14-38,33-49,10-72,0,,,0,21,0,0,cha,Hornets
14,Washington Wizards,20.5,61.5,.251,0.16,0.44,-9.48,6-25,15-36,33-49,10-72,0,,,0,20,0,0,wsh,Wizards
15,Detroit Pistons,16.6,65.4,.203,0.89,0.03,-10.05,3-29,14-36,29-53,6-76,0,,,0,17,0,0,det,Pistons
1,Oklahoma City Thunder,57.6,24.4,.702,0.52,-0.90,8.82,21-9,37-15,70-12,45-37,100.0%,49.2%,43.7%,20.8%,58,1,0.20800000000000002,okc,Thunder
2,Minnesota Timberwolves,57.4,24.6,.700,0.32,-0.72,6.19,24-7,33-18,69-13,46-36,100.0%,43.9%,22.6%,7.9%,57,1,0.079,min,T-Wolves
3,Denver Nuggets,53.6,28.4,.654,0.35,-0.68,5.35,23-11,31-17,64-18,41-41,99.8%,6.9%,15.3%,5.1%,54,0.998,0.051,den,Nuggets
4,LA Clippers,48.4,33.6,.591,-0.81,0.21,3.61,19-12,29-22,60-22,36-46,94.1%,71.2%,7.2%,1.6%,48,0.941,0.016,lac,Clippers
5,Houston Rockets,45.2,36.8,.551,0.42,-0.65,2.98,15-15,30-22,58-24,30-52,77.9%,42.6%,3.8%,0.9%,45,0.779,0.009000000000000001,hou,Rockets
6,New Orleans Pelicans,44.5,37.5,.543,-0.77,0.25,1.70,18-14,27-23,56-26,33-49,70.4%,28.0%,2.3%,0.3%,44,0.7040000000000001,0.003,no,Pelicans
7,Sacramento Kings,44.6,37.4,.544,0.76,-0.02,0.53,18-12,27-25,59-23,32-50,68.7%,15.6%,1.2%,0.2%,45,0.687,0.002,sac,Kings
8,Dallas Mavericks,44.4,37.6,.541,-0.61,0.22,0.79,19-14,25-24,57-25,33-49,69.6%,29.4%,1.4%,0.2%,44,0.696,0.002,dal,Mavericks
9,Golden State Warriors,43.0,39.0,.525,1.21,-0.95,1.67,15-17,28-22,56-26,29-53,56.7%,7.6%,1.6%,0.2%,43,0.5670000000000001,0.002,gs,Warriors
10,Los Angeles Lakers,42.0,40.0,.512,0.28,0.17,0.37,17-16,25-24,55-27,30-52,44.4%,4.6%,0.6%,0.2%,42,0.444,0.002,lal,Lakers
11,Phoenix Suns,39.4,42.6,.480,-1.76,0.87,-0.83,16-15,23-28,50-32,27-55,18.4%,1.0%,0.2%,0,39,0.184,0,phx,Suns
12,Utah Jazz,30.3,51.7,.370,-0.74,1.37,-6.13,14-19,16-33,44-38,20-62,0.1%,,,0,30,0.001,0,uta,Jazz
13,Memphis Grizzlies,28.4,53.6,.346,0.12,0.18,-6.20,10-21,18-33,40-42,17-65,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,24.8,57.2,.303,-1.14,1.44,-6.91,9-22,16-35,39-43,14-68,0,,,0,25,0,0,por,Blazers
15,San Antonio Spurs,18.3,63.7,.224,0.88,0.47,-10.44,5-26,13-38,30-52,7-75,0,,,0,18,0,0,sa,Spurs
