Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.5,19.5,.762,0.24,-1.71,9.85,39-12,23-8,69-13,53-29,100.0%,99.9%,63.1%,44.5%,62,1,0.445,bos,Celtics
2,Cleveland Cavaliers,54.0,28.0,.658,-0.68,-0.33,4.84,34-16,20-12,63-19,43-39,100.0%,90.2%,12.5%,5.4%,54,1,0.054000000000000006,cle,Cavaliers
3,New York Knicks,51.3,30.7,.626,-0.61,0.52,4.85,33-19,18-12,59-23,39-43,99.8%,0.1%,11.1%,4.5%,51,0.998,0.045,ny,Knicks
4,Milwaukee Bucks,49.4,32.6,.602,-0.59,0.52,2.37,33-19,16-14,59-23,40-42,99.2%,9.5%,3.4%,0.9%,49,0.992,0.009000000000000001,mil,Bucks
5,Philadelphia 76ers,49.0,33.0,.598,-0.85,-0.03,3.95,30-20,19-13,58-24,38-44,99.2%,,6.8%,2.3%,49,0.992,0.023,phi,76ers
6,Orlando Magic,45.0,37.0,.548,0.03,-1.38,0.76,28-24,17-13,54-28,36-46,90.8%,72.8%,1.3%,0.2%,45,0.9079999999999999,0.002,orl,Magic
7,Indiana Pacers,44.4,37.6,.541,-0.21,-0.14,1.17,29-24,15-14,54-28,35-47,86.8%,0.3%,1.4%,0.4%,44,0.868,0.004,ind,Pacers
8,Miami Heat,42.2,39.8,.515,-0.73,-0.04,-1.04,28-24,14-16,52-30,33-49,71.1%,26.7%,0.3%,0.1%,42,0.711,0.001,mia,Heat
9,Chicago Bulls,37.9,44.1,.462,-0.79,0.51,-2.02,25-27,13-17,48-34,28-54,25.1%,,0.1%,0,38,0.251,0,chi,Bulls
10,Atlanta Hawks,36.1,45.9,.440,0.09,-0.53,-2.33,22-29,14-17,45-37,26-56,14.8%,0.5%,,0,36,0.14800000000000002,0,atl,Hawks
11,Brooklyn Nets,34.8,47.2,.425,0.25,-0.71,-1.42,20-31,15-16,44-38,25-57,12.0%,,,0,35,0.12,0,bkn,Nets
12,Toronto Raptors,31.5,50.5,.384,0.06,-0.46,-3.24,18-33,13-18,42-40,21-61,1.2%,,,0,32,0.012,0,tor,Raptors
13,Washington Wizards,17.0,65.0,.207,-0.35,0.77,-9.67,9-41,8-24,28-54,9-73,0,,,0,17,0,0,wsh,Wizards
14,Charlotte Hornets,16.7,65.3,.203,0.04,0.47,-11.66,10-40,7-25,27-55,10-72,0,,,0,17,0,0,cha,Hornets
15,Detroit Pistons,16.3,65.7,.199,0.03,0.20,-8.93,8-43,8-23,27-55,8-74,0,,,0,16,0,0,det,Pistons
1,Oklahoma City Thunder,56.7,25.3,.691,0.03,-0.49,7.77,35-16,22-9,65-17,47-35,100.0%,44.9%,34.3%,16.7%,57,1,0.16699999999999998,okc,Thunder
2,Minnesota Timberwolves,56.3,25.7,.687,0.18,-0.54,6.50,36-16,20-10,64-18,47-35,100.0%,39.7%,23.7%,10.1%,56,1,0.10099999999999999,min,T-Wolves
3,Denver Nuggets,55.0,27.0,.671,0.32,-0.56,4.59,36-16,19-11,64-18,45-37,100.0%,15.5%,11.4%,4.2%,55,1,0.042,den,Nuggets
4,LA Clippers,54.8,27.2,.668,-0.10,0.13,6.01,34-16,21-11,64-18,45-37,100.0%,99.1%,17.7%,7.3%,55,1,0.073,lac,Clippers
5,New Orleans Pelicans,49.6,32.4,.604,0.28,-0.53,4.69,30-21,20-11,58-24,40-42,98.1%,89.7%,8.4%,2.4%,50,0.981,0.024,no,Pelicans
6,Phoenix Suns,45.9,36.1,.559,-1.17,1.97,1.89,31-21,15-15,55-27,37-45,78.8%,0.6%,1.7%,0.5%,46,0.7879999999999999,0.005,phx,Suns
7,Sacramento Kings,44.7,37.3,.545,0.18,1.12,0.42,29-21,16-16,56-26,35-47,65.9%,0.3%,0.6%,0.1%,45,0.659,0.001,sac,Kings
8,Dallas Mavericks,44.6,37.4,.544,0.36,-0.27,0.59,29-23,16-14,55-27,35-47,64.1%,9.7%,0.5%,0.1%,45,0.6409999999999999,0.001,dal,Mavericks
9,Golden State Warriors,43.1,38.9,.525,0.89,-1.05,2.13,24-25,19-14,53-29,33-49,47.5%,0.1%,1.4%,0.3%,43,0.475,0.003,gs,Warriors
10,Los Angeles Lakers,41.0,41.0,.500,0.58,0.35,-0.44,27-26,14-15,52-30,32-50,20.9%,,0.1%,0,41,0.209,0,lal,Lakers
11,Houston Rockets,40.3,41.7,.491,0.33,-0.37,1.33,23-27,17-15,50-32,30-52,19.7%,0.7%,0.3%,0.1%,40,0.19699999999999998,0.001,hou,Rockets
12,Utah Jazz,38.7,43.3,.472,0.37,0.88,-1.69,26-27,13-16,47-35,30-52,5.1%,,,0,39,0.051,0,uta,Jazz
13,Memphis Grizzlies,29.9,52.1,.365,0.99,-0.83,-5.26,18-34,12-18,40-42,21-61,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.8,58.2,.290,0.41,1.25,-7.81,15-36,9-22,33-49,16-66,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,17.8,64.2,.217,0.45,1.20,-8.28,10-42,8-22,27-55,10-72,0,,,0,18,0,0,sa,Spurs
