Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,59.9,20.1,.749,3.53,-0.60,17.23,8-2,52-18,72-8,45-35,100.0%,90.8%,90.7,8.7,0.5,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,63.8%,50.0%
2,Philadelphia 76ers,52.5,27.5,.656,0.06,0.15,9.56,8-2,44-26,66-14,36-44,99.8%,8.8%,8.7,65,15.2,6.2,2.7,1.2,0.5,0.2,NA,99.0,0.6,0.3,0.1,NA,,NA,18.2%,10.6%
3,New York Knicks,46.0,34.0,.575,1.69,0.15,5.79,5-5,41-29,60-20,33-47,92.5%,0.4%,0.4,8.4,23.1,20.1,15.6,11.3,7.9,5.8,NA,78.9,8,5.7,3.7,2.1,1.7,NA,6.5%,2.9%
4,Indiana Pacers,44.8,35.2,.560,0.11,0.28,3.29,7-4,38-31,59-21,29-51,87.8%,70.7%,0.1,6.2,18.7,18.3,15.7,13.1,9.3,6.5,NA,72.0,9.4,7.1,5.3,3.4,2.8,NA,3.1%,1.1%
5,Atlanta Hawks,44.5,35.5,.556,-0.15,0.35,3.45,6-4,39-31,62-18,30-50,85.5%,66.3%,0.1,5.8,17.2,17.2,15.4,12.8,9.5,7.6,NA,68.4,10.3,7.6,5.6,4.6,3.6,NA,2.8%,1.0%
6,Brooklyn Nets,43.8,36.2,.548,1.59,0.37,3.32,6-5,38-31,57-23,28-52,81.2%,0.1%,0.1,3.1,11.8,14.4,15.6,14.8,11.9,9.7,NA,59.7,12.1,10.2,8,5,5.1,NA,2.7%,1.0%
7,Cleveland Cavaliers,40.0,40.0,.500,3.68,-0.14,0.48,4-6,36-34,56-24,24-56,49.2%,13.7%,NA,0.7,2.7,4.4,7,9,11.7,13.7,NA,23.8,11.2,13.2,14.1,14.6,23.2,NA,0.7%,0.2%
8,Milwaukee Bucks,39.9,40.1,.499,1.58,0.33,-0.82,6-4,34-36,55-25,24-56,47.8%,14.5%,NA,0.6,2.8,4.7,6.9,9,10.9,12.8,NA,24.1,10.9,12.9,13.4,14.6,24.2,NA,0.4%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,40.0,40.0,.500,-0.93,0.48,-1.11,7-4,33-36,56-24,25-55,46.7%,17.2%,NA,0.6,2.8,4.6,6.4,8.9,10.9,12.6,NA,23.2,11.3,13.3,14.2,14.2,23.8,NA,0.3%,0.1%
10,Orlando Magic,40.0,40.0,.500,-1.31,0.45,0.29,5-5,35-35,56-24,25-55,49.2%,16.2%,NA,0.5,2.8,4.8,6.9,9.2,11.9,13.1,NA,24.2,11.5,12.7,14.5,14.3,22.9,NA,0.8%,0.2%
11,Toronto Raptors,40.3,39.7,.504,1.70,0.55,0.70,5-5,35-35,55-25,25-55,51.7%,,NA,0.5,2.4,5.2,7.5,9.9,13.1,13.3,NA,25.4,12.5,13.6,14,13.8,20.8,NA,0.7%,0.1%
12,Chicago Bulls,33.6,46.4,.420,-0.13,0.61,-4.04,4-7,30-39,48-32,19-61,6.1%,1.0%,NA,NA,NA,0.1,0.4,0.7,1.7,3.1,NA,1.3,1.7,2.4,4.5,7.7,82.4,NA,,
13,Washington Wizards,30.4,49.6,.380,1.24,0.57,-5.96,2-8,28-42,46-34,16-64,1.0%,0.1%,NA,NA,NA,NA,0.1,0.1,0.2,0.7,NA,0.1,0.1,0.5,1.1,2.4,95.7,NA,,
