Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.6,17.4,.788,-0.45,-1.71,10.96,59-16,6-1,66-16,61-21,100.0%,100.0%,76.6%,59.7%,65,1,0.597,bos,Celtics
2,Milwaukee Bucks,51.7,30.3,.630,-0.25,0.48,3.27,47-27,5-3,55-27,47-35,100.0%,86.2%,5.6%,1.8%,52,1,0.018000000000000002,mil,Bucks
3,Cleveland Cavaliers,49.2,32.8,.601,-0.29,-1.75,2.55,45-30,4-3,52-30,45-37,99.8%,13.6%,3.2%,1.0%,49,0.998,0.01,cle,Cavaliers
4,New York Knicks,48.7,33.3,.593,-0.30,1.02,4.36,44-30,5-3,52-30,44-38,99.8%,,7.9%,3.0%,49,0.998,0.03,ny,Knicks
5,Orlando Magic,47.6,34.4,.580,-0.58,0.34,1.66,44-31,4-3,51-31,44-38,98.6%,83.8%,1.8%,0.4%,48,0.986,0.004,orl,Magic
6,Indiana Pacers,46.4,35.6,.566,-0.22,0.12,2.26,43-33,3-3,49-33,43-39,95.0%,0.1%,2.5%,0.7%,46,0.95,0.006999999999999999,ind,Pacers
7,Miami Heat,45.2,36.8,.552,-0.65,-0.01,0.71,41-33,4-4,49-33,41-41,84.2%,16.2%,0.8%,0.2%,45,0.8420000000000001,0.002,mia,Heat
8,Philadelphia 76ers,44.3,37.7,.541,-0.31,-2.10,1.88,40-35,4-3,47-35,40-42,81.1%,,1.5%,0.4%,44,0.8109999999999999,0.004,phi,76ers
9,Atlanta Hawks,38.2,43.8,.466,-0.19,-0.30,-1.38,35-40,3-4,42-40,35-47,21.8%,,0.1%,0,38,0.218,0,atl,Hawks
10,Chicago Bulls,38.7,43.3,.472,-0.25,-0.58,-1.87,36-40,3-3,42-40,36-46,19.6%,,,0,39,0.196,0,chi,Bulls
11,Brooklyn Nets,31.8,50.2,.387,-0.04,-0.70,-2.67,29-47,3-3,35-47,29-53,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,25.6,56.4,.312,-0.04,0.24,-5.70,23-51,3-5,31-51,23-59,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,19.4,62.6,.237,0.00,2.21,-10.60,18-57,1-6,24-58,18-64,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,15.8,66.2,.192,0.00,0.84,-9.68,14-61,2-5,20-62,14-68,0,,,0,16,0,0,wsh,Wizards
15,Detroit Pistons,15.0,67.0,.183,0.26,-2.07,-8.55,13-62,2-5,19-63,13-69,0,,,0,15,0,0,det,Pistons
1,Oklahoma City Thunder,57.3,24.7,.699,-0.15,0.69,7.23,52-22,5-3,60-22,52-30,100.0%,51.4%,33.8%,13.2%,57,1,0.132,okc,Thunder
2,Minnesota Timberwolves,56.5,25.5,.690,-0.03,-0.60,6.59,51-23,6-2,59-23,52-30,100.0%,30.9%,26.6%,9.5%,56,1,0.095,min,T-Wolves
3,Denver Nuggets,56.8,25.2,.692,0.16,-2.08,4.92,52-23,5-2,59-23,52-30,100.0%,17.7%,13.9%,4.4%,57,1,0.044000000000000004,den,Nuggets
4,LA Clippers,51.8,30.2,.631,0.01,0.93,3.59,47-27,5-3,55-27,47-35,99.8%,98.8%,7.2%,1.5%,52,0.998,0.015,lac,Clippers
5,New Orleans Pelicans,49.5,32.5,.604,0.09,-0.84,4.81,45-30,5-2,52-30,45-37,97.6%,38.7%,10.0%,2.8%,50,0.976,0.027999999999999997,no,Pelicans
6,Dallas Mavericks,49.7,32.3,.606,0.16,-0.79,2.59,45-29,5-3,53-29,46-36,97.8%,61.3%,3.9%,0.7%,50,0.978,0.006999999999999999,dal,Mavericks
7,Sacramento Kings,46.8,35.2,.570,0.31,2.81,1.55,43-31,4-4,51-31,43-39,65.5%,0.6%,1.1%,0.2%,47,0.655,0.002,sac,Kings
8,Phoenix Suns,47.2,34.8,.575,-0.38,4.18,2.35,44-31,3-4,51-31,44-38,70.6%,0.5%,2.2%,0.4%,47,0.706,0.004,phx,Suns
9,Los Angeles Lakers,45.8,36.2,.558,0.58,-0.82,0.75,42-33,4-3,49-33,42-40,36.6%,0.1%,0.4%,0.1%,46,0.366,0.001,lal,Lakers
10,Golden State Warriors,44.6,37.4,.544,0.21,-0.46,2.33,40-34,5-3,48-34,40-42,29.4%,,1.0%,0.2%,45,0.294,0.002,gs,Warriors
11,Houston Rockets,42.1,39.9,.514,0.02,0.68,1.63,38-36,4-4,46-36,38-44,2.7%,,,0,42,0.027000000000000003,0,hou,Rockets
12,Utah Jazz,31.1,50.9,.379,0.44,2.99,-3.95,29-46,2-5,36-46,29-53,0,,,0,31,0,0,uta,Jazz
13,Memphis Grizzlies,27.4,54.6,.334,0.50,-0.23,-6.66,25-50,2-5,32-50,25-57,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.0,61.0,.257,0.77,0.14,-8.11,19-56,2-5,25-57,19-63,0,,,0,21,0,0,por,Blazers
15,San Antonio Spurs,20.1,61.9,.245,0.65,1.22,-6.39,18-57,2-5,25-57,18-64,0,,,0,20,0,0,sa,Spurs
