Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,55.4,24.6,.693,4.19,-0.21,16.19,5-2,50-23,71-9,39-41,100.0%,59.2%,58.2,32.8,6.6,1.6,0.6,0.2,NA,NA,NA,99.9,NA,NA,NA,NA,,NA,44.9%,30.7%
2,Philadelphia 76ers,53.8,26.2,.673,1.57,-0.05,13.28,6-1,48-25,70-10,39-41,99.9%,39.7%,38.6,43.9,11.3,3.7,1.5,0.6,0.2,0.1,NA,99.6,0.2,0.1,0.1,NA,,NA,30.8%,18.6%
3,Atlanta Hawks,46.4,33.6,.580,0.84,0.27,5.59,5-3,41-31,61-19,31-49,94.1%,83.0%,1.8,10.9,29.1,19.9,13.2,9.3,5.9,4,NA,84.2,6.3,4.2,2.6,1.5,1.2,NA,7.0%,2.8%
4,New York Knicks,44.9,35.1,.562,1.10,0.47,5.48,4-4,41-31,59-21,29-51,88.7%,0.8%,0.7,4.7,17.2,18.4,17.1,14,10,6.7,NA,72.0,10.1,7.1,4.9,2.9,3.0,NA,6.2%,2.5%
5,Indiana Pacers,43.1,36.9,.538,-2.14,0.79,2.30,6-3,37-34,60-20,27-53,78.7%,53.9%,0.2,2.6,10.8,14.7,15.2,14,11.3,9.8,NA,57.5,11.9,9.5,8.3,5.6,7.2,NA,2.7%,0.8%
6,Toronto Raptors,43.2,36.8,.540,2.63,0.51,3.76,4-4,39-33,59-21,27-53,78.5%,0.2%,0.2,2.2,8.9,14.1,15.2,14.6,12.7,10.6,NA,55.2,13,10.8,7.7,5.9,7.4,NA,3.6%,1.3%
7,Milwaukee Bucks,41.7,38.3,.521,3.07,0.20,0.82,5-3,37-35,57-23,23-57,65.5%,33.9%,0.2,1.4,6.6,9.3,11.3,12.3,12.5,11.9,NA,41.0,13.3,12.8,11.3,8.5,13.1,NA,1.3%,0.4%
8,Brooklyn Nets,41.1,38.9,.514,0.99,0.73,1.62,4-4,37-35,58-22,25-55,60.7%,0.1%,0.1,0.7,4.4,7.2,9.8,11.7,13.6,13.4,NA,33.7,13.6,13.3,12.7,10.6,16.2,NA,1.7%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Orlando Magic,40.0,40.0,.500,-2.22,0.65,0.40,4-4,36-36,54-26,23-57,49.7%,11.1%,NA,0.5,2.8,5.4,7.3,9.2,11.4,13.1,NA,25.3,11.9,12.6,13.6,12.8,23.9,NA,1.1%,0.3%
10,Cleveland Cavaliers,38.6,41.4,.482,3.06,0.27,-0.44,3-5,36-36,53-27,22-58,37.2%,10.9%,NA,0.2,1.3,3.1,4.6,6.7,9.5,11.9,NA,15.9,8.7,11.7,13.2,14.8,35.9,NA,0.6%,0.1%
11,Miami Heat,37.8,42.2,.472,0.69,0.47,-1.94,4-4,34-38,52-28,22-58,28.6%,4.7%,NA,0.1,0.9,2.1,3,5.1,7.5,9.9,NA,11.3,7.1,9.7,12.6,15.1,44.2,NA,0.2%,0.1%
12,Washington Wizards,34.1,45.9,.426,2.81,0.55,-4.76,2-5,32-41,51-29,20-60,7.9%,0.9%,NA,NA,0.1,0.2,0.6,1.2,2.4,3.4,NA,2.1,1.7,3.5,5.3,8.3,79.1,NA,0.1%,
13,Chicago Bulls,33.3,46.7,.416,0.44,0.69,-4.56,3-6,30-41,48-32,19-61,5.7%,1.1%,NA,NA,NA,0.2,0.3,0.9,1.6,2.7,NA,1.4,1.2,2.5,4.1,6.7,84.1,NA,,
