Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.7,19.3,.765,0.42,-1.41,10.10,34-10,29-9,71-11,54-28,100.0%,97.3%,57.8%,40.3%,63,1,0.40299999999999997,bos,Celtics
2,Philadelphia 76ers,55.8,26.2,.680,-1.05,-0.20,7.22,29-13,27-13,65-17,45-37,100.0%,2.7%,23.4%,12.7%,56,1,0.127,phi,76ers
3,Milwaukee Bucks,51.9,30.1,.633,-1.17,0.94,3.06,31-13,21-17,62-20,41-41,99.8%,67.9%,4.5%,1.3%,52,0.998,0.013000000000000001,mil,Bucks
4,Cleveland Cavaliers,50.1,31.9,.611,-0.23,-0.65,3.74,26-16,24-16,61-21,39-43,99.4%,30.1%,5.3%,1.9%,50,0.9940000000000001,0.019,cle,Cavaliers
5,New York Knicks,50.1,31.9,.611,-0.32,0.26,4.27,27-17,23-15,60-22,39-43,99.5%,,6.1%,2.1%,50,0.995,0.021,ny,Knicks
6,Indiana Pacers,44.4,37.6,.542,-0.30,0.04,1.43,24-20,20-18,55-27,33-49,87.2%,1.9%,1.3%,0.3%,44,0.872,0.003,ind,Pacers
7,Orlando Magic,44.6,37.4,.544,0.56,-1.69,0.84,23-21,22-16,55-27,34-48,87.7%,69.5%,1.1%,0.2%,45,0.877,0.002,orl,Magic
8,Miami Heat,42.0,40.0,.512,-0.97,0.23,-1.00,24-20,18-20,53-29,33-49,70.3%,30.4%,0.3%,0,42,0.703,0,mia,Heat
9,Chicago Bulls,38.2,43.8,.466,-0.22,-0.39,-1.66,21-24,17-20,48-34,28-54,29.6%,,0.1%,0,38,0.29600000000000004,0,chi,Bulls
10,Brooklyn Nets,34.8,47.2,.424,-0.18,0.10,-1.83,17-26,18-21,45-37,24-58,13.4%,,0.1%,0,35,0.134,0,bkn,Nets
11,Atlanta Hawks,34.2,47.8,.416,-0.09,0.05,-3.23,18-26,16-22,45-37,24-58,7.1%,0.1%,,0,34,0.071,0,atl,Hawks
12,Toronto Raptors,33.4,48.6,.408,0.08,-0.34,-1.94,16-28,17-21,44-38,23-59,6.1%,,,0,33,0.061,0,tor,Raptors
13,Charlotte Hornets,19.3,62.7,.236,-0.02,0.59,-11.04,10-32,9-31,30-52,12-70,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,17.4,64.6,.212,-0.14,0.47,-9.68,7-36,10-29,28-54,8-74,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,14.5,67.5,.177,0.19,0.25,-9.99,5-39,10-28,25-57,5-77,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,57.8,24.2,.705,-0.02,-0.53,8.32,31-13,27-11,68-14,47-35,100.0%,62.5%,39.3%,19.8%,58,1,0.198,okc,Thunder
2,Minnesota Timberwolves,56.1,25.9,.684,0.30,-0.56,6.01,31-13,25-13,66-16,45-37,100.0%,26.0%,19.5%,7.2%,56,1,0.07200000000000001,min,T-Wolves
3,Denver Nuggets,54.8,27.2,.668,0.23,-0.47,5.21,31-14,24-13,65-17,44-38,100.0%,11.5%,13.4%,5.0%,55,1,0.05,den,Nuggets
4,LA Clippers,53.4,28.6,.651,-0.08,-0.02,5.80,28-14,25-15,64-18,43-39,100.0%,97.3%,15.7%,5.8%,53,1,0.057999999999999996,lac,Clippers
5,New Orleans Pelicans,49.4,32.6,.603,-0.09,-0.04,4.87,26-18,23-15,60-22,38-44,98.7%,92.4%,9.0%,3.0%,49,0.987,0.03,no,Pelicans
6,Phoenix Suns,44.8,37.2,.546,-1.18,1.24,1.23,26-18,19-19,56-26,35-47,75.4%,1.5%,1.1%,0.1%,45,0.754,0.001,phx,Suns
7,Sacramento Kings,44.1,37.9,.538,0.28,0.69,0.89,24-18,20-20,55-27,33-49,70.1%,1.1%,0.8%,0.1%,44,0.701,0.001,sac,Kings
8,Dallas Mavericks,42.5,38.5,.525,-0.01,0.18,0.31,24-20,19-18,53-28,32-49,57.9%,5.9%,0.5%,0,42,0.579,0,dal,Mavericks
9,Golden State Warriors,39.5,40.5,.494,0.96,-0.70,0.52,19-22,20-19,51-29,29-51,31.7%,0.1%,0.3%,0,40,0.317,0,gs,Warriors
10,Houston Rockets,40.6,41.4,.495,0.57,-0.54,0.75,20-23,21-18,51-31,29-53,32.6%,1.7%,0.4%,0,41,0.326,0,hou,Rockets
11,Los Angeles Lakers,39.5,42.5,.482,0.49,0.39,-0.56,22-23,18-19,50-32,30-52,20.6%,,0.1%,0,40,0.20600000000000002,0,lal,Lakers
12,Utah Jazz,38.3,42.7,.473,0.50,0.44,-1.57,22-23,16-20,49-32,28-53,13.1%,,0.1%,0,38,0.131,0,uta,Jazz
13,Memphis Grizzlies,32.2,49.8,.392,0.50,-0.09,-4.63,17-27,15-23,43-39,22-60,0.1%,,,0,32,0.001,0,mem,Grizzlies
14,Portland Trail Blazers,23.5,58.5,.286,0.42,1.03,-8.60,13-31,10-28,33-49,15-67,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.2,63.8,.223,0.56,0.85,-8.78,8-36,10-28,29-53,10-72,0,,,0,18,0,0,sa,Spurs
