Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.5,25.5,.689,-0.32,0.03,5.87,37-15,19-11,65-17,46-36,100.0%,93.3%,37.1%,25.3%,56,1,0.253,bos
2,Milwaukee Bucks,51.3,30.7,.626,-0.20,0.37,2.11,35-17,16-14,60-22,40-42,99.9%,58.0%,9.0%,4.2%,51,0.9990000000000001,0.042,mil
3,Philadelphia 76ers,50.8,31.2,.620,-0.45,0.77,3.33,33-17,18-14,61-21,39-43,99.8%,6.2%,13.6%,7.2%,51,0.998,0.07200000000000001,phi
4,Cleveland Cavaliers,50.1,31.9,.611,0.18,-0.95,4.85,32-22,18-10,59-23,41-41,99.8%,42.1%,23.8%,14.6%,50,0.998,0.146,cle
5,Brooklyn Nets,48.1,33.9,.587,-0.12,0.34,2.02,31-20,17-14,58-24,38-44,98.4%,0.6%,6.4%,3.1%,48,0.9840000000000001,0.031,bkn
6,Miami Heat,43.6,38.4,.532,0.04,0.19,0.30,29-24,15-14,53-29,35-47,76.2%,67.0%,2.0%,0.6%,44,0.762,0.006,mia
7,New York Knicks,43.4,38.6,.529,-0.10,0.45,1.62,28-25,15-14,53-29,33-49,76.0%,,4.1%,1.7%,43,0.76,0.017,ny
8,Atlanta Hawks,40.7,41.3,.497,-0.20,0.32,-0.20,26-26,15-15,51-31,31-51,42.7%,17.5%,0.9%,0.3%,41,0.42700000000000005,0.003,atl
9,Washington Wizards,39.9,41.1,.493,0.17,0.01,0.13,24-26,16-15,50-31,30-51,39.8%,15.5%,1.1%,0.3%,40,0.39799999999999996,0.003,wsh
10,Chicago Bulls,40.2,41.8,.491,0.31,-0.30,0.50,24-27,16-15,51-31,30-52,39.0%,,1.2%,0.4%,40,0.39,0.004,chi
11,Toronto Raptors,38.5,43.5,.469,0.40,-0.52,0.83,23-30,15-14,48-34,29-53,19.8%,,0.8%,0.3%,38,0.198,0.003,tor
12,Indiana Pacers,37.2,44.8,.453,0.29,-0.04,-1.74,24-29,13-16,48-34,28-54,8.5%,,0.1%,0,37,0.085,0,ind
13,Orlando Magic,32.6,49.4,.397,0.35,-0.13,-3.08,20-32,13-17,42-40,24-58,0.2%,,,0,33,0.002,0,orl
14,Detroit Pistons,22.7,58.3,.281,0.74,-0.34,-6.68,13-39,10-19,33-48,14-67,0,,,0,23,0,0,det
15,Charlotte Hornets,25.4,56.6,.310,0.61,-0.19,-6.00,15-38,10-19,36-46,17-65,0,,,0,25,0,0,cha
1,Denver Nuggets,54.2,27.8,.661,-0.22,-0.28,3.96,36-16,18-12,65-17,44-38,100.0%,99.9%,30.2%,15.0%,54,1,0.15,den
2,Memphis Grizzlies,50.2,31.8,.612,-0.21,-0.42,3.52,32-20,18-12,61-21,41-41,99.9%,95.5%,23.9%,11.3%,50,0.9990000000000001,0.113,mem
3,Sacramento Kings,47.0,35.0,.573,-0.53,0.05,2.62,29-21,18-14,56-26,37-45,97.5%,81.3%,15.3%,6.2%,47,0.975,0.062,sac
4,Dallas Mavericks,43.1,38.9,.525,0.02,-0.47,0.49,28-25,15-14,54-28,32-50,74.6%,3.6%,4.8%,1.4%,43,0.746,0.013999999999999999,dal
5,Phoenix Suns,41.8,40.2,.509,-0.04,0.23,0.79,27-26,15-14,52-30,31-51,60.2%,8.8%,4.1%,1.1%,42,0.602,0.011000000000000001,phx
6,Utah Jazz,42.4,39.6,.518,-0.05,-0.13,1.17,27-26,15-14,51-31,32-50,70.3%,0.1%,5.6%,1.8%,42,0.703,0.018000000000000002,uta
7,LA Clippers,41.5,40.5,.506,-0.72,1.11,-0.63,29-26,12-15,50-32,33-49,49.1%,4.9%,1.7%,0.4%,42,0.491,0.004,lac
8,New Orleans Pelicans,41.7,40.3,.509,-0.07,-0.37,1.11,26-27,16-13,51-31,30-52,58.2%,0.9%,4.4%,1.6%,42,0.5820000000000001,0.016,no
9,Golden State Warriors,40.9,41.1,.499,0.00,-0.08,-0.35,26-26,15-15,50-32,31-51,43.8%,4.5%,1.7%,0.4%,41,0.43799999999999994,0.004,gs
10,Oklahoma City Thunder,41.0,41.0,.500,0.34,-0.70,1.18,24-27,17-14,51-31,31-51,46.9%,,3.8%,1.3%,41,0.469,0.013000000000000001,okc
11,Minnesota Timberwolves,41.1,40.9,.501,-0.38,0.51,-0.23,28-26,13-15,50-32,32-50,45.8%,,2.0%,0.5%,41,0.45799999999999996,0.005,min
12,Portland Trail Blazers,40.6,41.4,.495,-0.26,0.26,0.31,25-26,16-15,50-32,30-52,40.7%,,2.2%,0.7%,41,0.40700000000000003,0.006999999999999999,por
13,Los Angeles Lakers,38.5,43.5,.469,-0.09,0.18,-1.28,25-28,13-16,48-34,29-53,13.0%,0.5%,0.3%,0.1%,38,0.13,0.001,lal
14,Houston Rockets,22.5,59.5,.274,0.12,0.44,-7.11,13-38,9-22,33-49,14-68,0,,,0,22,0,0,hou
15,San Antonio Spurs,21.4,60.6,.261,0.40,0.11,-9.33,14-38,7-23,32-50,14-68,0,,,0,21,0,0,sa
