Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,58.7,23.3,.716,-0.11,2.17,3.99,57-22,2-1,60-22,57-25,100.0%,100.0%,15.6%,9.3%,59,1,0.09300000000000001,mil
2,Boston Celtics,56.1,25.9,.684,-0.17,1.09,6.24,54-25,2-1,57-25,54-28,100.0%,99.5%,34.1%,24.9%,56,1,0.249,bos
3,Philadelphia 76ers,53.8,28.2,.656,0.07,0.23,4.48,52-27,2-1,55-27,52-30,100.0%,0.5%,16.3%,10.1%,54,1,0.10099999999999999,phi
4,Cleveland Cavaliers,51.5,30.5,.628,-0.04,-3.98,5.32,50-30,1-1,52-30,50-32,100.0%,,21.5%,14.2%,52,1,0.142,cle
5,New York Knicks,47.8,34.2,.583,0.12,-1.40,3.21,46-33,2-1,49-33,46-36,100.0%,,7.2%,3.9%,48,1,0.039,ny
6,Brooklyn Nets,44.8,37.2,.546,0.26,-1.67,1.11,43-36,2-1,46-36,43-39,94.9%,,1.9%,0.7%,45,0.9490000000000001,0.006999999999999999,bkn
7,Miami Heat,43.4,38.6,.529,0.21,0.61,-0.56,42-37,1-2,45-37,42-40,76.9%,98.8%,0.6%,0.2%,43,0.769,0.002,mia
8,Atlanta Hawks,41.3,40.7,.504,-0.07,3.32,0.15,40-39,1-2,43-39,40-42,58.0%,1.2%,0.9%,0.3%,41,0.58,0.003,atl
9,Toronto Raptors,41.1,40.9,.501,-0.07,5.49,1.56,40-39,1-2,43-39,40-42,42.0%,,1.3%,0.5%,41,0.42,0.005,tor
10,Chicago Bulls,39.7,42.3,.484,0.14,-1.15,1.33,38-41,2-1,41-41,38-44,28.2%,,0.8%,0.4%,40,0.282,0.004,chi
11,Washington Wizards,35.7,46.3,.436,0.27,-2.75,-0.77,34-45,2-1,37-45,34-48,0,,,0,36,0,0,wsh
12,Indiana Pacers,35.4,46.6,.431,0.33,-0.40,-2.83,34-45,1-2,37-45,34-48,0,,,0,35,0,0,ind
13,Orlando Magic,35.1,46.9,.428,0.10,1.95,-1.88,34-45,1-2,37-45,34-48,0,,,0,35,0,0,orl
14,Charlotte Hornets,26.8,55.2,.327,0.42,-1.26,-6.08,26-54,1-1,28-54,26-56,0,,,0,27,0,0,cha
15,Detroit Pistons,16.8,65.2,.205,0.53,-0.13,-7.62,16-63,1-2,19-63,16-66,0,,,0,17,0,0,det
1,Denver Nuggets,53.6,28.4,.654,-0.36,1.42,3.02,52-27,2-1,55-27,52-30,100.0%,100.0%,22.8%,8.8%,54,1,0.08800000000000001,den
2,Memphis Grizzlies,51.5,30.5,.628,-0.45,2.01,3.63,50-29,1-2,53-29,50-32,100.0%,100.0%,24.4%,10.5%,52,1,0.105,mem
3,Sacramento Kings,49.6,32.4,.605,-0.45,1.31,2.81,48-31,2-1,51-31,48-34,100.0%,100.0%,16.8%,6.2%,50,1,0.062,sac
4,Phoenix Suns,45.7,36.3,.557,-0.07,1.08,2.28,44-35,2-1,47-35,44-38,100.0%,,15.5%,5.1%,46,1,0.051,phx
5,LA Clippers,42.6,39.4,.519,-0.20,-0.23,0.03,41-38,2-1,44-38,41-41,83.5%,,3.6%,0.8%,43,0.835,0.008,lac
6,Golden State Warriors,43.0,39.0,.524,-0.12,-0.18,0.75,42-38,1-1,44-38,42-40,90.6%,,5.2%,1.3%,43,0.9059999999999999,0.013000000000000001,gs
7,Los Angeles Lakers,42.5,39.5,.519,-0.17,0.49,0.20,41-38,2-1,44-38,41-41,83.3%,,3.5%,0.8%,42,0.833,0.008,lal
8,New Orleans Pelicans,41.5,40.5,.506,-0.36,2.14,1.47,40-39,1-2,43-39,40-42,64.3%,,5.3%,1.5%,42,0.643,0.015,no
9,Minnesota Timberwolves,41.2,40.8,.503,-0.08,-4.35,-0.43,40-40,1-1,42-40,40-42,52.5%,,1.7%,0.3%,41,0.525,0.003,min
10,Oklahoma City Thunder,39.0,43.0,.475,-0.16,1.40,0.56,38-42,1-1,40-42,38-44,18.0%,,1.0%,0.2%,39,0.18,0.002,okc
11,Dallas Mavericks,38.8,43.2,.473,-0.17,-2.01,0.16,37-42,2-1,40-42,37-45,7.7%,,0.3%,0,39,0.077,0,dal
12,Utah Jazz,37.4,44.6,.456,-0.15,1.26,-0.84,36-43,1-2,39-43,36-46,0.2%,,,0,37,0.002,0,uta
13,Portland Trail Blazers,34.5,47.5,.420,0.12,-3.13,-3.18,33-46,1-2,36-46,33-49,0,,,0,34,0,0,por
14,San Antonio Spurs,20.8,61.2,.253,0.29,-1.15,-10.17,20-59,1-2,23-59,20-62,0,,,0,21,0,0,sa
15,Houston Rockets,20.6,61.4,.252,0.31,-3.43,-7.84,20-60,1-1,22-60,20-62,0,,,0,21,0,0,hou
