Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.6,19.4,.763,0.02,-1.34,9.42,41-12,22-7,69-13,53-29,100.0%,100.0%,59.2%,42.2%,63,1,0.42200000000000004,bos,Celtics
2,Cleveland Cavaliers,54.0,28.0,.658,-0.59,-0.37,5.15,35-17,19-11,62-20,44-38,100.0%,84.6%,15.4%,7.0%,54,1,0.07,cle,Cavaliers
3,Milwaukee Bucks,50.6,31.4,.617,-0.68,0.74,3.16,35-19,16-12,60-22,41-41,99.8%,15.2%,5.7%,2.0%,51,0.998,0.02,mil,Bucks
4,New York Knicks,49.9,32.1,.609,-0.49,0.49,4.47,33-21,17-11,58-24,40-42,99.6%,,9.8%,4.0%,50,0.996,0.04,ny,Knicks
5,Philadelphia 76ers,48.9,33.1,.596,-0.89,0.24,3.67,32-21,17-12,58-24,40-42,99.1%,,6.4%,2.4%,49,0.991,0.024,phi,76ers
6,Orlando Magic,45.5,36.5,.555,0.07,-1.37,0.90,29-24,16-13,54-28,35-47,92.0%,79.3%,1.4%,0.2%,46,0.92,0.002,orl,Magic
7,Indiana Pacers,44.2,37.8,.539,-0.29,0.13,1.13,30-25,14-13,52-30,34-48,85.8%,0.3%,1.5%,0.4%,44,0.858,0.004,ind,Pacers
8,Miami Heat,42.0,40.0,.513,-0.47,-0.42,-0.85,28-25,14-15,51-31,32-50,68.9%,20.2%,0.4%,0.1%,42,0.6890000000000001,0.001,mia,Heat
9,Chicago Bulls,38.2,43.8,.465,-0.78,0.66,-1.89,26-28,12-16,47-35,29-53,25.6%,,0.1%,0,38,0.256,0,chi,Bulls
10,Atlanta Hawks,37.0,45.0,.451,0.17,-0.72,-2.02,24-30,13-15,47-35,28-54,17.2%,0.5%,,0,37,0.172,0,atl,Hawks
11,Brooklyn Nets,35.3,46.7,.430,0.11,-0.48,-1.14,21-31,14-16,45-37,26-56,11.8%,,0.1%,0,35,0.11800000000000001,0,bkn,Nets
12,Toronto Raptors,30.4,51.6,.371,0.03,-0.31,-3.90,19-35,11-17,41-41,19-63,0.4%,,,0,30,0.004,0,tor,Raptors
13,Charlotte Hornets,18.0,64.0,.219,-0.01,0.66,-11.39,12-41,6-23,27-55,12-70,0,,,0,18,0,0,cha,Hornets
14,Washington Wizards,16.8,65.2,.205,-0.02,0.30,-9.15,9-44,8-21,26-56,10-72,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,16.2,65.8,.198,0.17,0.06,-8.74,8-44,8-22,25-57,9-73,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.2,24.8,.697,0.24,-0.81,6.84,37-16,20-9,66-16,48-34,100.0%,61.9%,29.3%,13.9%,57,1,0.139,min,T-Wolves
2,Oklahoma City Thunder,55.9,26.1,.682,0.07,-0.53,7.12,36-17,20-9,64-18,45-37,100.0%,32.9%,32.0%,15.5%,56,1,0.155,okc,Thunder
3,LA Clippers,53.9,28.1,.658,-0.16,0.26,5.42,35-17,19-11,62-20,44-38,100.0%,98.4%,16.4%,6.3%,54,1,0.063,lac,Clippers
4,Denver Nuggets,53.2,28.8,.649,0.34,-0.62,3.60,36-18,17-11,62-20,44-38,99.9%,5.2%,7.9%,2.3%,53,0.9990000000000001,0.023,den,Nuggets
5,New Orleans Pelicans,49.2,32.8,.600,0.01,-0.05,4.20,32-22,17-11,58-24,39-43,96.6%,81.7%,8.0%,2.6%,49,0.966,0.026000000000000002,no,Pelicans
6,Dallas Mavericks,45.9,36.1,.560,0.26,-0.25,1.27,31-23,15-13,55-27,37-45,73.5%,18.0%,1.5%,0.3%,46,0.735,0.003,dal,Mavericks
7,Sacramento Kings,45.4,36.6,.553,0.38,0.71,0.89,30-22,15-15,55-27,36-46,68.7%,0.8%,1.0%,0.1%,45,0.687,0.001,sac,Kings
8,Phoenix Suns,45.5,36.5,.555,-1.06,1.87,1.92,31-22,14-15,56-26,37-45,70.1%,0.6%,1.6%,0.3%,46,0.701,0.003,phx,Suns
9,Golden State Warriors,44.2,37.8,.539,0.79,-1.10,2.44,26-25,18-13,53-29,34-48,54.8%,0.2%,2.0%,0.5%,44,0.5479999999999999,0.005,gs,Warriors
10,Los Angeles Lakers,41.8,40.2,.510,0.57,0.25,-0.12,28-26,14-14,51-31,33-49,24.5%,0.1%,0.2%,0,42,0.245,0,lal,Lakers
11,Houston Rockets,39.4,42.6,.481,0.26,-0.38,1.02,24-29,15-14,51-31,31-51,9.9%,0.3%,0.1%,0,39,0.099,0,hou,Rockets
12,Utah Jazz,38.0,44.0,.464,0.35,0.88,-2.07,26-28,12-16,47-35,29-53,2.2%,,,0,38,0.022000000000000002,0,uta,Jazz
13,Memphis Grizzlies,28.7,53.3,.350,0.78,-0.58,-5.57,18-36,11-17,37-45,20-62,0,,,0,29,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.6,58.4,.288,0.51,1.00,-7.72,15-37,9-21,33-49,15-67,0,,,0,24,0,0,por,Blazers
15,San Antonio Spurs,18.4,63.6,.224,0.35,1.34,-8.01,11-43,7-21,26-56,12-70,0,,,0,18,0,0,sa,Spurs
