Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,64.1,17.9,.782,-0.42,-1.92,10.95,57-16,7-2,66-16,59-23,100.0%,100.0%,75.1%,59.0%,64,1,0.59,bos,Celtics
2,Milwaukee Bucks,51.3,30.7,.625,-0.25,0.27,3.19,46-27,5-4,55-27,46-36,100.0%,78.0%,5.8%,2.2%,51,1,0.022000000000000002,mil,Bucks
3,Cleveland Cavaliers,49.2,32.8,.601,-0.44,-0.62,2.84,44-29,5-4,53-29,44-38,99.8%,21.9%,4.0%,1.3%,49,0.998,0.013000000000000001,cle,Cavaliers
4,New York Knicks,50.0,32.0,.609,-0.33,0.81,4.53,44-28,6-4,54-28,45-37,100.0%,,9.0%,3.8%,50,1,0.038,ny,Knicks
5,Orlando Magic,47.6,34.4,.580,-0.48,-0.75,1.47,42-30,6-4,52-30,42-40,98.8%,88.6%,1.7%,0.4%,48,0.988,0.004,orl,Magic
6,Indiana Pacers,45.6,36.4,.556,-0.19,-0.19,1.79,41-33,5-3,49-33,41-41,92.8%,0.1%,2.2%,0.6%,46,0.9279999999999999,0.006,ind,Pacers
7,Miami Heat,44.6,37.4,.544,-0.42,-1.74,-0.02,39-33,6-4,49-33,39-43,82.1%,11.4%,0.6%,0.1%,45,0.821,0.001,mia,Heat
8,Philadelphia 76ers,44.4,37.6,.542,-0.28,-2.06,1.80,39-34,5-4,48-34,39-43,83.6%,,1.6%,0.4%,44,0.836,0.004,phi,76ers
9,Chicago Bulls,39.0,43.0,.475,-0.35,-0.07,-1.74,35-38,4-5,44-38,35-47,20.8%,,,0,39,0.20800000000000002,0,chi,Bulls
10,Atlanta Hawks,38.1,43.9,.465,-0.22,-0.27,-1.48,34-39,4-5,43-39,34-48,22.1%,,,0,38,0.221,0,atl,Hawks
11,Brooklyn Nets,32.1,49.9,.392,-0.08,-0.43,-2.58,28-45,4-5,37-45,28-54,0,,,0,32,0,0,bkn,Nets
12,Toronto Raptors,26.0,56.0,.318,-0.08,0.24,-5.61,23-50,3-6,31-51,23-59,0,,,0,26,0,0,tor,Raptors
13,Charlotte Hornets,19.8,62.2,.242,-0.27,3.25,-10.70,18-54,2-8,26-56,18-64,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,16.6,65.4,.202,0.07,-0.21,-9.59,14-59,3-6,22-60,14-68,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,14.9,67.1,.182,0.47,-3.40,-8.68,12-61,3-6,20-62,12-70,0,,,0,15,0,0,det,Pistons
1,Minnesota Timberwolves,56.8,25.2,.693,-0.07,-0.13,6.67,50-22,7-3,60-22,51-31,100.0%,39.6%,28.4%,10.3%,57,1,0.10300000000000001,min,T-Wolves
2,Oklahoma City Thunder,56.5,25.5,.689,-0.21,1.11,7.01,50-22,7-3,60-22,51-31,100.0%,31.2%,30.7%,11.6%,56,1,0.11599999999999999,okc,Thunder
3,Denver Nuggets,56.8,25.2,.693,0.06,-0.57,4.73,51-22,6-3,60-22,52-30,100.0%,29.2%,14.2%,4.0%,57,1,0.04,den,Nuggets
4,LA Clippers,51.1,30.9,.623,0.15,-0.11,3.62,45-27,6-4,55-27,46-36,99.5%,95.8%,5.8%,1.2%,51,0.995,0.012,lac,Clippers
5,New Orleans Pelicans,50.5,31.5,.616,-0.10,0.85,5.10,45-28,6-3,54-28,46-36,99.3%,79.1%,13.3%,3.8%,50,0.993,0.038,no,Pelicans
6,Dallas Mavericks,48.6,33.4,.593,0.16,-0.40,2.36,43-29,6-4,53-29,44-38,91.3%,20.9%,2.8%,0.4%,49,0.9129999999999999,0.004,dal,Mavericks
7,Sacramento Kings,46.9,35.1,.572,0.34,2.21,1.38,42-30,5-5,52-30,42-40,71.0%,2.5%,1.1%,0.2%,47,0.71,0.002,sac,Kings
8,Phoenix Suns,46.9,35.1,.572,-0.55,4.67,2.42,43-30,4-5,52-30,43-39,65.6%,1.2%,2.1%,0.4%,47,0.6559999999999999,0.004,phx,Suns
9,Los Angeles Lakers,45.8,36.2,.558,0.60,-0.60,0.88,41-32,5-4,50-32,41-41,40.8%,0.6%,0.7%,0.1%,46,0.408,0.001,lal,Lakers
10,Golden State Warriors,44.1,37.9,.537,0.44,-1.98,2.32,38-34,6-4,48-34,39-43,26.5%,,0.9%,0.2%,44,0.265,0.002,gs,Warriors
11,Houston Rockets,42.4,39.6,.517,0.05,0.37,1.94,37-35,5-5,47-35,37-45,6.0%,,0.2%,0,42,0.06,0,hou,Rockets
12,Utah Jazz,31.8,50.2,.387,0.41,2.74,-3.80,29-44,3-6,37-45,29-53,0,,,0,32,0,0,uta,Jazz
13,Memphis Grizzlies,27.3,54.7,.333,0.62,-1.01,-6.35,24-49,3-6,33-49,24-58,0,,,0,27,0,0,mem,Grizzlies
14,Portland Trail Blazers,21.6,60.4,.263,0.76,0.32,-7.53,19-54,3-6,26-56,19-63,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,19.6,62.4,.239,0.60,1.69,-6.63,17-56,3-6,25-57,17-65,0,,,0,20,0,0,sa,Spurs
