Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Milwaukee Bucks,57.8,24.2,.705,-0.13,0.71,4.17,53-21,5-3,61-21,53-29,100.0%,99.9%,73.3,26.1,0.5,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.4%,10.5%
2,Boston Celtics,56.3,25.7,.687,-0.14,-0.07,5.73,51-23,5-3,59-23,52-30,100.0%,95.7%,25.9,69.7,3.7,0.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.1%,20.3%
3,Philadelphia 76ers,53.6,28.4,.654,-0.17,1.95,4.55,49-25,5-3,57-25,49-33,100.0%,4.3%,0.8,4.1,82.8,12.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,17.7%,11.2%
4,Cleveland Cavaliers,52.1,29.9,.635,0.06,-2.67,5.57,47-28,5-2,54-28,47-35,100.0%,0.1%,NA,0.2,13,86.8,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.7%,17.1%
5,New York Knicks,46.3,35.7,.564,0.17,-1.10,2.71,42-33,4-3,49-33,42-40,99.1%,,NA,NA,NA,0.1,76.7,18.8,2.4,1.2,NA,95.6,4.4,0.1,NA,NA,,NA,5.3%,2.5%
6,Brooklyn Nets,45.0,37.0,.548,0.41,-2.11,1.19,40-34,5-3,48-34,41-41,94.0%,,NA,NA,NA,NA,18.3,55.6,13.7,6.3,NA,74.0,24.6,1.3,0.1,NA,,NA,2.5%,1.0%
7,Miami Heat,43.3,38.7,.528,0.24,-0.30,-0.54,40-35,3-4,47-35,40-42,78.7%,96.2%,NA,NA,NA,NA,4.8,24.8,31.9,17.2,NA,29.6,64.2,4.6,1.2,0.4,,NA,0.8%,0.2%
8,Atlanta Hawks,40.5,41.5,.494,-0.25,2.71,-0.03,37-37,3-5,45-37,37-45,44.9%,3.8%,NA,NA,NA,NA,NA,0.7,21.3,22.9,NA,0.7,3.6,40,31.1,22.5,2.2,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.9,42.1,.486,0.18,-0.59,1.19,35-38,5-4,44-38,35-47,41.4%,,NA,NA,NA,NA,NA,0.2,16.3,24.9,NA,0.2,1.9,28.6,27.5,35.3,6.5,NA,0.9%,0.3%
10,Toronto Raptors,39.9,42.1,.487,0.05,0.92,1.01,36-38,4-4,44-38,36-46,38.8%,,NA,NA,NA,NA,NA,NA,14.2,24.6,NA,,1.3,25,37.5,30.2,5.9,NA,1.1%,0.4%
11,Washington Wizards,36.8,45.2,.449,0.12,0.33,-0.74,33-41,4-4,41-41,33-49,2.4%,,NA,NA,NA,NA,NA,NA,0.2,2.2,NA,,NA,0.3,1.8,7.6,90.3,NA,,
