Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.0,18.0,.780,-0.60,,10.75,64-18,0-0,64-18,64-18,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,100.0%,100.0%
2,New York Knicks,50.0,32.0,.610,-0.23,,4.36,50-32,0-0,50-32,50-32,100.0%,,NA,100,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
3,Milwaukee Bucks,49.0,33.0,.598,-0.18,,2.44,49-33,0-0,49-33,49-33,100.0%,100.0%,NA,NA,100,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
4,Cleveland Cavaliers,48.0,34.0,.585,-0.44,,1.98,48-34,0-0,48-34,48-34,100.0%,,NA,NA,NA,100,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
5,Orlando Magic,47.0,35.0,.573,-0.55,,1.48,47-35,0-0,47-35,47-35,100.0%,100.0%,NA,NA,NA,NA,100,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
6,Indiana Pacers,47.0,35.0,.573,-0.30,,2.75,47-35,0-0,47-35,47-35,100.0%,,NA,NA,NA,NA,NA,100,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
7,Philadelphia 76ers,47.0,35.0,.573,-0.54,,2.51,47-35,0-0,47-35,47-35,100.0%,,NA,NA,NA,NA,NA,NA,100,NA,NA,,100,NA,NA,NA,,NA,,
8,Miami Heat,46.0,36.0,.561,-0.66,,1.10,46-36,0-0,46-36,46-36,100.0%,,NA,NA,NA,NA,NA,NA,NA,100,NA,,NA,100,NA,NA,,NA,,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.0,43.0,.476,-0.33,,-1.77,39-43,0-0,39-43,39-43,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,100,NA,,NA,,
10,Atlanta Hawks,36.0,46.0,.439,-0.19,,-2.38,36-46,0-0,36-46,36-46,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,100,,NA,,
11,Brooklyn Nets,32.0,50.0,.390,-0.13,,-3.02,32-50,0-0,32-50,32-50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
12,Toronto Raptors,25.0,57.0,.305,-0.01,,-6.45,25-57,0-0,25-57,25-57,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Charlotte Hornets,21.0,61.0,.256,0.13,,-10.12,21-61,0-0,21-61,21-61,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,15.0,67.0,.183,0.00,,-9.29,15-67,0-0,15-67,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.0,68.0,.171,0.05,,-9.06,14-68,0-0,14-68,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.0,25.0,.695,-0.05,,7.36,57-25,0-0,57-25,57-25,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
2,Denver Nuggets,57.0,25.0,.695,-0.03,,5.23,57-25,0-0,57-25,57-25,100.0%,,NA,100,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,,
