Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,59.4,22.6,.724,1.54,-0.67,9.95,17-5,42-18,73-9,46-36,100.0%,73.5%,71.7,23.3,3.9,0.9,0.1,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,42.3%,30.9%
2,Philadelphia 76ers,56.7,25.3,.691,0.48,-0.70,9.30,15-7,42-18,69-13,43-39,99.9%,26.4%,25.6,55.1,13.4,4.3,1,0.5,0.1,NA,NA,99.8,0.2,NA,NA,NA,,NA,34.8%,24.6%
3,Orlando Magic,50.7,31.3,.618,-0.94,-0.07,4.19,16-7,35-24,64-18,37-45,97.6%,91.6%,2.1,12.6,36.3,22.1,12,7.2,3.3,2,NA,92.3,3.8,2.3,1.3,0.3,0.1,NA,6.9%,3.4%
4,Milwaukee Bucks,48.5,33.5,.592,-0.67,0.33,2.77,16-7,33-26,63-19,35-47,92.9%,54.4%,0.4,4.5,19.2,22.3,18.4,14.3,8.7,5.2,NA,79.0,9.9,6.1,3.5,1.2,0.3,NA,3.6%,1.4%
5,Indiana Pacers,46.6,35.4,.568,-0.82,0.32,2.89,13-8,34-27,60-22,32-50,84.9%,33.6%,0.2,2.2,9.5,15.4,17.2,16.6,14,9.9,NA,61.1,15.3,11.2,7.4,3.9,1.3,NA,3.3%,1.3%
6,New York Knicks,46.4,35.6,.565,-0.26,0.54,3.15,13-9,33-27,60-22,32-50,84.5%,0.1%,NA,1,7.2,12.7,18,17.9,15.9,11.7,NA,56.8,16.8,13.3,8.3,3.8,1.0,NA,3.5%,1.5%
7,Brooklyn Nets,46.0,36.0,.561,0.27,-0.03,3.27,12-10,34-26,60-22,31-51,81.9%,,NA,0.7,6,12.1,16,17.9,16.5,12.6,NA,52.7,17,14.1,9.7,5,1.4,NA,3.5%,1.5%
8,Cleveland Cavaliers,44.2,37.8,.539,1.29,-0.49,1.21,13-11,31-27,58-24,30-52,67.1%,11.9%,NA,0.5,3.1,5.9,9.8,13.3,17.4,17.1,NA,32.6,16.7,20.1,17.1,9.8,3.7,NA,1.2%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Miami Heat,42.8,39.2,.522,-0.72,0.15,0.20,13-10,30-29,57-25,30-52,50.4%,6.5%,NA,0.2,1.3,3.4,5.6,8.4,14.7,16.9,NA,18.8,13.2,19.2,24.5,16.9,7.5,NA,0.6%,0.2%
10,Atlanta Hawks,40.0,42.0,.488,1.16,-0.14,0.61,9-13,31-29,56-26,27-55,29.9%,1.9%,NA,0.1,0.2,0.9,1.6,3.1,7.3,16.7,NA,5.9,5.6,10.4,18.3,32.9,26.9,NA,0.4%,0.1%
11,Toronto Raptors,37.0,45.0,.452,0.76,0.01,-1.15,9-14,28-31,52-30,24-58,9.8%,,NA,NA,NA,0.1,0.1,0.7,2,6.9,NA,0.9,1.6,3.2,8.5,21,64.9,NA,0.1%,
12,Chicago Bulls,32.8,49.2,.400,0.43,-0.13,-3.82,9-16,24-33,48-34,17-65,1.1%,,NA,NA,NA,NA,NA,NA,0.2,0.9,NA,,0.1,0.2,1.4,5,93.3,NA,,
13,Charlotte Hornets,27.5,54.5,.336,0.23,0.53,-7.39,7-14,21-40,41-41,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.1,0.3,99.7,NA,,
14,Washington Wizards,21.3,60.7,.259,1.21,0.30,-9.47,3-19,18-42,33-49,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,18.6,63.4,.227,0.09,0.63,-10.04,2-21,17-42,34-48,7-75,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,54.3,27.7,.662,-1.10,-0.25,5.72,17-5,37-23,68-14,39-43,99.7%,49.4%,46.6,28.2,13.3,6.1,3.3,1.4,0.5,0.3,NA,98.9,0.5,0.4,0.1,0.1,,NA,23.7%,9.1%
