Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Orlando Magic,46.8,33.2,.585,-0.58,-1.83,10.09,2-1,45-32,64-16,30-50,98.4%,85.2%,30.6%,12.2%,47,0.9840000000000001,0.122,orl
2,Philadelphia 76ers,44.6,35.4,.557,-4.99,-1.32,6.35,2-1,43-34,60-20,27-53,94.8%,53.8%,20.9%,7.5%,45,0.948,0.075,phi
3,Boston Celtics,42.3,37.7,.529,-9.59,-0.74,0.75,3-0,39-38,58-22,27-53,86.4%,28.9%,10.2%,2.7%,42,0.8640000000000001,0.027000000000000003,bos
4,Indiana Pacers,40.7,39.3,.508,-9.87,-0.85,-0.54,2-1,39-38,57-23,25-55,76.6%,42.5%,8.2%,2.2%,41,0.7659999999999999,0.022000000000000002,ind
5,Atlanta Hawks,40.0,40.0,.500,-5.68,-0.89,-0.93,2-2,38-38,56-24,26-54,71.6%,12.2%,6.7%,1.6%,40,0.716,0.016,atl
6,Brooklyn Nets,38.8,41.2,.485,-4.26,-0.67,-2.26,1-2,38-39,54-26,22-58,61.7%,8.8%,5.6%,1.4%,39,0.617,0.013999999999999999,bkn
7,Milwaukee Bucks,38.4,41.6,.480,-1.95,-0.75,-4.62,2-1,36-41,54-26,24-56,56.9%,21.2%,3.5%,0.9%,38,0.569,0.009000000000000001,mil
8,New York Knicks,38.4,41.6,.480,-0.89,-0.78,-3.22,1-2,37-40,53-27,23-57,57.2%,7.2%,4.5%,1.0%,38,0.5720000000000001,0.01,ny
9,Detroit Pistons,38.2,41.8,.477,-7.33,-0.78,-3.58,2-2,36-40,54-26,22-58,55.1%,19.5%,3.8%,0.7%,38,0.551,0.006999999999999999,det
10,Cleveland Cavaliers,37.1,42.9,.464,-0.96,-0.88,-5.63,1-2,36-41,54-26,21-59,45.2%,13.3%,2.6%,0.4%,37,0.452,0.004,cle
11,Charlotte Hornets,35.4,44.6,.443,-2.26,-0.58,-8.26,1-2,34-43,54-26,20-60,29.5%,1.9%,1.3%,0.2%,35,0.295,0.002,cha
12,Toronto Raptors,35.0,45.0,.437,-3.42,-0.63,-6.67,1-3,34-42,53-27,19-61,27.0%,1.5%,1.1%,0.1%,35,0.27,0.001,tor
13,Chicago Bulls,34.1,45.9,.427,-2.72,-0.57,-9.72,2-2,32-44,49-31,19-61,19.5%,3.6%,0.6%,0.1%,34,0.195,0.001,chi
14,Washington Wizards,32.4,47.6,.405,-2.60,-0.42,-14.27,1-2,31-46,50-30,16-64,10.7%,0.4%,0.2%,0,32,0.107,0,wsh
15,Miami Heat,32.1,47.9,.401,-3.52,-0.43,-11.27,1-3,31-45,50-30,14-66,9.5%,0.3%,0.2%,0,32,0.095,0,mia
1,Denver Nuggets,52.3,27.7,.654,2.34,-0.09,16.59,4-0,48-28,67-13,36-44,99.5%,94.9%,23.0%,16.9%,52,0.995,0.16899999999999998,den
2,Golden State Warriors,50.6,29.4,.632,5.04,0.63,15.79,3-1,48-28,65-15,34-46,98.5%,35.1%,20.8%,14.9%,51,0.985,0.149,gs
3,Phoenix Suns,49.6,30.4,.620,11.08,-0.08,18.08,2-1,48-29,64-16,34-46,97.5%,27.0%,17.5%,12.1%,50,0.975,0.121,phx
4,Los Angeles Lakers,48.1,31.9,.602,15.04,-0.19,12.79,2-2,46-30,64-16,32-48,95.1%,15.9%,12.6%,8.7%,48,0.951,0.087,lal
5,Sacramento Kings,47.9,32.1,.599,11.08,0.56,15.41,2-1,46-31,63-17,33-47,94.3%,14.2%,12.6%,8.4%,48,0.943,0.084,sac
6,LA Clippers,46.3,33.7,.579,-4.14,0.83,12.52,2-1,44-33,64-16,30-50,89.1%,7.9%,7.9%,5.0%,46,0.8909999999999999,0.05,lac
7,Utah Jazz,41.9,38.1,.524,15.65,-0.03,4.65,1-3,41-35,57-23,25-55,59.8%,3.2%,2.7%,1.5%,42,0.598,0.015,uta
8,Dallas Mavericks,41.7,38.3,.522,-7.89,0.75,1.11,3-0,39-38,58-22,24-56,58.6%,64.4%,1.3%,0.7%,42,0.586,0.006999999999999999,dal
9,Oklahoma City Thunder,40.4,39.6,.505,-0.59,1.02,-0.09,3-1,37-39,56-24,23-57,43.3%,1.6%,1.0%,0.4%,40,0.433,0.004,okc
10,New Orleans Pelicans,38.9,41.1,.486,1.52,0.59,-2.48,2-1,37-40,56-24,22-58,32.4%,29.2%,0.5%,0.2%,39,0.324,0.002,no
11,Portland Trail Blazers,36.2,43.8,.453,5.57,0.83,-3.68,1-3,35-41,53-27,20-60,14.3%,0.2%,0.2%,0.1%,36,0.14300000000000002,0.001,por
12,Minnesota Timberwolves,35.2,44.9,.439,-6.29,1.66,-6.62,1-2,34-43,50-30,20-60,9.4%,0.2%,0.1%,0.1%,35,0.094,0.001,min
13,Houston Rockets,32.4,47.6,.406,4.16,1.00,-10.84,0-3,32-45,49-31,17-63,3.1%,2.6%,,0,32,0.031,0,hou
14,Memphis Grizzlies,32.2,47.8,.402,0.24,1.10,-8.01,0-4,32-44,48-32,17-63,3.0%,2.1%,,0,32,0.03,0,mem
15,San Antonio Spurs,31.6,48.4,.396,0.93,1.50,-13.40,1-2,31-46,48-32,15-65,2.2%,1.8%,,0,32,0.022000000000000002,0,sa
