Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.8,19.2,.766,0.59,-1.45,10.37,31-9,32-10,71-11,53-29,100.0%,97.5%,97,2.8,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,59.4%,41.0%
2,Philadelphia 76ers,55.2,26.8,.673,-0.66,-0.73,7.39,26-13,29-14,66-16,44-38,100.0%,2.5%,2.4,64.1,24.9,5.7,1.9,0.7,0.2,0.1,NA,99.7,0.2,NA,NA,NA,,NA,23.4%,12.6%
3,Milwaukee Bucks,52.5,29.5,.641,-0.96,0.33,4.07,28-12,25-17,62-20,42-40,99.7%,83.7%,0.6,27.7,46.5,14.3,6.2,3.4,0.9,0.3,NA,98.6,1.1,0.3,NA,NA,,NA,6.5%,2.3%
4,New York Knicks,48.3,33.7,.589,-0.03,-0.07,3.77,23-17,25-17,59-23,37-45,96.8%,,NA,2.2,9.8,26,22.8,17.4,12.5,6,NA,78.2,12.9,8.4,0.4,NA,,NA,4.7%,1.6%
5,Cleveland Cavaliers,47.3,34.7,.577,-0.33,-0.42,2.01,23-15,24-20,58-24,35-47,92.9%,9.6%,NA,1.5,7.4,16.3,19.4,20.3,17.7,10.4,NA,64.8,19.4,14.7,0.9,0.1,,NA,2.2%,0.6%
6,Indiana Pacers,46.2,35.8,.563,-0.19,-0.21,1.96,23-17,23-19,57-25,35-47,90.4%,6.7%,NA,0.8,4.6,12.3,17,20.5,22,13.2,NA,55.1,21.9,20.7,2,0.2,,NA,1.6%,0.3%
7,Orlando Magic,46.1,35.9,.562,0.40,-1.46,1.35,22-18,24-18,57-25,35-47,89.2%,50.5%,NA,0.6,4,13.5,17.2,19.9,20.5,13.6,NA,55.1,21,21.4,2.1,0.2,0.1,NA,1.3%,0.3%
8,Miami Heat,45.6,36.4,.556,-0.97,-0.12,0.31,24-16,22-20,56-26,32-50,86.1%,49.5%,NA,0.3,2.7,11.8,15.6,17.7,22.8,15.3,NA,48.1,22.3,26.7,2.4,0.5,0.1,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.1,44.9,.452,-0.01,-0.61,-2.34,19-23,18-22,48-34,26-56,15.9%,,NA,NA,NA,NA,NA,0.1,1.7,14.1,NA,0.2,0.6,3.5,38.8,27.5,29.4,NA,,
10,Atlanta Hawks,35.2,46.8,.429,-0.22,0.02,-2.35,16-23,19-24,48-34,24-58,9.5%,0.1%,NA,NA,NA,NA,NA,0.1,0.7,8.7,NA,0.1,0.2,1.3,16.9,24.5,57.0,NA,,
