Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.0,20.0,.756,0.59,-1.86,9.62,37-12,25-8,69-13,53-29,100.0%,99.4%,99,0.9,0.1,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,57.4%,39.8%
2,New York Knicks,52.9,29.1,.645,-0.52,0.39,5.52,32-17,21-12,62-20,42-40,99.9%,0.5%,0.4,32.5,28.2,21.5,14.3,2.7,0.2,0.1,NA,99.6,0.4,NA,NA,NA,,NA,13.7%,6.1%
3,Cleveland Cavaliers,52.2,29.8,.637,-0.24,-0.76,4.18,30-16,22-14,61-21,40-42,99.9%,64.8%,0.2,30.7,26,21.5,16.8,3.7,0.6,0.3,NA,99.0,1,0.1,NA,NA,,NA,8.1%,3.3%
4,Milwaukee Bucks,51.0,31.0,.622,-0.77,0.68,3.16,32-16,19-15,61-21,41-41,99.7%,34.2%,0.2,15,19.2,25.6,29.5,8.1,1.5,0.6,NA,97.6,2.3,0.1,NA,NA,,NA,5.1%,1.6%
5,Philadelphia 76ers,52.1,29.9,.635,-0.95,-0.02,5.31,30-17,22-13,63-19,42-40,99.9%,0.1%,0.1,20.7,25.4,26.7,22,4.2,0.6,0.2,NA,99.1,0.9,NA,NA,NA,,NA,12.5%,5.3%
6,Orlando Magic,45.2,36.8,.551,0.38,-1.74,1.11,26-23,19-14,54-28,34-48,90.8%,81.7%,NA,0.1,0.7,2.7,10.1,42.4,23,11.8,NA,55.9,30.5,11.6,1.6,0.2,0.1,NA,1.3%,0.2%
7,Indiana Pacers,44.7,37.3,.545,0.06,-0.53,1.58,27-23,18-14,55-27,35-47,89.0%,1.0%,NA,0.1,0.5,1.9,6.6,31.1,33.8,15.1,NA,40.1,43.9,13.5,2.2,0.3,0.1,NA,1.7%,0.4%
8,Miami Heat,41.2,40.8,.503,-0.68,-0.02,-1.62,26-23,15-18,51-31,31-51,63.9%,17.8%,NA,NA,NA,0.1,0.7,7.6,30.6,25,NA,8.4,18.3,54.2,13.8,3.9,1.4,NA,0.2%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.1,44.9,.452,-0.80,0.54,-2.23,23-26,14-19,48-34,28-54,21.8%,,NA,NA,NA,NA,NA,0.2,4.8,16.8,NA,0.2,1.5,10,35.8,28.3,24.3,NA,,
10,Atlanta Hawks,35.8,46.2,.437,-0.14,-0.01,-2.58,21-27,15-19,46-36,26-56,14.5%,0.5%,NA,NA,NA,NA,NA,0.2,2.1,12.2,NA,0.2,0.6,4.4,20.8,30.1,44.1,NA,,
11,Brooklyn Nets,35.6,46.4,.434,-0.04,-0.14,-1.19,19-28,17-18,46-36,25-57,18.1%,,NA,NA,NA,NA,NA,0.1,2.6,15.4,NA,0.1,0.7,5.6,23.1,29.2,41.4,NA,,
12,Toronto Raptors,32.2,49.8,.393,0.08,-0.39,-2.59,17-31,15-19,45-37,22-60,2.6%,,NA,NA,NA,NA,NA,NA,0.2,2.4,NA,,NA,0.5,2.8,8,88.7,NA,,
13,Washington Wizards,17.8,64.2,.217,-0.41,0.84,-9.37,9-39,9-25,27-55,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Charlotte Hornets,17.5,64.5,.213,0.17,0.43,-11.68,10-37,7-28,27-55,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.0,67.0,.182,0.29,0.00,-9.38,6-42,9-25,25-57,7-75,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.2,24.8,.697,-0.04,-0.50,8.00,34-15,23-10,66-16,45-37,100.0%,57.7%,50.1,24.9,16.6,7.7,0.6,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,38.5%,20.2%
2,Minnesota Timberwolves,55.9,26.1,.682,0.11,-0.45,6.03,34-15,22-11,65-17,46-36,100.0%,30.9%,26.6,28.1,25.9,17.6,1.8,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,20.3%,8.5%
3,Los Angeles Clippers,54.8,27.2,.668,-0.22,0.12,6.22,32-15,23-12,63-19,44-38,100.0%,98.8%,13.6,29.5,26.8,26.3,3.3,0.5,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,19.8%,8.7%
4,Denver Nuggets,54.5,27.5,.665,0.49,-0.85,4.59,34-16,21-11,64-18,44-38,100.0%,11.5%,9.8,17.2,28.8,38.7,5,0.6,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,11.3%,3.4%
5,New Orleans Pelicans,47.9,34.1,.584,0.19,-0.32,3.78,28-21,20-13,58-24,38-44,95.9%,86.8%,NA,0.3,1.7,7.3,54.4,21.2,7.2,3.8,NA,84.9,8.6,3.8,1.8,0.7,0.3,NA,5.9%,1.7%
