Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.0,25.0,.695,-0.32,0.16,5.83,41-16,16-9,64-18,48-34,100.0%,96.8%,33.2%,22.8%,57,1,0.228,bos
2,Milwaukee Bucks,53.7,28.3,.655,-0.20,0.42,2.82,39-17,15-11,62-20,43-39,100.0%,58.0%,10.6%,5.5%,54,1,0.055,mil
3,Cleveland Cavaliers,52.4,29.6,.640,0.06,-0.97,5.84,37-22,15-8,60-22,44-38,100.0%,42.0%,31.6%,21.8%,52,1,0.218,cle
4,Philadelphia 76ers,51.0,31.0,.622,-0.39,0.93,3.20,36-19,15-12,60-22,40-42,99.9%,3.2%,11.7%,6.4%,51,0.9990000000000001,0.064,phi
5,Brooklyn Nets,47.1,34.9,.574,-0.04,0.31,1.87,33-23,14-12,56-26,37-45,97.5%,0.1%,5.2%,2.3%,47,0.975,0.023,bkn
6,Miami Heat,44.2,37.8,.539,-0.13,0.71,0.17,32-25,12-13,53-29,35-47,81.7%,74.6%,1.6%,0.6%,44,0.8170000000000001,0.006,mia
7,New York Knicks,43.8,38.2,.534,0.02,0.32,1.66,31-27,13-11,52-30,35-47,79.3%,,3.1%,1.3%,44,0.7929999999999999,0.013000000000000001,ny
8,Atlanta Hawks,41.4,40.6,.505,-0.21,0.47,-0.10,29-28,12-13,51-31,33-49,49.9%,18.2%,1.0%,0.3%,41,0.499,0.003,atl
9,Washington Wizards,39.7,42.3,.485,0.15,-0.15,0.02,26-29,14-13,49-33,31-51,30.4%,7.2%,0.6%,0.2%,40,0.304,0.002,wsh
10,Chicago Bulls,39.8,42.2,.485,0.35,-0.44,0.49,26-30,14-12,50-32,31-51,32.4%,,0.8%,0.3%,40,0.324,0.003,chi
11,Toronto Raptors,39.3,42.7,.479,0.07,0.20,0.77,27-31,12-12,47-35,31-51,25.6%,,0.7%,0.3%,39,0.256,0.003,tor
12,Indiana Pacers,35.7,46.3,.436,0.47,-0.36,-2.22,25-33,11-13,45-37,28-54,3.1%,,,0,36,0.031,0,ind
13,Orlando Magic,33.7,48.3,.411,0.28,-0.10,-2.57,23-34,11-14,46-36,25-57,0.4%,,,0,34,0.004,0,orl
14,Detroit Pistons,22.8,59.2,.278,0.68,-0.32,-6.74,15-43,8-16,32-50,16-66,0,,,0,23,0,0,det
15,Charlotte Hornets,23.4,58.6,.285,0.56,-0.12,-6.35,15-43,8-16,33-49,16-66,0,,,0,23,0,0,cha
1,Denver Nuggets,53.9,28.1,.657,-0.39,0.10,3.89,39-18,15-10,61-21,44-38,100.0%,100.0%,29.0%,13.3%,54,1,0.133,den
2,Memphis Grizzlies,50.1,31.9,.611,-0.11,-0.73,3.76,34-22,16-10,59-23,41-41,99.9%,93.9%,25.6%,11.4%,50,0.9990000000000001,0.114,mem
3,Sacramento Kings,45.7,36.3,.557,-0.72,0.64,1.80,32-24,14-12,55-27,37-45,93.9%,59.4%,10.7%,3.4%,46,0.9390000000000001,0.034,sac
4,Dallas Mavericks,44.2,37.8,.539,0.13,-0.93,0.84,31-27,13-11,53-29,35-47,87.4%,4.6%,6.2%,1.8%,44,0.8740000000000001,0.018000000000000002,dal
5,Phoenix Suns,43.8,38.2,.534,-0.05,0.25,1.33,31-27,13-11,52-30,35-47,83.9%,29.8%,7.4%,2.1%,44,0.8390000000000001,0.021,phx
6,New Orleans Pelicans,43.1,38.9,.525,0.04,-0.77,1.76,29-28,14-11,51-31,35-47,75.1%,1.5%,7.9%,2.6%,43,0.7509999999999999,0.026000000000000002,no
7,Oklahoma City Thunder,41.9,40.1,.511,0.20,-0.60,1.29,27-28,15-12,51-31,32-50,58.1%,,4.6%,1.4%,42,0.581,0.013999999999999999,okc
8,LA Clippers,41.6,40.4,.508,-0.64,1.15,-0.64,31-28,11-12,50-32,34-48,47.2%,5.9%,1.7%,0.4%,42,0.47200000000000003,0.004,lac
9,Golden State Warriors,41.1,40.9,.501,-0.03,-0.10,0.08,28-28,13-13,50-32,31-51,44.6%,4.8%,2.1%,0.5%,41,0.446,0.005,gs
10,Minnesota Timberwolves,41.0,41.0,.500,-0.20,0.15,-0.18,30-29,11-12,50-32,33-49,42.6%,,1.7%,0.4%,41,0.426,0.004,min
11,Utah Jazz,40.3,41.7,.492,0.05,-0.35,0.39,28-30,12-12,49-33,32-50,34.1%,,1.9%,0.5%,40,0.341,0.005,uta
12,Portland Trail Blazers,39.9,42.1,.486,-0.16,0.14,-0.09,27-29,13-13,49-33,30-52,28.1%,,1.1%,0.2%,40,0.281,0.002,por
13,Los Angeles Lakers,37.6,44.4,.458,-0.07,0.15,-1.37,26-31,12-13,48-34,29-53,5.3%,0.1%,0.1%,0,38,0.053,0,lal
14,Houston Rockets,20.8,61.2,.253,0.25,0.27,-7.44,13-43,8-18,29-53,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,19.9,62.1,.243,0.33,0.23,-9.88,14-43,6-19,29-53,14-68,0,,,0,20,0,0,sa
