Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,57.2,24.8,.698,-0.09,0.15,4.05,47-18,10-7,64-18,50-32,100.0%,98.3%,19.0%,10.8%,57,1,0.10800000000000001,mil
2,Boston Celtics,55.4,26.6,.676,0.04,-0.77,5.22,45-21,10-6,61-21,48-34,100.0%,87.1%,26.4%,17.2%,55,1,0.172,bos
3,Philadelphia 76ers,52.8,29.2,.644,-0.17,0.92,3.95,43-22,10-7,60-22,46-36,100.0%,12.8%,14.7%,8.3%,53,1,0.083,phi
4,Cleveland Cavaliers,51.2,30.8,.625,0.14,-1.62,5.65,41-26,10-5,56-26,44-38,100.0%,1.7%,26.4%,17.9%,51,1,0.179,cle
5,New York Knicks,47.8,34.2,.583,0.16,-0.41,3.11,39-28,9-6,54-28,41-41,99.4%,0.1%,7.8%,4.1%,48,0.9940000000000001,0.040999999999999995,ny
6,Brooklyn Nets,45.8,36.2,.559,0.06,0.55,1.04,37-28,9-8,53-29,37-45,95.9%,,2.5%,1.0%,46,0.9590000000000001,0.01,bkn
7,Miami Heat,42.5,39.5,.519,0.12,0.53,-0.56,35-31,8-8,50-32,36-46,68.8%,73.1%,0.8%,0.1%,42,0.688,0.001,mia
8,Atlanta Hawks,40.5,41.5,.494,-0.04,0.37,0.00,32-33,8-9,47-35,33-49,43.4%,15.1%,0.7%,0.2%,40,0.434,0.002,atl
9,Washington Wizards,39.8,42.2,.485,0.16,-0.13,0.07,31-34,9-8,47-35,32-50,34.6%,11.8%,0.5%,0.2%,40,0.34600000000000003,0.002,wsh
10,Toronto Raptors,40.1,41.9,.489,0.09,0.37,0.58,32-34,8-8,47-35,33-49,40.4%,,1.0%,0.3%,40,0.40399999999999997,0.003,tor
11,Chicago Bulls,37.8,44.2,.461,0.19,-0.12,0.49,29-36,9-8,45-37,31-51,13.3%,,0.3%,0.1%,38,0.133,0.001,chi
12,Indiana Pacers,36.1,45.9,.441,0.35,-0.12,-2.06,29-37,7-9,43-39,30-52,4.1%,,,0,36,0.040999999999999995,0,ind
13,Orlando Magic,33.7,48.3,.411,0.20,0.13,-2.70,27-39,7-9,41-41,27-55,0.2%,,,0,34,0.002,0,orl
14,Detroit Pistons,20.3,61.7,.247,0.72,-0.72,-6.84,15-51,5-11,28-54,15-67,0,,,0,20,0,0,det
15,Charlotte Hornets,26.2,55.8,.319,0.26,0.62,-5.64,21-46,5-10,34-48,21-61,0,,,0,26,0,0,cha
1,Denver Nuggets,56.5,25.5,.688,-0.32,-0.26,4.25,46-19,10-7,63-19,49-33,100.0%,100.0%,33.3%,16.4%,56,1,0.16399999999999998,den
2,Memphis Grizzlies,49.4,32.6,.602,-0.10,-1.20,3.51,38-26,11-7,56-26,42-40,100.0%,98.6%,22.9%,9.8%,49,1,0.098,mem
3,Sacramento Kings,47.6,34.4,.581,-0.60,0.56,2.14,38-26,10-8,55-27,40-42,99.9%,74.0%,13.1%,4.6%,48,0.9990000000000001,0.046,sac
4,Phoenix Suns,45.2,36.8,.551,-0.16,0.63,1.80,36-29,9-8,53-29,38-44,97.9%,24.7%,10.7%,3.8%,45,0.9790000000000001,0.038,phx
5,Dallas Mavericks,42.6,39.4,.520,-0.04,-1.06,0.83,34-32,9-7,49-33,36-46,80.5%,1.3%,5.2%,1.4%,43,0.805,0.013999999999999999,dal
6,Golden State Warriors,42.0,40.0,.512,-0.22,0.37,0.48,34-32,8-8,48-34,35-47,70.7%,1.0%,3.8%,0.9%,42,0.7070000000000001,0.009000000000000001,gs
7,Minnesota Timberwolves,41.0,41.0,.500,-0.22,0.30,-0.53,34-33,7-8,48-34,35-47,53.2%,,1.6%,0.4%,41,0.532,0.004,min
8,LA Clippers,41.1,40.9,.502,-0.37,0.85,-0.64,34-33,7-8,48-34,35-47,48.2%,0.2%,1.5%,0.3%,41,0.48200000000000004,0.003,lac
9,New Orleans Pelicans,40.5,41.5,.494,0.08,-1.21,0.62,31-34,10-7,48-34,33-49,45.6%,0.1%,2.5%,0.6%,40,0.456,0.006,no
10,Oklahoma City Thunder,40.5,41.5,.494,0.08,-0.98,1.76,31-34,10-7,48-34,32-50,45.5%,,4.0%,1.3%,40,0.455,0.013000000000000001,okc
11,Los Angeles Lakers,40.0,42.0,.488,0.05,-0.58,-0.70,32-34,8-8,47-35,33-49,30.3%,0.1%,0.6%,0.1%,40,0.303,0.001,lal
12,Portland Trail Blazers,38.6,43.4,.470,-0.33,0.99,-1.05,31-34,8-9,45-37,32-50,13.1%,,0.3%,0.1%,39,0.131,0.001,por
13,Utah Jazz,38.7,43.3,.471,-0.18,0.37,-0.36,31-35,8-8,46-36,32-50,15.2%,,0.5%,0.1%,39,0.152,0.001,uta
14,Houston Rockets,19.6,62.4,.238,0.12,0.74,-8.07,15-50,5-12,28-54,15-67,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,-0.01,1.23,-10.27,16-49,4-13,26-56,16-66,0,,,0,20,0,0,sa
