Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,58.4,21.6,.730,3.26,-0.43,16.70,7-2,51-20,73-7,44-36,100.0%,78.0%,56.5%,43.3%,58,1,0.433,bos
2,Philadelphia 76ers,54.0,26.0,.675,-0.03,0.14,11.19,8-1,46-25,69-11,39-41,100.0%,21.2%,24.7%,14.8%,54,1,0.14800000000000002,phi
3,New York Knicks,46.5,33.5,.581,0.00,0.46,6.33,5-4,41-30,61-19,31-49,93.6%,0.8%,7.0%,3.2%,46,0.9359999999999999,0.032,ny
4,Atlanta Hawks,43.8,36.2,.548,0.12,0.39,3.46,5-4,39-32,59-21,30-50,81.7%,53.9%,2.9%,1.2%,44,0.8170000000000001,0.012,atl
5,Indiana Pacers,43.0,37.0,.537,-0.53,0.47,2.37,6-4,37-33,58-22,28-52,76.2%,57.2%,2.3%,0.8%,43,0.762,0.008,ind
6,Orlando Magic,42.3,37.7,.529,-1.83,0.44,2.18,5-4,37-34,59-21,27-53,71.0%,32.3%,1.9%,0.7%,42,0.71,0.006999999999999999,orl
7,Toronto Raptors,41.6,38.4,.520,3.72,0.29,2.16,4-5,38-33,56-24,23-57,64.2%,,1.5%,0.5%,42,0.642,0.005,tor
8,Brooklyn Nets,41.7,38.3,.521,1.96,0.51,1.86,5-5,37-33,59-21,25-55,64.2%,,1.5%,0.5%,42,0.642,0.005,bkn
9,Cleveland Cavaliers,40.6,39.4,.507,3.10,0.00,0.88,4-5,37-34,55-25,24-56,54.9%,24.7%,0.9%,0.3%,41,0.5489999999999999,0.003,cle
10,Miami Heat,39.5,40.5,.494,-0.33,0.45,-1.13,6-4,34-36,54-26,21-59,42.6%,13.5%,0.5%,0.1%,40,0.426,0.001,mia
11,Milwaukee Bucks,39.1,40.9,.489,2.50,0.31,-1.16,5-4,34-37,53-27,23-57,39.3%,15.7%,0.4%,0.1%,39,0.39299999999999996,0.001,mil
12,Chicago Bulls,34.3,45.7,.429,-0.31,0.69,-3.71,4-6,30-40,51-29,19-61,8.3%,2.2%,,0,34,0.083,0,chi
13,Charlotte Hornets,31.2,48.8,.390,0.39,0.87,-6.61,3-6,28-43,46-34,17-63,1.7%,0.2%,,0,31,0.017,0,cha
14,Washington Wizards,31.0,49.0,.387,1.41,0.65,-6.15,2-7,29-42,46-34,14-66,1.7%,0.2%,,0,31,0.017,0,wsh
15,Detroit Pistons,29.4,50.6,.367,-1.43,0.96,-5.89,2-9,27-42,44-36,16-64,0.8%,0.1%,,0,29,0.008,0,det
1,Minnesota Timberwolves,53.9,26.1,.674,1.15,-0.95,10.82,7-2,47-24,68-12,38-42,100.0%,65.3%,40.6%,17.4%,54,1,0.174,min
2,Denver Nuggets,52.0,28.0,.649,-0.74,-0.73,7.97,8-2,44-26,65-15,38-42,100.0%,34.0%,26.3%,9.5%,52,1,0.095,den
3,Dallas Mavericks,48.1,31.9,.602,-1.89,-0.22,4.61,8-2,40-30,64-16,33-47,99.3%,70.4%,11.9%,3.2%,48,0.993,0.032,dal
4,Houston Rockets,45.2,34.8,.565,-2.15,-0.63,3.07,6-3,39-32,58-22,29-51,97.0%,29.3%,6.9%,1.5%,45,0.97,0.015,hou
5,Golden State Warriors,44.7,35.3,.559,0.38,-0.64,3.01,6-5,39-30,60-20,29-51,96.4%,79.0%,7.4%,1.7%,45,0.9640000000000001,0.017,gs
6,Oklahoma City Thunder,42.8,37.2,.535,-0.48,-0.32,1.32,6-4,37-33,58-22,27-53,90.7%,0.7%,3.8%,0.7%,43,0.907,0.006999999999999999,okc
7,LA Clippers,38.2,41.8,.478,-2.58,-0.09,-0.58,3-6,35-36,55-25,23-57,61.8%,10.5%,1.8%,0.3%,38,0.618,0.003,lac
8,Sacramento Kings,36.7,43.3,.459,-0.88,0.11,-3.51,4-4,33-39,54-26,22-58,46.2%,5.0%,0.5%,0.1%,37,0.462,0.001,sac
9,Phoenix Suns,35.5,44.5,.443,-3.10,0.01,-3.40,4-6,31-39,51-29,21-59,35.3%,3.6%,0.4%,0,36,0.353,0,phx
10,New Orleans Pelicans,34.9,45.1,.436,2.62,-0.53,-4.48,4-6,31-39,51-29,18-62,31.0%,0.2%,0.2%,0,35,0.31,0,no
11,Los Angeles Lakers,34.5,45.5,.432,-0.37,0.12,-5.27,5-5,30-40,51-29,17-63,26.3%,1.8%,0.1%,0,34,0.263,0,lal
12,Portland Trail Blazers,31.3,48.7,.391,-1.87,0.39,-7.09,3-6,28-43,49-31,17-63,8.5%,,,0,31,0.085,0,por
13,Utah Jazz,29.1,50.9,.364,-0.49,0.39,-8.19,3-7,26-44,44-36,13-67,3.4%,,,0,29,0.034,0,uta
14,San Antonio Spurs,28.5,51.5,.356,2.09,-0.04,-9.12,3-7,26-44,43-37,15-65,2.5%,,,0,28,0.025,0,sa
15,Memphis Grizzlies,27.8,52.2,.347,-3.03,0.46,-8.53,2-8,26-44,44-36,14-66,1.7%,,,0,28,0.017,0,mem
