Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.3,24.7,.698,-0.16,-0.11,5.53,45-18,12-7,63-19,49-33,100.0%,98.5%,55.6,42.7,1.4,0.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.4%,20.2%
2,Milwaukee Bucks,56.9,25.1,.694,-0.15,0.24,3.97,45-17,12-8,65-17,49-33,100.0%,97.9%,44,52.5,2.9,0.6,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,18.0%,10.6%
3,Philadelphia 76ers,51.3,30.7,.625,-0.19,0.83,3.65,40-22,11-9,59-23,42-40,100.0%,1.5%,0.3,3,49.7,37.8,8.7,0.4,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,12.7%,6.7%
4,Cleveland Cavaliers,50.6,31.4,.617,0.21,-1.62,5.45,39-26,12-5,56-26,43-39,100.0%,2.1%,0.2,1.8,40.9,42.3,13.5,1.2,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,24.4%,16.2%
5,New York Knicks,47.6,34.4,.581,0.17,-0.46,3.31,37-27,11-7,55-27,39-43,99.4%,,NA,NA,4.8,17.4,61.5,13.2,1.7,0.8,NA,97.0,2.5,0.4,0.1,NA,,NA,8.9%,4.5%
6,Brooklyn Nets,44.4,37.6,.542,0.26,-0.06,0.52,34-28,10-10,53-29,37-45,88.5%,,NA,NA,0.2,1.4,11.7,49.1,16.7,9.4,NA,62.4,26.1,7.3,2.9,1,0.4,NA,1.9%,0.7%
7,Miami Heat,41.9,40.1,.511,0.07,0.67,-0.78,33-30,9-10,50-32,33-49,58.7%,51.2%,NA,NA,NA,0.1,2.7,17.2,21.8,17,NA,19.9,28.1,18.7,14.3,10.7,8.3,NA,0.5%,0.1%
8,Atlanta Hawks,40.8,41.2,.498,-0.05,0.30,-0.13,31-31,10-10,49-33,33-49,44.6%,24.0%,NA,NA,NA,0.1,1,8.1,17,18.4,NA,9.2,14.4,20.5,21.4,17.8,16.7,NA,0.7%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Washington Wizards,40.6,41.4,.495,0.19,-0.27,0.27,30-32,11-9,48-34,33-49,44.8%,24.8%,NA,NA,NA,NA,0.7,7.4,18.5,18.2,NA,8.1,15.6,19.8,20,17.6,18.9,NA,1.0%,0.3%
10,Toronto Raptors,39.9,42.1,.487,0.03,0.51,0.50,31-33,9-9,47-35,32-50,34.6%,,NA,NA,NA,NA,0.2,1.9,13.5,19,NA,2.1,7.9,18.2,21.2,24.8,26.0,NA,0.7%,0.3%
11,Chicago Bulls,39.2,42.8,.478,0.20,-0.22,0.88,29-34,10-9,47-35,32-50,27.0%,,NA,NA,NA,NA,NA,1.5,10.5,15,NA,1.5,5.2,14.2,17.3,21,40.9,NA,0.8%,0.3%
12,Indiana Pacers,35.8,46.2,.437,0.29,0.10,-2.18,28-36,8-10,43-39,29-53,2.4%,,NA,NA,NA,NA,NA,NA,0.4,2,NA,,0.1,0.9,2.6,6.4,90.0,NA,,
13,Orlando Magic,34.1,47.9,.416,0.24,-0.03,-2.75,26-37,8-11,42-40,27-55,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,0.1,0.2,0.9,98.9,NA,,
14,Detroit Pistons,21.3,60.7,.259,0.70,-0.47,-6.71,15-48,6-13,30-52,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,26.2,55.8,.319,0.25,0.53,-5.61,20-44,6-12,34-48,20-62,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,55.5,26.5,.677,-0.39,0.01,3.99,44-19,12-7,62-20,48-34,100.0%,100.0%,92.9,6.8,0.3,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.0%,13.8%
2,Memphis Grizzlies,51.3,30.7,.625,-0.15,-0.95,4.14,38-23,13-8,58-24,43-39,100.0%,99.6%,6.7,79.3,13.3,0.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.4%,13.8%
3,Sacramento Kings,47.4,34.6,.578,-0.63,0.58,2.04,36-25,11-10,55-27,39-43,99.6%,78.7%,0.4,12.7,64,14.3,5.2,2.1,0.7,0.3,NA,98.6,0.9,0.4,0.1,NA,,NA,11.5%,4.1%
4,Phoenix Suns,44.0,38.0,.537,-0.14,0.53,1.48,34-29,10-9,52-30,37-45,92.9%,16.8%,NA,0.9,14.7,33.9,19.9,12.7,6.7,4.2,NA,82.0,7.7,4.4,2.8,1.6,1.4,NA,8.5%,2.6%
