Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.3,26.7,.674,-0.34,0.02,5.16,35-15,20-12,64-18,44-38,100.0%,86.1%,33.0%,21.4%,55,1,0.214,bos
2,Philadelphia 76ers,51.0,31.0,.622,-0.45,0.53,3.41,31-16,20-15,62-20,41-41,99.8%,12.1%,15.8%,8.3%,51,0.998,0.083,phi
3,Cleveland Cavaliers,49.7,32.3,.606,0.11,-0.79,4.36,30-21,20-11,59-23,39-43,99.6%,53.9%,22.2%,13.4%,50,0.996,0.134,cle
4,Milwaukee Bucks,49.7,32.3,.607,-0.15,0.20,1.58,32-17,18-15,60-22,39-43,99.2%,46.0%,7.7%,3.4%,50,0.992,0.034,mil
5,Brooklyn Nets,48.2,33.8,.588,-0.27,0.34,2.40,29-19,19-15,57-25,38-44,98.0%,1.7%,9.8%,4.4%,48,0.98,0.044000000000000004,bkn
6,New York Knicks,44.2,37.8,.539,-0.21,0.44,1.83,27-23,17-15,54-28,35-47,81.5%,0.1%,5.5%,2.3%,44,0.815,0.023,ny
7,Miami Heat,44.2,37.8,.539,-0.01,0.11,0.35,28-22,16-16,54-28,35-47,81.2%,76.1%,2.8%,1.0%,44,0.812,0.01,mia
8,Atlanta Hawks,40.7,41.3,.497,-0.25,0.30,-0.68,25-24,16-17,51-31,31-51,41.4%,16.1%,0.9%,0.2%,41,0.414,0.002,atl
9,Chicago Bulls,39.7,42.3,.484,0.46,-0.55,0.05,22-26,18-16,50-32,28-54,32.8%,0.1%,0.9%,0.4%,40,0.32799999999999996,0.004,chi
10,Washington Wizards,39.3,42.7,.480,0.39,-0.51,-0.30,22-26,17-17,49-33,28-54,27.6%,7.8%,0.6%,0.1%,39,0.276,0.001,wsh
11,Toronto Raptors,38.8,43.2,.473,0.38,-0.49,0.70,22-28,17-15,48-34,29-53,22.3%,,0.9%,0.3%,39,0.223,0.003,tor
12,Indiana Pacers,38.2,43.8,.466,0.25,-0.07,-1.61,24-27,14-17,48-34,29-53,16.1%,,0.1%,0,38,0.161,0,ind
13,Orlando Magic,32.6,49.4,.398,0.14,0.09,-3.08,19-30,14-19,45-37,23-59,0.5%,,,0,33,0.005,0,orl
14,Detroit Pistons,24.1,57.9,.293,0.90,-0.65,-6.64,13-37,11-21,34-48,15-67,0,,,0,24,0,0,det
15,Charlotte Hornets,25.3,56.7,.309,0.55,-0.15,-6.05,14-36,11-21,35-47,16-66,0,,,0,25,0,0,cha
1,Denver Nuggets,53.7,28.3,.655,-0.26,-0.06,3.78,34-15,20-13,63-19,41-41,100.0%,99.7%,24.4%,12.2%,54,1,0.122,den
2,Memphis Grizzlies,51.4,30.6,.627,-0.19,-0.34,4.04,31-18,20-13,62-20,41-41,100.0%,95.6%,26.5%,13.9%,51,1,0.139,mem
3,Sacramento Kings,46.8,35.2,.570,-0.36,-0.13,2.77,27-20,20-15,57-25,36-46,96.3%,76.2%,14.5%,6.6%,47,0.963,0.066,sac
4,New Orleans Pelicans,44.4,37.6,.541,-0.19,-0.12,2.10,26-23,18-15,55-27,33-49,85.2%,3.3%,10.3%,4.2%,44,0.852,0.042,no
5,Dallas Mavericks,42.7,39.3,.521,0.11,-0.42,0.55,26-24,17-15,52-30,32-50,68.6%,1.1%,3.5%,1.2%,43,0.6859999999999999,0.012,dal
6,Phoenix Suns,42.1,39.9,.513,0.20,-0.07,1.36,25-25,17-15,53-29,31-51,63.9%,12.1%,5.1%,1.6%,42,0.639,0.016,phx
7,Oklahoma City Thunder,42.5,39.5,.518,0.46,-0.73,1.62,24-25,18-15,52-30,31-51,66.4%,0.2%,5.9%,2.1%,42,0.664,0.021,okc
8,Golden State Warriors,41.2,40.8,.502,-0.08,0.19,-0.16,25-24,16-17,51-31,31-51,47.4%,6.6%,2.0%,0.6%,41,0.474,0.006,gs
9,Utah Jazz,41.4,40.6,.505,-0.03,-0.01,1.03,25-26,16-15,51-31,31-51,52.2%,0.1%,3.3%,1.2%,41,0.522,0.012,uta
10,LA Clippers,41.0,41.0,.500,-0.93,1.34,-0.59,27-24,14-17,51-31,31-51,41.5%,4.7%,1.3%,0.4%,41,0.415,0.004,lac
11,Minnesota Timberwolves,40.5,41.5,.493,-0.43,0.67,-0.37,26-25,14-17,50-32,30-52,35.0%,,1.2%,0.3%,40,0.35,0.003,min
12,Portland Trail Blazers,40.1,41.9,.489,-0.30,0.40,0.39,23-25,17-17,50-32,31-51,34.0%,,1.7%,0.5%,40,0.34,0.005,por
13,Los Angeles Lakers,37.8,44.2,.462,-0.26,0.54,-1.26,23-26,15-18,48-34,29-53,9.7%,0.4%,0.3%,0.1%,38,0.09699999999999999,0.001,lal
14,Houston Rockets,20.9,61.1,.254,0.27,0.40,-7.45,11-38,10-23,30-52,12-70,0,,,0,21,0,0,hou
15,San Antonio Spurs,22.6,59.4,.276,0.45,0.16,-9.04,14-35,9-24,32-50,15-67,0,,,0,23,0,0,sa
