Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.9,18.1,.780,-0.49,-9.40,10.87,63-18,1-0,64-18,63-19,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,76.5%,60.4%
2,Milwaukee Bucks,49.5,32.5,.604,-0.21,1.18,2.75,49-32,1-0,50-32,49-33,100.0%,56.9%,NA,51.9,17.4,30.7,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,4.2%,1.4%
3,New York Knicks,49.7,32.3,.606,-0.20,-1.83,4.43,49-32,1-0,50-32,49-33,100.0%,,NA,35.7,51.9,12.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,8.9%,3.6%
4,Cleveland Cavaliers,48.9,33.1,.596,-0.32,-10.38,2.25,48-33,1-0,49-33,48-34,100.0%,43.2%,NA,12.4,30.7,56.9,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,3.3%,1.0%
5,Orlando Magic,46.5,35.5,.567,-0.56,2.75,1.18,46-35,1-0,47-35,46-36,90.6%,62.4%,NA,NA,NA,NA,51.6,5,20.5,13.5,NA,56.7,14.7,28.7,NA,NA,,NA,1.1%,0.4%
6,Indiana Pacers,46.7,35.3,.569,-0.24,-1.94,2.33,46-35,1-0,47-35,46-36,95.7%,,NA,NA,NA,NA,33,40.4,14.9,7.4,NA,73.4,17.7,9,NA,NA,,NA,2.4%,0.8%
7,Philadelphia 76ers,46.7,35.3,.569,-0.49,-2.82,2.34,46-35,1-0,47-35,46-36,91.8%,,NA,NA,NA,NA,11.6,38.1,27.5,14.5,NA,49.8,38.4,11.9,NA,NA,,NA,2.5%,0.9%
8,Miami Heat,45.8,36.2,.558,-0.58,-6.35,1.02,45-36,1-0,46-36,45-37,82.0%,37.6%,NA,NA,NA,NA,3.8,16.4,37.1,24.7,NA,20.2,29.3,50.5,NA,NA,,NA,1.0%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.3,42.7,.479,-0.38,4.43,-1.83,39-42,0-1,40-42,39-43,20.6%,,NA,NA,NA,NA,NA,NA,NA,20.6,NA,,NA,NA,100,NA,,NA,0.1%,
10,Atlanta Hawks,36.3,45.7,.443,-0.25,2.33,-1.94,36-45,0-1,37-45,36-46,19.3%,,NA,NA,NA,NA,NA,NA,NA,19.3,NA,,NA,NA,NA,100,,NA,,
11,Brooklyn Nets,32.3,49.7,.394,-0.16,2.34,-2.82,32-49,0-1,33-49,32-50,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
12,Toronto Raptors,25.2,56.8,.308,-0.02,1.02,-6.35,25-56,0-1,26-56,25-57,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Charlotte Hornets,20.1,61.9,.246,0.11,2.25,-10.38,20-61,0-1,21-61,20-62,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,15.1,66.9,.184,-0.12,10.87,-9.40,15-66,0-1,16-66,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.4,67.6,.175,0.12,-6.10,-8.76,14-67,0-1,15-67,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,56.7,25.3,.691,-0.07,2.82,6.83,56-25,1-0,57-25,56-26,100.0%,59.0%,59,15.4,25.7,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.6%,11.3%
2,Minnesota Timberwolves,56.7,25.3,.691,-0.12,2.79,6.65,56-25,1-0,57-25,56-26,100.0%,31.8%,31.8,51.3,17,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,27.9%,10.1%
3,Denver Nuggets,56.8,25.2,.692,0.04,-6.52,5.18,56-25,1-0,57-25,56-26,100.0%,9.2%,9.2,33.4,57.4,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.4%,4.1%
4,Los Angeles Clippers,51.6,30.4,.630,0.11,1.07,3.56,51-30,1-0,52-30,51-31,100.0%,100.0%,NA,NA,NA,100,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,7.9%,1.8%
5,Dallas Mavericks,50.3,31.7,.614,-0.02,6.83,2.82,50-31,0-1,51-31,50-32,100.0%,100.0%,NA,NA,NA,NA,100,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,4.9%,1.1%
6,New Orleans Pelicans,49.7,32.3,.606,0.02,0.82,4.68,49-32,1-0,50-32,49-33,98.0%,,NA,NA,NA,NA,NA,88.6,6.8,2.7,NA,88.6,11.4,NA,NA,NA,,NA,8.2%,2.1%
7,Phoenix Suns,48.3,33.7,.590,-0.08,6.65,2.79,48-33,0-1,49-33,48-34,80.0%,,NA,NA,NA,NA,NA,11.4,47.4,21.2,NA,11.4,88.6,NA,NA,NA,,NA,3.1%,0.6%
8,Sacramento Kings,45.8,36.2,.559,0.66,-7.95,1.94,45-36,1-0,46-36,45-37,50.0%,,NA,NA,NA,NA,NA,NA,25,25,NA,,NA,53.1,32.4,14.5,,NA,1.3%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Los Angeles Lakers,46.3,35.7,.565,0.42,4.68,0.82,46-35,0-1,47-35,46-36,38.8%,,NA,NA,NA,NA,NA,NA,16.4,22.4,NA,,NA,37.6,22.8,39.7,,NA,0.5%,0.1%
10,Golden State Warriors,45.8,36.2,.558,0.20,-4.22,2.75,45-36,1-0,46-36,45-37,33.2%,,NA,NA,NA,NA,NA,NA,4.5,28.7,NA,,NA,9.3,44.9,45.8,,NA,1.2%,0.2%
