Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.1,17.9,.782,-0.39,-2.01,10.98,57-16,7-2,66-16,59-23,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,76.4%,59.5%
2,Milwaukee Bucks,51.2,30.8,.625,-0.24,0.27,3.20,46-27,5-4,55-27,46-36,100.0%,70.6%,NA,67,24.9,6.6,1.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,5.9%,2.2%
3,Cleveland Cavaliers,49.7,32.3,.606,-0.38,-0.99,2.90,45-29,5-3,53-29,45-37,99.9%,29.3%,NA,25.4,29.9,31.8,10.4,2.3,0.2,0.1,NA,99.7,0.3,NA,NA,NA,,NA,4.0%,1.1%
4,New York Knicks,49.1,32.9,.599,-0.40,1.70,4.34,44-29,5-4,53-29,44-38,99.9%,,NA,6.4,36.6,35.4,15.8,5.1,0.4,0.2,NA,99.3,0.7,NA,NA,NA,,NA,7.6%,2.9%
5,Orlando Magic,47.1,34.9,.575,-0.39,-1.35,1.49,42-31,5-4,51-31,42-40,97.5%,79.2%,NA,1.1,7.5,19.3,42.7,18.6,5.1,3.2,NA,89.2,7.2,3.6,NA,NA,,NA,1.5%,0.4%
6,Indiana Pacers,46.0,36.0,.561,-0.19,-0.13,2.02,42-33,4-3,49-33,42-40,94.0%,0.1%,NA,0.1,0.8,4.6,16.1,47.3,16.1,9.1,NA,68.8,25.7,5.5,NA,NA,,NA,2.3%,0.7%
7,Miami Heat,45.0,37.0,.549,-0.53,-1.11,0.69,40-33,5-4,49-33,40-42,85.4%,20.9%,NA,NA,0.3,2.3,12.9,21.2,29.8,18.9,NA,36.7,43.6,19.7,NA,NA,,NA,0.7%,0.2%
8,Philadelphia 76ers,43.9,38.1,.536,-0.23,-2.48,1.78,39-35,5-3,47-35,39-43,81.7%,,NA,NA,NA,NA,0.8,5.5,48.2,27.2,NA,6.3,22.6,70.7,0.4,NA,,NA,1.5%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.5,43.5,.469,-0.33,0.21,-1.94,35-39,3-5,43-39,35-47,19.8%,,NA,NA,NA,NA,NA,NA,0.2,19.6,NA,,NA,0.4,66.3,33.1,0.2,NA,,
10,Atlanta Hawks,38.1,43.9,.465,-0.20,-0.17,-1.46,34-39,4-5,43-39,34-48,21.7%,,NA,NA,NA,NA,NA,NA,NA,21.7,NA,,NA,0.1,33.2,66.3,0.4,NA,0.1%,
11,Brooklyn Nets,32.6,49.4,.398,-0.09,-0.26,-2.33,29-45,4-4,37-45,29-53,0.2%,,NA,NA,NA,NA,NA,NA,NA,0.2,NA,,NA,NA,NA,0.6,99.4,NA,,
12,Toronto Raptors,26.0,56.0,.317,-0.08,0.43,-5.61,23-50,3-6,32-50,23-59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Charlotte Hornets,19.7,62.3,.240,-0.21,3.32,-10.74,18-55,2-7,24-58,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.0,66.0,.196,-0.01,0.82,-9.66,14-60,2-6,21-61,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.5,66.5,.189,0.35,-2.60,-8.55,13-61,2-6,20-62,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.4,24.6,.700,-0.01,-0.82,6.82,51-22,6-3,60-22,52-30,100.0%,60.4%,60.4,27.7,11.6,0.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,29.5%,10.7%
2,Oklahoma City Thunder,56.9,25.1,.694,-0.21,0.98,7.26,51-22,6-3,60-22,52-30,100.0%,29.8%,29.8,44.9,24.6,0.7,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,34.1%,13.5%
3,Denver Nuggets,56.3,25.7,.686,0.13,-1.39,4.57,51-23,5-3,59-23,51-31,100.0%,9.8%,9.8,27.2,61.5,1.5,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,11.6%,2.7%
4,Los Angeles Clippers,51.6,30.4,.630,0.15,-0.37,3.62,46-27,6-3,55-27,47-35,99.9%,99.0%,NA,0.2,2,58.7,34.7,4,0.3,0.2,NA,99.4,0.5,0.1,NA,NA,,NA,6.4%,1.4%
5,New Orleans Pelicans,50.6,31.4,.617,-0.09,0.71,5.10,45-28,6-3,54-28,46-36,99.6%,74.2%,NA,NA,0.4,34.8,40.4,21.5,1.9,0.6,NA,97.1,2.6,0.3,NA,NA,,NA,11.3%,3.3%
6,Dallas Mavericks,49.1,32.9,.599,0.15,-0.49,2.37,44-29,5-4,53-29,44-38,96.3%,25.8%,NA,NA,NA,4.1,23.6,57.9,7.3,3.4,NA,85.6,11.3,2.5,0.5,0.1,,NA,2.9%,0.5%
7,Sacramento Kings,46.4,35.6,.566,0.36,2.13,1.33,42-31,4-5,51-31,42-40,65.3%,0.5%,NA,NA,NA,0.1,0.5,9.4,33,22.4,NA,9.9,38.8,29.8,13.7,5.6,2.1,NA,1.0%,0.1%
8,Phoenix Suns,46.5,35.5,.567,-0.47,4.41,2.13,43-31,3-5,51-31,43-39,63.9%,0.3%,NA,NA,NA,NA,0.6,5.9,34.4,23,NA,6.6,32.3,34.2,19.4,6.2,1.4,NA,1.5%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Los Angeles Lakers,45.3,36.7,.552,0.61,-0.85,0.62,41-33,4-4,49-33,41-41,35.8%,0.2%,NA,NA,NA,NA,0.1,1.2,15.3,19.2,NA,1.3,11.3,21.1,31.3,26.1,9.0,NA,0.4%,0.1%
10,Golden State Warriors,44.3,37.7,.541,0.28,-1.10,2.37,39-34,5-4,48-34,39-43,30.9%,,NA,NA,NA,NA,NA,0.2,6.4,24.3,NA,0.2,2.6,10,28.5,45.1,13.6,NA,1.1%,0.2%
11,Houston Rockets,42.7,39.3,.521,-0.03,0.86,1.85,38-35,5-4,47-35,38-44,8.5%,,NA,NA,NA,NA,NA,NA,1.4,7,NA,,0.6,2.2,6.5,16.8,73.9,NA,0.2%,
12,Utah Jazz,31.4,50.6,.383,0.41,2.83,-3.75,29-45,2-6,36-46,29-53,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Memphis Grizzlies,27.2,54.8,.332,0.60,-1.00,-6.37,24-49,3-6,33-49,24-58,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,21.2,60.8,.259,0.77,0.34,-8.22,19-55,2-6,26-56,19-63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,20.4,61.6,.249,0.63,1.34,-6.45,18-56,2-6,25-57,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
