Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,59.0,23.0,.720,1.74,-0.58,10.22,16-5,43-18,71-11,46-36,100.0%,79.7%,45.0%,32.7%,59,1,0.327,bos,Celtics
2,Philadelphia 76ers,55.3,26.7,.674,1.23,-0.74,8.33,14-7,41-20,68-14,40-42,99.9%,19.7%,27.0%,17.6%,55,0.9990000000000001,0.17600000000000002,phi,76ers
3,Orlando Magic,50.0,32.0,.609,-0.85,0.03,4.06,15-7,35-25,64-18,34-48,95.5%,86.8%,6.3%,2.7%,50,0.955,0.027000000000000003,orl,Magic
4,Milwaukee Bucks,48.7,33.3,.594,-0.27,0.25,3.14,15-7,34-26,62-20,34-48,91.6%,52.5%,4.9%,2.0%,49,0.9159999999999999,0.02,mil,Bucks
5,Brooklyn Nets,47.7,34.3,.582,0.51,-0.05,4.28,12-9,36-25,61-21,32-50,88.2%,0.6%,5.9%,2.7%,48,0.882,0.027000000000000003,bkn,Nets
6,Indiana Pacers,46.7,35.3,.570,-0.27,0.22,3.24,12-8,35-27,59-23,32-50,82.8%,32.8%,4.0%,1.5%,47,0.828,0.015,ind,Pacers
7,New York Knicks,46.0,36.0,.561,-0.04,0.55,3.25,12-9,34-27,59-23,29-53,78.4%,0.1%,3.5%,1.3%,46,0.784,0.013000000000000001,ny,Knicks
8,Cleveland Cavaliers,45.0,37.0,.549,0.80,-0.14,1.48,13-9,32-28,58-24,29-53,69.0%,14.8%,1.8%,0.6%,45,0.69,0.006,cle,Cavaliers
9,Miami Heat,43.2,38.8,.527,-0.07,-0.02,0.79,12-10,31-29,57-25,29-53,50.9%,9.6%,0.9%,0.2%,43,0.509,0.002,mia,Heat
10,Atlanta Hawks,41.0,41.0,.500,1.27,-0.04,1.03,9-12,32-29,56-26,26-56,32.4%,3.6%,0.6%,0.2%,41,0.324,0.002,atl,Hawks
11,Toronto Raptors,37.5,44.5,.458,0.77,0.15,-0.96,9-13,29-31,51-31,24-58,9.9%,,,0,38,0.099,0,tor,Raptors
12,Chicago Bulls,33.5,48.5,.409,0.28,0.05,-3.81,9-14,25-34,48-34,22-60,1.4%,,,0,34,0.013999999999999999,0,chi,Bulls
13,Charlotte Hornets,28.3,53.7,.345,0.68,0.48,-7.23,7-13,21-41,42-40,15-67,0,,,0,28,0,0,cha,Hornets
14,Washington Wizards,23.2,58.8,.283,0.96,0.44,-8.08,3-18,20-41,37-45,11-71,0,,,0,23,0,0,wsh,Wizards
15,Detroit Pistons,18.7,63.3,.228,-0.01,0.79,-10.24,2-20,17-43,33-49,7-75,0,,,0,19,0,0,det,Pistons
1,Minnesota Timberwolves,55.7,26.3,.680,-1.33,-0.32,6.48,17-4,39-22,68-14,42-40,99.9%,64.3%,29.0%,12.7%,56,0.9990000000000001,0.127,min,T-Wolves
2,Oklahoma City Thunder,53.9,28.1,.657,-0.06,-0.62,7.18,14-7,40-21,68-14,40-42,99.8%,32.8%,33.1%,15.3%,54,0.998,0.153,okc,Thunder
3,Denver Nuggets,48.2,33.8,.588,0.14,-0.57,3.14,14-9,34-25,62-20,34-48,94.0%,2.9%,8.9%,2.7%,48,0.94,0.027000000000000003,den,Nuggets
4,Houston Rockets,47.4,34.6,.578,0.48,-0.82,3.90,10-9,37-26,60-22,32-50,90.9%,59.8%,10.5%,3.5%,47,0.909,0.035,hou,Rockets
5,Dallas Mavericks,45.6,36.4,.556,-1.57,0.06,1.62,13-8,33-28,59-23,31-51,78.4%,35.0%,3.8%,1.0%,46,0.784,0.01,dal,Mavericks
6,Los Angeles Lakers,45.1,36.9,.550,0.01,0.03,1.19,14-9,31-28,60-22,32-50,75.0%,32.3%,3.2%,0.7%,45,0.75,0.006999999999999999,lal,Lakers
7,LA Clippers,44.5,37.5,.543,-1.62,0.10,2.43,11-10,34-27,58-24,31-51,72.2%,27.5%,4.9%,1.4%,44,0.722,0.013999999999999999,lac,Clippers
8,Golden State Warriors,43.6,38.4,.531,1.41,-0.94,1.81,10-12,34-26,57-25,30-52,63.4%,18.8%,3.6%,0.9%,44,0.634,0.009000000000000001,gs,Warriors
9,Sacramento Kings,43.2,38.8,.526,0.38,0.00,0.08,12-8,31-31,59-23,28-54,56.1%,15.6%,1.6%,0.3%,43,0.561,0.003,sac,Kings
10,Phoenix Suns,41.1,40.9,.501,-2.39,0.48,-0.25,12-10,29-31,55-27,26-56,36.3%,5.9%,0.8%,0.1%,41,0.363,0.001,phx,Suns
11,New Orleans Pelicans,40.8,41.2,.498,0.01,-0.30,-0.73,12-11,29-30,56-26,27-55,34.1%,5.2%,0.6%,0.1%,41,0.341,0.001,no,Pelicans
12,Memphis Grizzlies,26.2,55.8,.320,-1.76,0.69,-7.66,6-15,20-41,42-40,14-68,0,,,0,26,0,0,mem,Grizzlies
13,Portland Trail Blazers,26.2,55.8,.319,-0.89,0.71,-7.79,6-15,20-41,41-41,15-67,0,,,0,26,0,0,por,Blazers
14,Utah Jazz,24.0,58.0,.293,-0.97,1.01,-9.69,7-15,17-43,37-45,13-69,0,,,0,24,0,0,uta,Jazz
15,San Antonio Spurs,20.6,61.4,.251,1.55,0.05,-10.50,3-18,18-43,33-49,9-73,0,,,0,21,0,0,sa,Spurs
