Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,50.5,29.5,.631,-7.96,-1.02,12.54,4-0,47-29,66-14,35-45,100.0%,60.4%,32.4%,15.8%,50,1,0.158,bos
2,Philadelphia 76ers,48.8,31.2,.610,-1.19,-1.34,11.06,3-1,46-30,63-17,31-49,99.7%,37.5%,27.4%,12.6%,49,0.997,0.126,phi
3,Orlando Magic,47.6,32.4,.595,4.09,-1.92,7.69,3-2,45-30,67-13,30-50,99.5%,85.1%,21.5%,9.2%,48,0.995,0.092,orl
4,Atlanta Hawks,41.5,38.5,.519,-4.99,-0.76,0.61,3-2,39-36,57-23,26-54,87.6%,14.0%,5.7%,1.7%,42,0.8759999999999999,0.017,atl
5,Toronto Raptors,40.0,40.0,.500,1.78,-1.04,0.28,2-4,38-36,54-26,21-59,80.3%,0.9%,4.7%,1.1%,40,0.8029999999999999,0.011000000000000001,tor
6,New York Knicks,39.5,40.5,.494,-1.50,-0.53,-0.50,2-3,38-37,58-22,22-58,77.6%,0.7%,3.6%,1.0%,40,0.7759999999999999,0.01,ny
7,Brooklyn Nets,37.9,42.1,.473,-6.26,-0.05,-3.76,2-2,36-40,56-24,23-57,62.4%,0.4%,2.0%,0.4%,38,0.624,0.004,bkn
8,Milwaukee Bucks,37.2,42.8,.465,1.35,-0.89,-5.40,2-2,35-41,59-21,19-61,57.6%,48.8%,1.3%,0.2%,37,0.5760000000000001,0.002,mil
9,Detroit Pistons,34.2,45.8,.427,-5.93,-0.60,-6.43,2-4,32-42,51-29,19-61,30.2%,19.3%,0.5%,0,34,0.302,0,det
10,Miami Heat,34.3,45.7,.429,0.47,-0.78,-6.53,1-4,33-42,50-30,20-60,29.5%,0.6%,0.4%,0.1%,34,0.295,0.001,mia
11,Indiana Pacers,33.1,46.9,.414,-5.47,-0.31,-11.22,2-2,31-45,51-29,18-62,20.9%,13.3%,0.2%,0,33,0.209,0,ind
12,Cleveland Cavaliers,33.0,47.0,.412,-4.16,-0.54,-9.36,2-3,31-44,49-31,17-63,20.6%,12.2%,0.2%,0,33,0.20600000000000002,0,cle
13,Charlotte Hornets,32.1,47.9,.402,-4.12,-0.23,-10.87,1-3,31-45,48-32,16-64,15.3%,0.3%,0.1%,0,32,0.153,0,cha
14,Chicago Bulls,31.3,48.7,.391,-4.09,-0.34,-11.49,2-3,29-46,48-32,17-63,11.1%,6.4%,0.1%,0,31,0.111,0,chi
15,Washington Wizards,30.6,49.4,.382,-2.57,-0.13,-13.57,1-3,30-46,48-32,14-66,7.9%,0.1%,0.1%,0,31,0.079,0,wsh
1,LA Clippers,51.5,28.5,.644,3.53,0.15,15.73,3-2,49-26,66-14,36-44,99.1%,42.6%,30.9%,20.9%,52,0.991,0.209,lac
2,Golden State Warriors,50.7,29.3,.634,4.46,0.47,13.26,4-1,47-28,67-13,35-45,98.5%,34.3%,23.0%,13.9%,51,0.985,0.139,gs
3,Sacramento Kings,47.7,32.3,.596,9.52,0.19,12.52,2-2,46-30,62-18,29-51,92.4%,11.4%,14.0%,7.9%,48,0.924,0.079,sac
4,Los Angeles Lakers,47.1,32.9,.589,9.84,-0.04,9.04,3-2,44-31,63-17,30-50,90.1%,9.7%,10.5%,5.7%,47,0.9009999999999999,0.057,lal
5,Denver Nuggets,46.5,33.5,.582,-0.02,0.50,7.18,4-1,43-32,63-17,31-49,88.1%,62.1%,8.0%,3.9%,46,0.8809999999999999,0.039,den
6,Phoenix Suns,43.5,36.5,.543,4.30,0.65,6.10,2-3,41-34,58-22,28-52,68.3%,2.0%,4.5%,2.0%,44,0.6829999999999999,0.02,phx
7,Minnesota Timberwolves,42.8,37.2,.535,0.38,0.73,5.38,2-2,41-35,60-20,27-53,62.4%,22.0%,3.5%,1.6%,43,0.624,0.016,min
8,Dallas Mavericks,42.4,37.6,.530,-7.28,0.94,1.72,4-0,38-38,58-22,28-52,58.2%,55.5%,1.8%,0.6%,42,0.5820000000000001,0.006,dal
9,Utah Jazz,40.8,39.2,.510,6.17,0.24,2.50,2-4,39-35,58-22,26-54,43.3%,9.7%,2.0%,0.7%,41,0.433,0.006999999999999999,uta
10,Portland Trail Blazers,39.4,40.6,.493,5.67,0.38,0.07,2-3,37-38,55-25,23-57,30.4%,5.5%,0.8%,0.3%,39,0.304,0.003,por
11,New Orleans Pelicans,39.3,40.7,.491,-2.14,1.04,-1.94,4-1,35-40,55-25,25-55,29.4%,22.1%,0.5%,0.1%,39,0.294,0.001,no
12,San Antonio Spurs,39.1,40.9,.488,4.55,0.38,-1.65,3-2,36-39,55-25,21-59,27.7%,19.8%,0.5%,0.2%,39,0.27699999999999997,0.002,sa
13,Oklahoma City Thunder,35.7,44.3,.446,-4.41,1.56,-4.81,3-2,33-42,50-30,21-59,7.7%,0.8%,0.1%,0,36,0.077,0,okc
14,Houston Rockets,34.1,45.9,.426,2.11,0.79,-6.89,1-3,33-43,51-29,20-60,4.3%,2.6%,,0,34,0.043,0,hou
15,Memphis Grizzlies,27.4,52.6,.343,-0.82,1.44,-12.22,0-5,27-48,42-38,14-66,0,0.1%,,0,27,0,0,mem
