Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.6,17.4,.788,-0.46,-1.73,10.95,59-16,6-1,66-16,61-21,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,75.6%,59.9%
2,Milwaukee Bucks,50.9,31.1,.620,-0.37,1.86,3.05,47-28,4-3,54-28,47-35,100.0%,67.5%,NA,66,27.8,4.9,1.1,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,5.3%,1.7%
3,Cleveland Cavaliers,49.6,32.4,.605,-0.34,-1.41,2.67,46-30,4-2,52-30,46-36,100.0%,32.2%,NA,29.8,38.2,20.4,8.7,2.5,0.3,0.1,NA,99.6,0.4,NA,NA,NA,,NA,4.0%,1.4%
4,Orlando Magic,47.6,34.4,.580,-0.58,0.28,1.66,44-31,4-3,51-31,44-38,97.9%,75.4%,NA,2.9,13.8,29.5,28.3,14.7,5.4,3.3,NA,89.2,6.3,4.5,NA,NA,,NA,2.3%,0.6%
5,New York Knicks,48.1,33.9,.586,-0.29,1.06,4.18,44-31,4-3,51-31,44-38,99.2%,,NA,1,17.5,30.2,29.1,16.3,3.3,1.8,NA,94.1,5.2,0.7,NA,NA,,NA,6.9%,2.6%
6,Indiana Pacers,46.4,35.6,.565,-0.23,0.13,2.24,43-33,3-3,49-33,43-39,93.1%,0.2%,NA,0.1,1.5,7.1,18.5,36.1,19.2,10.7,NA,63.3,28.1,8.6,NA,NA,,NA,2.5%,0.8%
7,Miami Heat,45.9,36.1,.559,-0.59,-0.67,0.89,42-33,4-3,49-33,42-40,87.3%,24.6%,NA,0.1,1.1,8,13.2,23,25,16.9,NA,45.4,37.7,16.9,NA,NA,,NA,1.1%,0.3%
8,Philadelphia 76ers,44.9,37.1,.548,-0.22,-3.61,1.99,41-35,4-2,47-35,41-41,82.5%,,NA,NA,NA,NA,1.1,7.3,46.8,27.2,NA,8.5,22.3,69.2,NA,NA,,NA,2.2%,0.6%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,38.2,43.8,.466,-0.19,-0.30,-1.38,35-40,3-4,42-40,35-47,21.0%,,NA,NA,NA,NA,NA,NA,NA,21,NA,,NA,NA,27.5,72.5,,NA,,
10,Chicago Bulls,38.7,43.3,.472,-0.26,-0.64,-1.88,36-40,3-3,42-40,36-46,19.1%,,NA,NA,NA,NA,NA,NA,NA,19.1,NA,,NA,NA,72.5,27.5,,NA,,
11,Brooklyn Nets,31.8,50.2,.387,-0.04,-0.71,-2.67,29-47,3-3,35-47,29-53,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
12,Toronto Raptors,25.2,56.8,.308,-0.03,0.22,-5.84,23-52,2-5,30-52,23-59,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
13,Charlotte Hornets,19.4,62.6,.237,-0.01,2.20,-10.61,18-57,1-6,24-58,18-64,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.6,65.4,.202,0.03,0.43,-9.47,15-61,2-4,21-61,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.0,67.0,.183,0.26,-2.06,-8.55,13-62,2-5,20-62,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,56.9,25.1,.693,-0.03,-0.90,6.60,52-23,5-2,59-23,52-30,100.0%,44.8%,44.8,33.1,22,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,27.7%,10.1%
2,Oklahoma City Thunder,56.7,25.3,.691,-0.13,0.51,7.10,52-23,5-2,59-23,52-30,100.0%,29.6%,29.6,34.8,35.5,0.2,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.2%,12.2%
3,Denver Nuggets,56.9,25.1,.694,0.06,-1.41,4.83,53-23,4-2,59-23,53-29,100.0%,25.7%,25.7,32.1,42.2,0.1,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,13.8%,4.0%
4,Los Angeles Clippers,51.2,30.8,.625,0.03,0.80,3.38,47-28,4-3,54-28,47-35,99.7%,96.5%,NA,NA,0.3,74.5,20.1,3.4,0.9,0.5,NA,98.4,1.4,0.2,NA,NA,,NA,6.7%,1.4%
5,New Orleans Pelicans,49.5,32.5,.604,0.08,-0.78,4.80,45-30,4-3,52-30,45-37,96.7%,48.7%,NA,NA,NA,17.6,31.6,34.9,8.9,3.8,NA,84.0,11.4,3.4,1,0.2,,NA,11.1%,2.9%
6,Dallas Mavericks,49.2,32.8,.600,0.18,-1.23,2.52,45-30,4-3,52-30,45-37,95.9%,51.3%,NA,NA,NA,6.5,43.3,33.5,8.6,4,NA,83.3,12.2,3.9,0.6,NA,,NA,3.4%,0.6%
7,Sacramento Kings,47.3,34.7,.577,0.33,2.65,1.74,44-31,3-4,51-31,44-38,71.0%,2.4%,NA,NA,NA,0.8,2.6,13.4,34,20.1,NA,16.9,39.2,29.6,11.9,2.4,0.1,NA,1.7%,0.3%
8,Phoenix Suns,47.2,34.8,.576,-0.39,4.17,2.35,44-31,3-4,51-31,44-38,66.1%,0.9%,NA,NA,NA,0.3,2.2,12.2,29.6,21.8,NA,14.7,24.9,33.8,21.3,5.3,0.1,NA,1.8%,0.4%
