Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,61.2,20.8,.747,1.34,-1.03,10.49,21-6,40-15,73-9,49-33,100.0%,73.9%,44.9%,32.7%,61,1,0.327,bos,Celtics
2,Philadelphia 76ers,58.7,23.3,.716,-0.84,-0.49,10.53,19-8,40-15,71-11,45-37,100.0%,26.1%,42.6%,30.7%,59,1,0.307,phi,76ers
3,Milwaukee Bucks,51.5,30.5,.628,-1.50,0.46,3.94,20-7,32-23,64-18,39-43,99.5%,86.0%,4.8%,1.9%,52,0.995,0.019,mil,Bucks
4,Orlando Magic,47.7,34.3,.582,-0.27,-0.46,2.61,16-10,32-24,59-23,34-48,94.0%,77.8%,2.6%,0.9%,48,0.94,0.009000000000000001,orl,Magic
5,New York Knicks,46.7,35.3,.570,-0.41,0.53,2.93,16-11,31-24,61-21,33-49,91.7%,,2.4%,0.9%,47,0.917,0.009000000000000001,ny,Knicks
6,Cleveland Cavaliers,45.5,36.5,.555,1.03,-0.71,1.38,16-12,29-25,58-24,33-49,84.1%,10.4%,1.0%,0.2%,46,0.841,0.002,cle,Cavaliers
7,Indiana Pacers,42.6,39.4,.519,-0.67,0.34,0.83,14-12,29-27,57-25,29-53,62.5%,3.5%,0.6%,0.2%,43,0.625,0.002,ind,Pacers
8,Miami Heat,42.6,39.4,.519,-1.27,0.29,-0.16,16-12,27-27,55-27,29-53,58.5%,15.3%,0.3%,0,43,0.585,0,mia,Heat
9,Brooklyn Nets,41.2,40.8,.503,0.25,-0.06,0.51,13-14,28-27,53-29,28-54,47.7%,,0.3%,0.1%,41,0.47700000000000004,0.001,bkn,Nets
10,Atlanta Hawks,40.9,41.1,.499,0.47,-0.21,0.72,12-15,29-26,53-29,27-55,43.5%,6.9%,0.4%,0.1%,41,0.435,0.001,atl,Hawks
11,Toronto Raptors,36.7,45.3,.447,0.44,-0.09,-1.49,11-16,26-29,49-33,24-58,10.0%,,,0,37,0.1,0,tor,Raptors
12,Chicago Bulls,36.3,45.7,.443,0.44,-0.53,-2.32,12-17,24-29,49-33,25-57,8.4%,,,0,36,0.084,0,chi,Bulls
13,Charlotte Hornets,22.1,59.9,.270,0.25,0.56,-10.33,7-19,15-41,37-45,11-71,0,,,0,22,0,0,cha,Hornets
14,Washington Wizards,20.8,61.2,.253,0.52,0.29,-9.36,4-22,17-39,33-49,9-73,0,,,0,21,0,0,wsh,Wizards
15,Detroit Pistons,16.6,65.4,.203,0.96,0.12,-10.93,2-25,15-40,31-51,6-76,0,,,0,17,0,0,det,Pistons
1,Minnesota Timberwolves,56.7,25.3,.691,-0.09,-0.54,6.68,20-6,37-19,68-14,43-39,100.0%,60.2%,25.8%,9.2%,57,1,0.092,min,T-Wolves
2,Oklahoma City Thunder,54.6,27.4,.665,-0.03,-0.49,7.21,17-8,38-19,66-16,42-40,99.9%,26.8%,27.4%,10.6%,55,0.9990000000000001,0.106,okc,Thunder
3,Denver Nuggets,52.9,29.1,.646,0.65,-0.79,5.51,19-10,34-19,66-16,39-43,99.5%,13.0%,18.4%,5.9%,53,0.995,0.059000000000000004,den,Nuggets
4,LA Clippers,51.0,31.0,.622,-0.93,0.03,5.48,17-10,34-21,63-19,38-44,98.5%,81.7%,15.9%,4.5%,51,0.985,0.045,lac,Clippers
5,Houston Rockets,45.8,36.2,.558,-0.04,-0.47,2.96,13-12,33-24,60-22,31-51,79.9%,46.7%,4.4%,1.0%,46,0.799,0.01,hou,Rockets
6,Sacramento Kings,45.3,36.7,.553,0.93,-0.11,0.93,16-10,29-27,62-20,33-49,71.3%,9.4%,1.5%,0.2%,45,0.713,0.002,sac,Kings
7,New Orleans Pelicans,44.6,37.4,.544,-0.54,0.05,1.46,16-12,29-25,59-23,31-51,68.8%,28.3%,2.1%,0.3%,45,0.688,0.003,no,Pelicans
8,Dallas Mavericks,44.0,38.0,.536,-0.81,0.18,0.45,16-11,28-27,57-25,31-51,61.4%,25.0%,1.0%,0.2%,44,0.614,0.002,dal,Mavericks
9,Golden State Warriors,44.9,37.1,.548,1.88,-1.18,2.33,13-14,32-23,58-24,32-50,72.8%,7.6%,2.9%,0.4%,45,0.728,0.004,gs,Warriors
10,Los Angeles Lakers,40.6,41.4,.496,-0.45,0.60,-0.70,15-13,26-28,54-28,28-54,28.9%,0.9%,0.4%,0.1%,41,0.289,0.001,lal,Lakers
11,Phoenix Suns,39.4,42.6,.480,-1.93,0.74,-0.89,14-13,25-30,52-30,26-56,18.9%,0.4%,0.2%,0,39,0.18899999999999997,0,phx,Suns
12,Utah Jazz,27.1,54.9,.331,-0.15,0.93,-7.51,10-18,17-37,40-42,14-68,0,,,0,27,0,0,uta,Jazz
13,Memphis Grizzlies,26.0,56.0,.317,-0.54,0.51,-7.00,7-19,19-37,42-40,14-68,0,,,0,26,0,0,mem,Grizzlies
14,Portland Trail Blazers,25.6,56.4,.312,-0.55,0.89,-7.01,7-19,19-37,40-42,14-68,0,,,0,26,0,0,por,Blazers
15,San Antonio Spurs,20.5,61.5,.250,1.90,-0.08,-9.72,4-22,17-39,32-50,9-73,0,,,0,20,0,0,sa,Spurs
