Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.6,26.4,.678,-0.26,-0.03,5.59,37-16,19-10,64-18,47-35,100.0%,88.6%,34.7%,23.0%,56,1,0.23,bos
2,Milwaukee Bucks,51.8,30.2,.631,-0.21,0.42,2.21,36-17,16-13,61-21,41-41,100.0%,62.9%,9.4%,4.6%,52,1,0.046,mil
3,Philadelphia 76ers,51.2,30.8,.624,-0.60,1.07,3.34,34-17,17-14,61-21,41-41,99.9%,10.1%,14.2%,7.6%,51,0.9990000000000001,0.076,phi
4,Cleveland Cavaliers,50.1,31.9,.611,0.20,-0.98,4.87,32-22,18-10,58-24,41-41,99.9%,37.1%,24.8%,15.4%,50,0.9990000000000001,0.154,cle
5,Brooklyn Nets,48.6,33.4,.592,-0.12,0.35,2.02,32-20,17-13,58-24,38-44,99.2%,1.3%,6.6%,2.9%,49,0.992,0.028999999999999998,bkn
6,Miami Heat,43.2,38.8,.527,0.09,0.11,0.20,29-25,14-14,54-28,33-49,74.5%,66.0%,2.3%,0.8%,43,0.745,0.008,mia
7,New York Knicks,42.7,39.3,.521,-0.09,0.46,1.49,28-26,15-13,52-30,33-49,70.6%,,3.8%,1.5%,43,0.706,0.015,ny
8,Atlanta Hawks,41.0,41.0,.500,-0.08,0.13,-0.32,27-27,14-14,51-31,31-51,47.0%,23.6%,0.9%,0.2%,41,0.47,0.002,atl
9,Chicago Bulls,40.8,41.2,.497,0.29,-0.31,0.64,25-27,16-14,51-31,31-51,45.6%,,1.8%,0.6%,41,0.456,0.006,chi
10,Washington Wizards,39.0,42.0,.481,0.24,-0.09,0.01,24-28,15-14,50-31,29-52,28.8%,10.3%,0.7%,0.3%,39,0.28800000000000003,0.003,wsh
11,Toronto Raptors,38.8,43.2,.474,0.26,-0.28,0.79,24-30,15-13,49-33,30-52,22.1%,,0.9%,0.3%,39,0.221,0.003,tor
12,Indiana Pacers,37.8,44.2,.461,0.35,-0.15,-1.60,25-29,13-15,47-35,29-53,11.9%,,0.1%,0,38,0.11900000000000001,0,ind
13,Orlando Magic,33.3,48.7,.406,0.32,-0.12,-2.91,21-32,12-17,44-38,24-58,0.5%,0.1%,,0,33,0.005,0,orl
14,Detroit Pistons,22.8,58.2,.281,0.62,-0.17,-6.71,14-40,9-18,33-48,15-66,0,,,0,23,0,0,det
15,Charlotte Hornets,24.8,57.2,.303,0.48,0.05,-6.12,15-39,10-18,34-48,16-66,0,,,0,25,0,0,cha
1,Denver Nuggets,54.8,27.2,.668,-0.20,-0.29,4.28,37-16,18-11,64-18,44-38,100.0%,100.0%,32.8%,17.4%,55,1,0.174,den
2,Memphis Grizzlies,50.2,31.8,.612,-0.18,-0.42,3.55,32-20,18-12,59-23,41-41,99.9%,96.5%,22.5%,10.4%,50,0.9990000000000001,0.10400000000000001,mem
3,Sacramento Kings,46.3,35.7,.564,-0.54,0.16,2.48,29-22,17-14,55-27,36-46,95.4%,66.7%,13.8%,5.4%,46,0.9540000000000001,0.054000000000000006,sac
4,Phoenix Suns,43.1,38.9,.525,-0.08,0.37,1.23,29-26,14-13,52-30,34-48,75.9%,18.5%,6.1%,1.9%,43,0.759,0.019,phx
5,Dallas Mavericks,42.5,39.5,.519,0.05,-0.46,0.40,28-26,15-13,52-30,34-48,67.0%,2.4%,3.7%,1.2%,42,0.67,0.012,dal
6,LA Clippers,42.1,39.9,.513,-0.69,1.19,-0.50,30-26,12-14,51-31,32-50,55.9%,8.0%,1.9%,0.5%,42,0.5589999999999999,0.005,lac
7,New Orleans Pelicans,42.2,39.8,.514,-0.06,-0.34,1.20,27-27,15-13,52-30,32-50,62.1%,1.1%,5.1%,1.7%,42,0.621,0.017,no
8,Golden State Warriors,41.4,40.6,.505,0.01,-0.05,-0.21,27-26,14-15,51-31,32-50,50.0%,6.6%,2.1%,0.6%,41,0.5,0.006,gs
9,Utah Jazz,41.7,40.3,.509,-0.04,-0.07,1.04,27-27,15-13,52-30,33-49,57.2%,,4.0%,1.2%,42,0.5720000000000001,0.012,uta
10,Oklahoma City Thunder,41.5,40.5,.507,0.18,-0.44,1.62,25-27,17-13,52-30,31-51,53.6%,,4.7%,1.7%,42,0.536,0.017,okc
11,Portland Trail Blazers,40.7,41.3,.497,-0.21,0.27,0.34,26-27,15-14,50-32,31-51,41.0%,,1.9%,0.5%,41,0.41,0.005,por
12,Minnesota Timberwolves,40.4,41.6,.493,-0.38,0.65,-0.36,28-27,12-15,51-31,31-51,33.7%,,1.3%,0.4%,40,0.337,0.004,min
13,Los Angeles Lakers,38.0,44.0,.463,-0.06,0.22,-1.32,25-29,13-15,49-33,28-54,8.6%,0.3%,0.2%,0.1%,38,0.086,0.001,lal
14,Houston Rockets,21.6,60.4,.263,0.21,0.44,-7.47,13-40,9-20,32-50,13-69,0,,,0,22,0,0,hou
15,San Antonio Spurs,21.2,60.8,.259,0.48,-0.01,-9.29,14-39,7-22,30-52,14-68,0,,,0,21,0,0,sa
