Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,62.8,19.2,.766,0.44,-1.45,10.12,34-10,29-9,71-11,53-29,100.0%,97.4%,57.9%,41.2%,63,1,0.41200000000000003,bos,Celtics
2,Philadelphia 76ers,55.8,26.2,.680,-1.03,-0.21,7.23,29-13,27-13,66-16,45-37,100.0%,2.6%,24.4%,13.4%,56,1,0.134,phi,76ers
3,Milwaukee Bucks,51.3,30.7,.625,-1.24,0.98,2.85,30-13,21-18,62-20,41-41,99.5%,53.2%,3.3%,0.9%,51,0.995,0.009000000000000001,mil,Bucks
4,Cleveland Cavaliers,50.7,31.3,.619,-0.33,-0.57,3.98,26-15,25-16,61-21,37-45,99.6%,44.7%,5.6%,2.1%,51,0.996,0.021,cle,Cavaliers
5,New York Knicks,50.0,32.0,.610,-0.33,0.24,4.26,27-17,23-15,60-22,39-43,99.3%,,6.1%,2.6%,50,0.993,0.026000000000000002,ny,Knicks
6,Indiana Pacers,44.4,37.6,.541,-0.31,0.04,1.42,24-20,20-18,55-27,34-48,85.8%,2.1%,1.3%,0.3%,44,0.858,0.003,ind,Pacers
7,Orlando Magic,44.6,37.4,.544,0.58,-1.72,0.86,23-21,22-16,56-26,33-49,87.2%,61.4%,1.0%,0.1%,45,0.872,0.001,orl,Magic
8,Miami Heat,43.0,39.0,.524,-0.88,0.06,-0.69,24-19,19-20,54-28,32-50,74.4%,38.4%,0.4%,0.1%,43,0.7440000000000001,0.001,mia,Heat
9,Chicago Bulls,38.2,43.8,.465,-0.21,-0.40,-1.66,21-24,17-20,50-32,28-54,27.0%,,,0,38,0.27,0,chi,Bulls
10,Brooklyn Nets,34.7,47.3,.424,-0.19,0.11,-1.84,17-26,18-21,46-36,24-58,11.4%,,,0,35,0.114,0,bkn,Nets
11,Atlanta Hawks,35.0,47.0,.427,-0.09,0.01,-2.79,18-25,17-22,46-36,24-58,10.5%,0.2%,,0,35,0.105,0,atl,Hawks
12,Toronto Raptors,33.4,48.6,.408,0.07,-0.33,-1.95,16-28,17-21,43-39,23-59,5.3%,,,0,33,0.053,0,tor,Raptors
13,Charlotte Hornets,19.9,62.1,.243,0.26,0.28,-10.86,10-31,10-31,31-51,11-71,0,,,0,20,0,0,cha,Hornets
14,Washington Wizards,17.4,64.6,.213,-0.27,0.61,-9.77,7-35,10-30,29-53,9-73,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,14.0,68.0,.171,0.42,-0.01,-10.16,4-39,10-29,26-56,5-77,0,,,0,14,0,0,det,Pistons
1,Oklahoma City Thunder,57.4,24.6,.700,0.13,-0.74,8.06,30-13,27-12,66-16,46-36,100.0%,58.9%,37.6%,18.0%,57,1,0.18,okc,Thunder
2,Minnesota Timberwolves,56.0,26.0,.683,0.51,-0.86,6.09,30-13,26-13,65-17,44-38,100.0%,27.5%,19.6%,7.5%,56,1,0.075,min,T-Wolves
3,Denver Nuggets,54.8,27.2,.669,0.20,-0.55,5.18,31-14,24-13,65-17,43-39,100.0%,13.6%,14.2%,4.9%,55,1,0.049,den,Nuggets
4,LA Clippers,53.4,28.6,.651,-0.16,-0.06,5.73,28-14,25-15,64-18,42-40,100.0%,98.5%,16.0%,5.8%,53,1,0.057999999999999996,lac,Clippers
5,New Orleans Pelicans,49.5,32.5,.604,-0.09,-0.11,4.86,26-18,24-14,59-23,38-44,98.6%,88.7%,9.3%,2.7%,50,0.986,0.027000000000000003,no,Pelicans
6,Sacramento Kings,44.1,37.9,.537,0.20,0.65,0.82,24-18,20-20,54-28,34-48,69.2%,0.9%,0.8%,0.1%,44,0.6920000000000001,0.001,sac,Kings
7,Dallas Mavericks,43.5,37.5,.537,-0.13,0.18,0.73,24-19,19-19,55-26,33-48,68.2%,8.3%,0.7%,0.1%,44,0.682,0.001,dal,Mavericks
8,Phoenix Suns,43.5,38.5,.531,-1.31,1.26,0.62,25-18,19-20,54-28,32-50,63.1%,0.5%,0.8%,0.1%,44,0.631,0.001,phx,Suns
9,Houston Rockets,41.7,40.3,.509,0.74,-0.83,1.08,20-22,22-18,52-30,30-52,45.2%,3.0%,0.7%,0.1%,42,0.452,0.001,hou,Rockets
10,Golden State Warriors,38.7,41.3,.483,0.97,-0.75,-0.03,18-22,21-19,50-30,27-53,22.5%,0.1%,0.2%,0,39,0.225,0,gs,Warriors
11,Los Angeles Lakers,39.6,42.4,.483,0.44,0.32,-0.60,22-23,18-19,50-32,29-53,21.2%,,0.1%,0,40,0.212,0,lal,Lakers
12,Utah Jazz,38.1,42.9,.471,0.41,0.46,-1.66,22-23,16-20,49-32,28-53,12.0%,,,0,38,0.12,0,uta,Jazz
13,Memphis Grizzlies,31.2,50.8,.381,0.53,-0.15,-4.94,16-27,15-24,43-39,20-62,0,,,0,31,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.4,59.6,.273,0.32,1.06,-9.06,12-31,10-29,34-48,14-68,0,,,0,22,0,0,por,Blazers
15,San Antonio Spurs,18.7,63.3,.227,0.35,0.96,-8.60,8-35,11-28,32-50,10-72,0,,,0,19,0,0,sa,Spurs
