Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,65.5,16.5,.799,0.03,-2.13,11.45,48-12,17-5,70-12,58-24,100.0%,100.0%,76.4%,60.4%,66,1,0.604,bos,Celtics
2,Cleveland Cavaliers,52.1,29.9,.636,-0.66,0.14,4.18,39-21,13-9,60-22,44-38,99.9%,56.8%,7.3%,2.7%,52,0.9990000000000001,0.027000000000000003,cle,Cavaliers
3,Milwaukee Bucks,52.0,30.0,.634,-0.84,1.88,3.63,41-21,11-9,60-22,44-38,99.9%,43.1%,5.3%,1.9%,52,0.9990000000000001,0.019,mil,Bucks
4,New York Knicks,48.6,33.4,.592,-0.04,-0.01,3.68,36-25,13-8,56-26,41-41,98.2%,,4.7%,1.5%,49,0.982,0.015,ny,Knicks
5,Orlando Magic,47.4,34.6,.579,-0.05,-1.60,1.56,35-26,12-9,55-27,38-44,95.1%,62.2%,1.3%,0.3%,47,0.951,0.003,orl,Magic
6,Philadelphia 76ers,47.6,34.4,.580,-0.50,-0.19,2.87,35-25,13-9,55-27,39-43,95.9%,,3.2%,0.8%,48,0.9590000000000001,0.008,phi,76ers
7,Miami Heat,46.0,36.0,.561,-0.28,-1.04,0.44,34-26,12-10,54-28,38-44,88.7%,37.8%,0.8%,0.2%,46,0.887,0.002,mia,Heat
8,Indiana Pacers,44.0,38.0,.536,-0.33,0.82,0.93,34-28,10-10,52-30,35-47,79.6%,0.1%,1.1%,0.2%,44,0.7959999999999999,0.002,ind,Pacers
9,Chicago Bulls,38.7,43.3,.472,-0.20,-0.35,-1.60,29-32,10-11,47-35,31-51,22.7%,,,0,39,0.22699999999999998,0,chi,Bulls
10,Atlanta Hawks,35.5,46.5,.432,-0.15,0.14,-2.45,26-34,9-13,44-38,28-54,11.8%,,,0,36,0.11800000000000001,0,atl,Hawks
11,Brooklyn Nets,33.8,48.2,.413,0.32,-1.08,-1.87,24-37,10-11,41-41,26-56,7.0%,,,0,34,0.07,0,bkn,Nets
12,Toronto Raptors,31.5,50.5,.385,-0.11,0.04,-3.34,23-38,9-12,39-43,25-57,1.2%,,,0,32,0.012,0,tor,Raptors
13,Charlotte Hornets,19.6,62.4,.240,-0.05,1.00,-10.44,15-46,5-16,27-55,15-67,0,,,0,20,0,0,cha,Hornets
14,Detroit Pistons,15.4,66.6,.187,0.28,-0.26,-8.62,9-51,6-16,23-59,9-73,0,,,0,15,0,0,det,Pistons
15,Washington Wizards,14.9,67.1,.181,0.37,-0.42,-9.66,9-52,6-15,22-60,9-73,0,,,0,15,0,0,wsh,Wizards
1,Minnesota Timberwolves,56.4,25.6,.688,-0.22,0.06,6.67,43-19,13-7,63-19,48-34,100.0%,43.9%,28.5%,10.4%,56,1,0.10400000000000001,min,T-Wolves
2,Oklahoma City Thunder,56.6,25.4,.690,-0.15,-0.32,7.44,42-19,15-6,63-19,47-35,100.0%,43.4%,36.1%,13.4%,57,1,0.134,okc,Thunder
3,Denver Nuggets,55.1,26.9,.672,-0.01,-0.21,4.25,42-19,13-8,63-19,46-36,100.0%,12.7%,10.6%,2.6%,55,1,0.026000000000000002,den,Nuggets
4,LA Clippers,52.9,29.1,.645,0.00,-0.04,4.63,39-21,14-8,61-21,45-37,99.9%,98.6%,11.8%,2.9%,53,0.9990000000000001,0.028999999999999998,lac,Clippers
5,New Orleans Pelicans,48.8,33.2,.595,-0.17,0.23,4.37,36-25,13-8,56-26,41-41,97.4%,86.8%,8.1%,1.9%,49,0.9740000000000001,0.019,no,Pelicans
6,Sacramento Kings,45.6,36.4,.556,0.50,0.40,0.75,34-26,12-10,54-28,38-44,72.5%,0.8%,0.9%,0.1%,46,0.725,0.001,sac,Kings
7,Dallas Mavericks,45.4,36.6,.554,0.33,-0.75,1.03,34-27,11-10,53-29,36-46,70.1%,13.2%,1.1%,0.2%,45,0.701,0.002,dal,Mavericks
8,Phoenix Suns,44.8,37.2,.546,-0.98,2.61,1.69,35-26,10-11,53-29,38-44,60.5%,0.2%,1.3%,0.2%,45,0.605,0.002,phx,Suns
9,Golden State Warriors,44.8,37.2,.547,0.57,-1.31,1.94,32-28,13-9,52-30,36-46,60.4%,0.3%,1.4%,0.2%,45,0.604,0.002,gs,Warriors
10,Los Angeles Lakers,43.3,38.7,.528,0.37,0.53,0.03,34-29,9-10,50-32,35-47,36.7%,0.1%,0.4%,0,43,0.36700000000000005,0,lal,Lakers
11,Houston Rockets,38.2,43.8,.466,0.61,-1.51,0.41,26-34,12-10,47-35,30-52,2.4%,,,0,38,0.024,0,hou,Rockets
12,Utah Jazz,35.2,46.8,.430,-0.13,2.53,-2.84,28-34,7-13,43-39,28-54,0,,,0,35,0,0,uta,Jazz
13,Memphis Grizzlies,28.3,53.7,.345,0.62,-0.67,-5.92,21-41,7-13,37-45,22-60,0,,,0,28,0,0,mem,Grizzlies
14,Portland Trail Blazers,23.0,59.0,.280,0.33,1.47,-7.72,17-43,6-16,31-51,17-65,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,19.2,62.8,.234,0.56,0.85,-7.41,13-48,6-15,28-54,13-69,0,,,0,19,0,0,sa,Spurs
