Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.7,19.3,.765,0.80,-0.93,10.57,25-6,38-13,72-10,51-31,100.0%,80.7%,79.8,17.7,2.5,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,47.0%,32.5%
2,Philadelphia 76ers,59.3,22.7,.724,-0.46,-0.68,10.35,22-9,37-14,72-10,48-34,100.0%,19.3%,18.7,65.9,14.5,0.8,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,41.0%,28.6%
3,Milwaukee Bucks,54.2,27.8,.661,-1.06,0.31,4.97,24-8,30-20,66-16,42-40,100.0%,96.9%,1.5,15.6,69.5,10.2,2.3,0.7,0.2,0.1,NA,99.7,0.2,0.1,NA,NA,,NA,6.0%,2.6%
4,Orlando Magic,48.2,33.8,.587,0.08,-0.68,2.50,19-12,29-22,59-23,35-47,96.6%,65.8%,NA,0.6,8.1,41.3,22.5,14.3,6.6,3.2,NA,86.9,8.2,3.3,1.1,0.4,0.1,NA,2.1%,0.7%
5,Miami Heat,45.8,36.2,.559,-0.83,0.03,1.05,19-12,27-24,60-22,32-50,89.1%,33.9%,NA,0.1,2.1,20.9,21.1,20.3,14.7,10,NA,64.4,17.2,11.9,4.4,1.7,0.5,NA,1.0%,0.2%
6,Cleveland Cavaliers,45.3,36.7,.552,1.14,-0.88,1.14,18-14,27-23,58-24,32-50,85.9%,2.5%,NA,0.1,1.7,11.5,21.2,22.2,18,11.3,NA,56.6,21.1,14,5.5,1.9,1.0,NA,0.8%,0.2%
7,New York Knicks,45.2,36.8,.551,0.28,0.27,2.22,17-14,28-23,57-25,33-49,87.2%,,NA,NA,1.3,11.7,22.4,23.1,18,10.8,NA,58.4,19.9,13.3,5.4,1.8,1.1,NA,1.4%,0.4%
8,Indiana Pacers,42.5,39.5,.518,-0.57,0.42,0.79,16-14,26-26,55-27,29-53,67.3%,0.6%,NA,NA,0.4,3.2,8.9,14.2,21.9,18.7,NA,26.7,20.1,24.4,14.8,8,6.0,NA,0.6%,0.2%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Brooklyn Nets,38.7,43.3,.472,-0.41,0.42,-0.69,15-17,24-26,54-28,25-57,29.2%,,NA,NA,NA,0.2,0.9,2.9,9,16.1,NA,4.1,6.6,14.1,25,22.6,27.7,NA,0.1%,
10,Atlanta Hawks,37.3,44.7,.455,0.23,-0.03,-0.42,12-19,25-26,50-32,26-56,18.4%,0.4%,NA,NA,NA,0.2,0.4,1,5,11.8,NA,1.6,2.7,7.4,16.7,22.7,49.0,NA,0.1%,
11,Toronto Raptors,36.6,45.4,.447,0.45,-0.20,-0.87,12-19,25-26,49-33,23-59,14.0%,,NA,NA,NA,NA,0.2,0.7,3.6,9.5,NA,0.9,2.2,6.2,14.2,20,56.6,NA,,
12,Chicago Bulls,36.5,45.5,.445,0.46,-0.59,-2.15,14-19,23-26,49-33,25-57,12.4%,,NA,NA,NA,NA,0.2,0.6,3,8.6,NA,0.8,1.8,5.5,13,20.9,58.1,NA,,
13,Charlotte Hornets,20.8,61.2,.253,0.51,0.46,-10.36,7-23,14-38,32-50,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,20.7,61.3,.252,0.27,0.43,-9.38,6-25,15-36,32-50,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.8,66.2,.193,1.01,0.02,-10.35,2-29,14-37,28-54,5-77,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,57.6,24.4,.702,0.51,-0.92,8.81,21-9,37-15,68-14,45-37,100.0%,49.6%,49.4,36.8,11.4,2.2,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,43.4%,19.0%
2,Minnesota Timberwolves,57.2,24.8,.698,0.36,-0.77,6.36,23-7,34-18,69-13,45-37,100.0%,43.0%,42.9,38.6,15.5,2.4,0.5,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,23.3%,7.6%
3,Denver Nuggets,53.6,28.4,.654,0.28,-0.65,5.28,23-11,31-17,65-17,41-41,99.8%,7.4%,7.4,20.8,51.7,14.2,4,1.4,0.3,0.1,NA,99.4,0.4,0.2,NA,NA,,NA,15.1%,4.5%
4,Los Angeles Clippers,48.3,33.7,.589,-0.85,0.22,3.57,19-12,29-22,62-20,36-46,94.5%,67.5%,0.3,2.8,12.5,37.7,18.2,11.9,6.9,4.2,NA,83.3,7.2,5.1,2.5,1.5,0.5,NA,7.0%,1.7%
5,Houston Rockets,45.2,36.8,.551,0.39,-0.67,2.95,15-15,30-22,57-25,31-51,78.2%,47.4%,NA,0.4,2.7,12.3,20.5,16.1,14,12.3,NA,51.9,14,11.6,10.3,8,4.2,NA,4.1%,0.9%
6,Sacramento Kings,44.7,37.3,.545,0.75,-0.03,0.51,18-12,27-25,57-25,32-50,69.7%,15.2%,NA,0.2,1.9,8.2,14.4,16.2,14.9,13.9,NA,40.8,16.4,15.4,12.8,9.5,5.1,NA,1.1%,0.2%
7,New Orleans Pelicans,44.5,37.5,.543,-0.82,0.25,1.65,18-14,26-24,58-24,31-51,70.3%,30.4%,NA,0.2,1.8,8.7,13.6,15.6,15.7,14.6,NA,40.0,15.6,15.1,13.6,10.1,5.7,NA,2.1%,0.3%
8,Golden State Warriors,44.1,37.9,.537,1.22,-0.98,2.03,15-16,29-22,57-25,30-52,66.5%,11.1%,NA,0.2,1.4,6.5,11.2,16.4,16.5,14.3,NA,35.7,16.1,15.1,13.8,11.4,7.9,NA,2.3%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Dallas Mavericks,43.4,38.6,.529,-0.73,0.28,0.40,18-14,25-25,57-25,31-51,57.3%,22.1%,NA,0.1,0.7,4.7,11.4,11.6,14.1,14.6,NA,28.5,14.5,15.6,17.4,15,9.0,NA,0.9%,0.1%
10,Los Angeles Lakers,42.2,39.8,.514,0.07,0.31,0.23,17-15,25-25,55-27,29-53,45.3%,5.4%,NA,NA,0.4,2.9,4.8,8.2,12.5,16.4,NA,16.4,11.3,15,18.4,22.6,16.2,NA,0.6%,0.1%
11,Phoenix Suns,39.4,42.6,.480,-1.77,0.86,-0.84,16-15,23-28,53-29,27-55,18.5%,0.8%,NA,NA,0.1,0.3,1.1,2.5,5.1,9.5,NA,4.0,4.5,6.9,11.2,21.8,51.5,NA,0.1%,
12,Utah Jazz,29.2,52.8,.356,-0.83,1.40,-6.65,13-19,16-34,42-40,19-63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
13,Memphis Grizzlies,28.3,53.7,.345,0.02,0.22,-6.30,10-21,18-33,41-41,17-65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
14,Portland Trail Blazers,24.7,57.3,.302,-1.20,1.45,-6.98,9-22,16-35,39-43,14-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.3,63.7,.223,0.82,0.48,-10.50,5-26,13-38,31-51,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
