Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.8,19.2,.766,0.61,-1.42,10.39,31-9,32-10,72-10,51-31,100.0%,98.4%,98,1.8,0.2,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,58.9%,41.3%
2,Philadelphia 76ers,54.8,27.2,.668,-0.78,-0.58,7.36,25-13,30-14,64-18,44-38,99.9%,1.6%,1.5,60.1,27.9,6.9,2.4,0.8,0.3,0.1,NA,99.6,0.3,0.1,NA,NA,,NA,23.1%,11.6%
3,Milwaukee Bucks,52.5,29.5,.640,-0.94,0.35,4.09,28-12,25-17,63-19,41-41,99.7%,83.0%,0.5,31.3,42.7,14.6,6.1,3,1.1,0.5,NA,98.1,1.4,0.5,NA,NA,,NA,6.6%,2.3%
4,New York Knicks,48.3,33.7,.589,-0.02,-0.04,3.78,23-17,25-17,60-22,37-45,96.2%,,NA,2.7,9.9,24.5,22,18.4,12.5,6.2,NA,77.5,13.5,8.5,0.4,NA,,NA,4.9%,1.9%
5,Cleveland Cavaliers,47.3,34.7,.577,-0.29,-0.42,2.05,23-15,24-20,59-23,36-46,93.0%,9.8%,NA,2,7.3,17.3,19.4,19.8,17.1,10.2,NA,65.7,19,14.3,0.9,0.1,,NA,2.3%,0.6%
6,Indiana Pacers,46.2,35.8,.564,-0.17,-0.18,1.98,23-17,23-19,60-22,34-48,90.4%,7.3%,NA,1,4.8,12.5,17.2,19.8,21.8,13.4,NA,55.2,21.5,21,2,0.2,0.1,NA,2.0%,0.5%
7,Orlando Magic,46.1,35.9,.562,0.42,-1.44,1.37,22-18,24-18,58-24,34-48,90.2%,50.1%,NA,0.8,4.3,12.7,16.9,20.3,21.5,13.8,NA,55.0,21.6,21.1,2.1,0.3,,NA,1.4%,0.3%
8,Miami Heat,45.6,36.4,.556,-0.94,-0.10,0.33,24-16,22-20,57-25,33-49,86.3%,49.9%,NA,0.5,2.8,11.5,16,17.7,22.5,15.2,NA,48.5,21.5,27.2,2.2,0.4,0.2,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.1,44.9,.453,0.03,-0.61,-2.31,19-23,18-22,49-33,27-55,15.8%,,NA,NA,NA,NA,0.1,0.1,1.7,13.9,NA,0.2,0.6,3.6,38.3,27.8,29.5,NA,,
10,Brooklyn Nets,35.3,46.7,.431,-0.21,0.08,-2.03,16-23,19-24,47-35,25-57,11.5%,,NA,NA,NA,NA,NA,NA,0.9,10.6,NA,,0.3,1.9,22.9,25.9,49.1,NA,,
11,Atlanta Hawks,35.2,46.8,.429,-0.18,0.02,-2.31,16-23,19-24,47-35,24-58,8.8%,,NA,NA,NA,NA,NA,NA,0.4,8.3,NA,,0.1,1.1,17,23.8,57.9,NA,,
12,Toronto Raptors,34.6,47.4,.422,0.09,-0.33,-1.74,15-25,20-22,45-37,24-58,8.3%,,NA,NA,NA,NA,NA,NA,0.3,7.9,NA,0.1,0.2,0.8,14.2,21.5,63.2,NA,,
13,Charlotte Hornets,18.3,63.7,.224,0.10,0.51,-11.66,8-29,10-35,30-52,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,18.2,63.8,.222,-0.30,0.56,-10.09,7-32,11-32,30-52,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,14.3,67.7,.174,0.16,0.31,-10.67,4-36,10-32,25-57,6-76,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.7,24.3,.704,1.12,-1.33,6.91,28-11,30-13,68-14,47-35,100.0%,50.2%,49.5,33.2,12.2,4.1,0.9,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,25.1%,10.4%
2,Oklahoma City Thunder,57.3,24.7,.699,-0.01,-0.55,8.71,27-12,30-13,67-15,46-36,100.0%,44.0%,42.9,36.9,14.3,4.7,1.1,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,39.9%,20.4%
3,Denver Nuggets,53.7,28.3,.655,-0.02,-0.22,5.18,28-13,26-15,65-17,43-39,99.9%,5.8%,5.7,16.7,38.4,25.2,12.1,1.6,0.3,0.1,NA,99.5,0.4,0.1,NA,NA,,NA,11.7%,3.7%
4,Los Angeles Clippers,51.6,30.4,.630,-0.28,0.08,5.21,25-14,27-16,63-19,40-42,99.7%,95.0%,1.7,10.2,24.2,35.9,20.9,5.1,1.1,0.6,NA,98.0,1.4,0.4,0.2,NA,,NA,11.4%,3.9%
5,New Orleans Pelicans,49.5,32.5,.603,0.24,-0.39,4.70,24-17,25-16,60-22,38-44,98.2%,79.4%,0.2,2.8,9.8,23.8,39.2,15.4,4.8,2.2,NA,91.3,5.5,2.1,0.8,0.3,0.1,NA,8.5%,2.5%
