Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.1,24.9,.689,2.03,-0.14,16.53,5-1,50-24,68-12,41-39,100.0%,75.7%,46.5%,31.1%,55,1,0.311,bos
2,Philadelphia 76ers,50.9,29.1,.637,-1.75,0.26,11.42,5-1,46-28,66-14,35-45,99.5%,22.6%,23.9%,12.8%,51,0.995,0.128,phi
3,Atlanta Hawks,46.0,34.0,.575,0.70,0.20,5.99,4-3,42-31,61-19,31-49,93.3%,73.6%,9.6%,4.2%,46,0.9329999999999999,0.042,atl
4,New York Knicks,44.4,35.6,.555,3.42,0.19,5.42,3-4,41-32,61-19,29-51,87.5%,1.4%,7.1%,2.9%,44,0.875,0.028999999999999998,ny
5,Milwaukee Bucks,41.8,38.2,.522,4.06,0.16,1.06,4-2,38-36,58-22,26-54,68.2%,41.5%,2.4%,0.8%,42,0.682,0.008,mil
6,Orlando Magic,41.4,38.6,.517,-1.96,0.49,1.18,4-3,37-36,57-23,25-55,64.6%,19.4%,1.9%,0.5%,41,0.6459999999999999,0.005,orl
7,Indiana Pacers,41.3,38.7,.517,-1.61,0.64,1.54,4-3,37-36,56-24,27-53,65.4%,37.5%,2.4%,0.7%,41,0.654,0.006999999999999999,ind
8,Toronto Raptors,40.8,39.2,.511,2.20,0.54,1.91,3-4,38-35,55-25,25-55,61.1%,0.2%,2.5%,0.8%,41,0.611,0.008,tor
9,Brooklyn Nets,40.3,39.7,.503,1.50,0.62,1.21,3-4,37-36,57-23,25-55,56.1%,0.1%,2.0%,0.5%,40,0.561,0.005,bkn
10,Cleveland Cavaliers,39.3,40.7,.491,2.66,0.21,-0.20,3-4,36-37,56-24,24-56,45.3%,17.9%,1.2%,0.4%,39,0.45299999999999996,0.004,cle
11,Miami Heat,37.9,42.1,.474,2.27,0.22,-1.59,3-4,35-38,53-27,21-59,32.9%,5.5%,0.5%,0.1%,38,0.32899999999999996,0.001,mia
12,Charlotte Hornets,34.6,45.4,.432,0.63,0.79,-4.71,2-4,33-41,50-30,17-63,11.2%,1.3%,0.1%,0,35,0.11199999999999999,0,cha
13,Chicago Bulls,34.1,45.9,.426,0.76,0.58,-4.74,3-5,31-41,50-30,19-61,9.1%,2.5%,0.1%,0,34,0.091,0,chi
14,Detroit Pistons,31.7,48.3,.396,-2.40,0.95,-5.90,2-6,30-42,49-31,15-65,3.0%,0.6%,,0,32,0.03,0,det
15,Washington Wizards,31.6,48.4,.395,4.12,0.56,-7.38,1-5,31-43,47-33,15-65,2.8%,0.2%,,0,32,0.027999999999999997,0,wsh
1,Denver Nuggets,52.6,27.4,.658,-1.20,-0.73,9.68,7-1,46-26,68-12,36-44,100.0%,51.1%,31.3%,16.0%,53,1,0.16,den
2,Minnesota Timberwolves,52.1,27.9,.651,4.14,-0.99,12.97,4-2,48-26,67-13,36-44,100.0%,48.3%,37.2%,19.6%,52,1,0.196,min
3,Dallas Mavericks,46.7,33.3,.583,-2.44,-0.29,4.13,6-1,41-32,63-17,31-49,98.0%,89.0%,9.2%,3.1%,47,0.98,0.031,dal
4,Golden State Warriors,44.5,35.5,.557,-3.49,0.01,2.26,6-2,39-33,60-20,27-53,94.4%,48.2%,6.3%,2.0%,44,0.9440000000000001,0.02,gs
5,LA Clippers,44.0,36.0,.550,-3.40,-0.23,4.43,3-3,41-33,59-21,27-53,92.3%,42.0%,8.2%,2.7%,44,0.9229999999999999,0.027000000000000003,lac
6,Oklahoma City Thunder,41.8,38.2,.522,0.49,-0.32,1.20,4-3,38-35,56-24,26-54,81.7%,0.6%,4.1%,1.1%,42,0.8170000000000001,0.011000000000000001,okc
7,Phoenix Suns,38.1,41.9,.476,-3.37,-0.14,-1.80,3-4,35-38,54-26,23-57,51.9%,5.2%,1.1%,0.2%,38,0.519,0.002,phx
8,Houston Rockets,37.7,42.3,.471,-4.37,-0.14,-3.20,3-3,35-39,53-27,22-58,47.7%,5.5%,0.7%,0.1%,38,0.47700000000000004,0.001,hou
9,Los Angeles Lakers,37.5,42.5,.469,0.84,-0.10,-2.59,3-4,35-38,54-26,23-57,47.0%,4.4%,1.0%,0.3%,38,0.47,0.003,lal
10,New Orleans Pelicans,37.7,42.3,.471,1.35,-0.32,-3.65,4-3,34-39,54-26,23-57,47.6%,5.3%,0.6%,0.1%,38,0.47600000000000003,0.001,no
11,Portland Trail Blazers,33.9,46.1,.424,-0.76,0.30,-6.19,3-4,31-42,49-31,19-61,16.7%,,0.1%,0,34,0.16699999999999998,0,por
12,Sacramento Kings,32.9,47.1,.411,-2.03,0.52,-7.20,2-4,31-43,50-30,16-64,12.5%,0.2%,0.1%,0,33,0.125,0,sac
13,Utah Jazz,30.4,49.6,.380,0.67,0.28,-7.71,2-6,28-44,48-32,16-64,4.3%,,,0,30,0.043,0,uta
14,San Antonio Spurs,30.0,50.0,.375,0.74,0.23,-10.54,3-4,27-46,45-35,15-65,3.5%,0.1%,,0,30,0.035,0,sa
15,Memphis Grizzlies,29.1,50.9,.364,-2.47,0.39,-9.19,1-6,28-45,45-35,11-69,2.5%,0.1%,,0,29,0.025,0,mem
