Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,64.0,18.0,.780,0.12,-2.69,11.06,48-14,16-4,68-14,57-25,100.0%,100.0%,100,NA,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,74.9%,58.5%
2,Cleveland Cavaliers,52.7,29.3,.642,-0.42,-0.64,4.17,41-22,12-7,59-23,45-37,100.0%,79.1%,NA,76.2,16.7,5.2,1.5,0.3,NA,NA,NA,100.0,0.1,NA,NA,NA,,NA,8.2%,3.5%
3,Milwaukee Bucks,50.6,31.4,.617,-0.77,1.94,2.99,41-23,10-8,58-24,42-40,99.9%,20.8%,NA,19.6,53.6,17.5,6.9,1.7,0.3,0.2,NA,99.3,0.5,0.1,NA,NA,,NA,4.9%,1.6%
4,New York Knicks,48.2,33.8,.588,-0.11,-0.05,3.62,37-26,11-8,56-26,41-41,98.9%,,NA,2,14.5,33.3,29.2,12.8,4.7,2.5,NA,91.7,5.9,2.4,0.1,NA,,NA,5.6%,2.0%
5,Orlando Magic,47.3,34.7,.577,-0.30,-0.99,1.20,37-27,10-8,54-28,40-42,96.4%,68.8%,NA,1.8,11.1,26.4,26.2,17.3,8.4,5.2,NA,82.8,12,5,0.2,NA,,NA,1.6%,0.3%
6,Miami Heat,45.4,36.6,.554,-0.31,-1.16,0.29,35-28,10-9,53-29,38-44,87.4%,31.2%,NA,0.2,2.6,9.4,15.3,24.5,21.5,14,NA,51.9,24,22,2,0.1,,NA,1.0%,0.1%
7,Philadelphia 76ers,45.5,36.5,.555,-0.52,-0.12,2.38,35-28,10-9,53-29,38-44,89.2%,,NA,0.1,1.1,5.4,13.2,25.5,28,16,NA,45.3,26.9,24.3,3.5,0.1,,NA,2.5%,0.6%
8,Indiana Pacers,44.3,37.7,.540,-0.27,0.48,1.19,35-29,9-9,51-31,36-46,81.3%,0.1%,NA,0.1,0.5,2.9,7.7,17.5,32.3,20.5,NA,28.6,28.6,36.7,6,0.2,,NA,1.3%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,39.9,42.1,.487,-0.28,-0.30,-1.55,31-32,9-10,48-34,33-49,26.5%,,NA,NA,NA,NA,NA,0.4,4.5,21.5,NA,0.5,2,8.8,71.7,15.4,1.6,NA,0.1%,
