Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,61.7,20.3,.753,0.71,-1.27,9.92,29-9,33-11,73-9,51-31,100.0%,97.8%,97,2.7,0.3,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,56.3%,37.9%
2,Philadelphia 76ers,53.7,28.3,.655,-0.77,-0.49,7.04,23-13,31-15,65-17,41-41,99.9%,2.2%,2.1,52.1,28.2,10.6,4.8,1.6,0.5,0.2,NA,99.2,0.6,0.1,NA,NA,,NA,21.6%,10.7%
3,Milwaukee Bucks,51.9,30.1,.633,-0.87,0.33,4.10,26-12,26-18,66-16,41-41,99.6%,77.1%,0.9,32.6,35,16.5,8,4.5,1.4,0.7,NA,97.4,2,0.5,NA,NA,,NA,8.0%,2.7%
4,New York Knicks,48.5,33.5,.592,0.10,-0.06,3.88,22-16,27-17,60-22,35-47,96.8%,0.1%,0.1,5.3,13.6,23.7,21.8,17.1,10.3,5,NA,81.5,11.8,5.7,0.8,0.2,,NA,6.2%,2.2%
5,Indiana Pacers,47.1,34.9,.575,-0.26,-0.06,2.53,22-15,25-20,60-22,35-47,93.0%,14.9%,NA,3.3,9.5,17,19.4,19.8,15.3,8.7,NA,69.0,17.4,10.7,2.1,0.6,0.2,NA,3.1%,0.8%
6,Cleveland Cavaliers,46.6,35.4,.568,-0.19,-0.40,1.73,22-15,25-20,58-24,35-47,90.0%,8.0%,NA,2.1,6,12.1,17.2,21.6,18.8,12.2,NA,59.0,22.4,14.8,2.8,0.7,0.3,NA,2.0%,0.5%
7,Orlando Magic,46.2,35.8,.563,0.12,-0.99,1.44,21-16,25-20,58-24,35-47,89.4%,63.1%,NA,1.7,5.8,13.8,17.8,19.4,19.1,11.7,NA,58.5,20.3,16.5,3.6,0.8,0.3,NA,1.9%,0.4%
8,Miami Heat,44.3,37.7,.540,-0.55,-0.38,0.24,21-16,23-22,57-25,32-50,77.8%,36.1%,NA,0.3,1.7,6.3,10.6,14.7,24.5,19.6,NA,33.7,20.9,32.7,9,2.9,0.9,NA,0.8%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.2,43.8,.466,0.24,-0.72,-1.74,18-21,20-23,50-32,27-55,18.3%,,NA,NA,NA,0.1,0.2,0.6,4.3,13.2,NA,0.8,2.2,7.6,30.7,25.9,32.9,NA,0.1%,
