Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Milwaukee Bucks,58.0,24.0,.707,-0.22,1.89,4.14,54-21,4-3,61-21,54-28,100.0%,100.0%,16.4%,9.8%,58,1,0.098,mil
2,Boston Celtics,55.8,26.2,.680,-0.27,1.74,5.78,52-24,4-2,58-24,52-30,100.0%,97.0%,29.5%,20.1%,56,1,0.201,bos
3,Philadelphia 76ers,53.1,28.9,.647,-0.10,1.71,4.49,49-26,4-3,56-26,49-33,100.0%,3.0%,17.3%,10.4%,53,1,0.10400000000000001,phi
4,Cleveland Cavaliers,51.5,30.5,.629,-0.04,-2.01,5.52,48-29,4-1,53-29,48-34,100.0%,,24.3%,16.4%,52,1,0.16399999999999998,cle
5,New York Knicks,46.5,35.5,.567,0.07,0.00,2.86,43-33,4-2,49-33,43-39,99.8%,,6.5%,3.3%,46,0.998,0.033,ny
6,Brooklyn Nets,44.3,37.7,.541,0.39,-2.03,0.99,40-35,4-3,47-35,40-42,93.3%,,2.4%,1.0%,44,0.9329999999999999,0.01,bkn
7,Miami Heat,42.9,39.1,.523,0.27,-0.40,-0.68,40-36,3-3,46-36,40-42,78.2%,95.0%,0.6%,0.2%,43,0.782,0.002,mia
8,Atlanta Hawks,40.7,41.3,.496,-0.11,2.04,0.08,38-38,3-3,44-38,38-44,43.3%,5.0%,0.7%,0.2%,41,0.433,0.002,atl
9,Toronto Raptors,40.8,41.2,.497,0.03,1.53,1.28,38-38,3-3,44-38,38-44,48.3%,,1.5%,0.5%,41,0.483,0.005,tor
10,Chicago Bulls,39.9,42.1,.487,0.18,-0.67,1.14,36-39,4-3,43-39,36-46,36.1%,,1.0%,0.4%,40,0.361,0.004,chi
11,Washington Wizards,37.1,44.9,.453,0.20,-0.67,-0.51,34-42,3-3,40-42,34-48,1.0%,,,0,37,0.01,0,wsh
12,Indiana Pacers,35.4,46.6,.432,0.20,1.51,-2.84,33-43,2-4,39-43,33-49,0.2%,,,0,35,0.002,0,ind
13,Orlando Magic,34.5,47.5,.421,0.14,0.59,-2.29,32-44,3-3,38-44,32-50,0,,,0,34,0,0,orl
14,Charlotte Hornets,27.9,54.1,.340,0.35,0.22,-5.50,26-51,2-3,31-51,26-56,0,,,0,28,0,0,cha
15,Detroit Pistons,18.2,63.8,.222,0.67,-1.54,-7.31,16-59,2-5,22-60,16-66,0,,,0,18,0,0,det
1,Denver Nuggets,55.2,26.8,.674,-0.33,-0.15,3.83,51-24,4-3,58-24,51-31,100.0%,100.0%,29.0%,13.0%,55,1,0.13,den
2,Memphis Grizzlies,52.0,30.0,.635,-0.48,0.75,3.89,48-27,4-3,55-27,48-34,100.0%,100.0%,27.8%,12.0%,52,1,0.12,mem
3,Sacramento Kings,49.0,33.0,.597,-0.27,-1.31,2.17,45-30,4-3,52-30,45-37,100.0%,99.5%,12.4%,4.5%,49,1,0.045,sac
4,Phoenix Suns,44.0,38.0,.537,0.03,-0.29,1.89,40-35,4-3,47-35,40-42,98.6%,0.5%,11.8%,3.9%,44,0.986,0.039,phx
5,LA Clippers,42.7,39.3,.520,-0.33,1.37,0.08,40-36,3-3,46-36,40-42,82.8%,,3.5%,0.8%,43,0.828,0.008,lac
6,Minnesota Timberwolves,42.2,39.8,.515,-0.08,-1.47,-0.24,39-37,3-3,45-37,39-43,83.3%,,2.8%,0.7%,42,0.833,0.006999999999999999,min
7,Golden State Warriors,42.7,39.3,.520,-0.05,-1.15,0.55,40-37,3-2,45-37,40-42,86.1%,,4.3%,1.0%,43,0.861,0.01,gs
8,New Orleans Pelicans,41.0,41.0,.500,-0.44,2.10,1.35,38-38,3-3,44-38,38-44,52.7%,,4.4%,1.0%,41,0.527,0.01,no
9,Los Angeles Lakers,40.5,41.5,.494,-0.04,-0.98,-0.32,37-38,3-4,44-38,37-45,34.6%,,1.1%,0.2%,40,0.34600000000000003,0.002,lal
10,Oklahoma City Thunder,40.3,41.7,.491,-0.07,-0.77,1.01,37-39,3-3,43-39,37-45,30.1%,,1.8%,0.5%,40,0.301,0.005,okc
11,Dallas Mavericks,40.1,41.9,.489,-0.21,-0.51,0.35,37-39,3-3,43-39,37-45,28.0%,,1.1%,0.2%,40,0.28,0.002,dal
12,Utah Jazz,38.3,43.7,.467,-0.10,0.10,-0.82,35-40,3-4,42-40,35-47,3.8%,,0.1%,0,38,0.038,0,uta
13,Portland Trail Blazers,35.0,47.0,.427,0.00,-0.23,-2.51,32-43,3-4,39-43,32-50,0,,,0,35,0,0,por
14,San Antonio Spurs,20.5,61.5,.250,0.24,0.20,-10.25,19-56,1-6,25-57,19-63,0,,,0,20,0,0,sa
15,Houston Rockets,19.9,62.1,.243,0.38,-1.47,-8.11,18-58,2-4,24-58,18-64,0,,,0,20,0,0,hou
