Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.6,22.4,.720,1.30,-0.38,11.44,12-3,46-19,70-10,43-37,100.0%,86.2%,84.5,11.8,2.6,0.8,0.3,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,47.8%,33.0%
2,Philadelphia 76ers,51.9,28.1,.649,1.26,-0.33,7.99,10-5,42-23,68-12,38-42,99.4%,12.4%,11.9,48.1,19.9,9.9,4.8,3,1.3,0.5,NA,97.6,1.2,0.8,0.3,0.1,0.1,NA,23.0%,12.6%
3,New York Knicks,46.9,33.1,.586,0.70,0.09,5.05,8-6,39-27,60-20,32-48,90.5%,1.4%,1.2,9.3,17,18.6,17.2,12.6,8.8,5.8,NA,75.8,9.6,6.4,4.4,2.6,1.1,NA,8.4%,3.5%
4,Milwaukee Bucks,46.7,33.3,.583,0.77,-0.03,3.43,10-5,37-28,60-20,33-47,89.7%,67.1%,0.9,11,18.1,17.6,15.6,11.5,8.8,6.4,NA,74.6,8.8,7.6,4.9,2.7,1.4,NA,5.5%,2.0%
5,Orlando Magic,46.2,33.8,.577,-0.77,0.18,3.23,10-5,36-29,60-20,32-48,87.5%,44.8%,0.8,8.8,15.9,15.8,14.7,13.5,10.5,7.7,NA,69.3,11.4,8.4,5.6,3.4,1.9,NA,5.0%,1.9%
6,Miami Heat,44.7,35.3,.559,-1.47,0.33,1.93,10-5,35-30,60-20,31-49,78.5%,30.1%,0.3,4.8,9.6,12.3,13.3,14.8,12.7,10.7,NA,55.1,13.4,11.6,9.1,6.7,4.1,NA,2.8%,0.8%
7,Atlanta Hawks,44.2,35.8,.553,1.90,-0.29,3.40,7-7,37-29,59-21,30-50,75.3%,25.1%,0.3,3.4,8.5,10.7,12.2,13.7,13.8,12.7,NA,48.9,13.9,13,11.3,8,5.0,NA,3.7%,1.3%
8,Indiana Pacers,42.6,37.4,.533,-0.20,0.21,1.72,8-6,35-31,56-24,26-54,62.4%,21.3%,NA,1.9,4.6,6.6,9.3,11.8,13.7,14.4,NA,34.3,13.7,14.2,14.2,12.9,10.6,NA,1.7%,0.5%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Cleveland Cavaliers,41.4,38.6,.517,2.18,-0.30,0.31,8-7,33-32,57-23,27-53,47.6%,11.5%,NA,0.7,2.4,4.1,6.1,8.3,11.9,14,NA,21.7,11.3,14.2,17.4,17.3,18.2,NA,0.9%,0.3%
10,Brooklyn Nets,40.1,39.9,.502,1.90,0.14,1.05,6-8,34-32,56-24,25-55,37.3%,,NA,0.2,0.9,2,4.1,5.9,9.7,14.4,NA,13.2,8.8,12.4,16.4,20.9,28.3,NA,0.8%,0.2%
11,Toronto Raptors,39.4,40.6,.493,1.32,0.20,0.12,7-8,32-33,53-27,25-55,30.6%,,NA,0.1,0.6,1.6,2.5,4.8,8.6,12.5,NA,9.6,7.7,11,15.2,21.2,35.5,NA,0.6%,0.1%
12,Chicago Bulls,31.8,48.2,.398,1.04,0.31,-3.84,5-11,27-37,47-33,17-63,1.1%,0.1%,NA,NA,NA,NA,NA,0.1,0.2,0.9,NA,0.1,0.1,0.4,1.1,3.4,94.9,NA,,
13,Charlotte Hornets,28.5,51.5,.357,0.42,0.75,-7.30,5-9,24-42,48-32,15-65,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.1,0.6,99.3,NA,,
14,Detroit Pistons,27.3,52.7,.341,0.58,0.43,-5.82,2-13,25-40,41-39,14-66,0.1%,,NA,NA,NA,NA,NA,NA,NA,0.1,NA,,NA,NA,0.1,0.3,99.6,NA,,
15,Washington Wizards,24.9,55.1,.311,0.41,0.63,-8.31,2-12,23-43,41-39,9-71,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,55.0,25.0,.688,1.56,-1.03,8.92,11-3,44-22,69-11,42-38,100.0%,60.6%,59.9,27.7,8.6,2.5,0.9,0.2,0.1,0.1,NA,99.8,0.1,NA,NA,NA,,NA,35.7%,18.5%
2,Oklahoma City Thunder,53.0,27.0,.663,-1.28,-0.59,7.86,11-4,42-23,66-14,38-42,99.9%,32.0%,31.5,39.8,17.9,6.5,2.6,1,0.4,0.1,NA,99.4,0.4,0.1,0.1,NA,,NA,30.6%,14.4%
3,Denver Nuggets,49.2,30.8,.615,0.06,-0.81,4.86,10-5,39-26,63-17,36-44,98.7%,7.4%,7.1,19.6,32.6,19.5,10.4,5.7,2.3,1.5,NA,94.9,2.6,1.4,0.7,0.4,0.1,NA,13.7%,5.0%
4,Houston Rockets,44.4,35.6,.555,-1.42,-0.66,2.81,7-6,37-30,58-22,31-49,84.7%,40.8%,0.5,3.8,10.9,16.3,16.9,15.3,12,9.1,NA,63.7,12.2,9.9,7.2,4.8,2.3,NA,5.4%,1.9%
5,New Orleans Pelicans,43.8,36.2,.547,2.18,-1.10,1.84,8-7,36-29,58-22,30-50,80.5%,32.2%,0.4,3,8.2,13.8,15.5,15.2,14.1,10.3,NA,56.1,14.6,11,8.6,6.1,3.7,NA,3.7%,1.1%
6,Dallas Mavericks,43.3,36.7,.541,-1.79,0.18,0.68,10-5,33-32,58-22,26-54,75.7%,27.1%,0.3,2.2,6.9,12.1,13.7,15.1,13.5,12,NA,50.3,15.1,12.6,9.8,8.1,4.1,NA,2.5%,0.6%
7,Golden State Warriors,43.8,36.2,.547,2.82,-1.34,2.63,7-9,37-27,59-21,29-51,81.6%,48.1%,0.2,2.6,8.8,15.2,15.7,16.3,13,10,NA,58.7,13.2,10.5,8.5,6,3.2,NA,5.0%,1.6%
8,Phoenix Suns,41.2,38.8,.515,-3.01,0.04,-0.21,9-6,32-33,55-25,27-53,57.9%,22.4%,NA,0.7,3.2,6.4,9.5,10.8,12.8,14.5,NA,30.5,13,14.9,15.4,14.1,12.1,NA,1.4%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Los Angeles Clippers,39.6,40.4,.495,-3.77,0.37,0.30,6-7,34-33,53-27,23-57,43.7%,11.2%,NA,0.2,1.2,2.9,5.5,7.7,11.3,14.9,NA,17.5,10.2,13.4,17,19.5,22.5,NA,1.0%,0.3%
10,Sacramento Kings,39.2,40.8,.490,-0.78,0.28,-1.50,8-6,31-35,54-26,25-55,37.9%,9.1%,NA,0.2,0.9,2.6,4.5,6.4,10,13.3,NA,14.6,9.1,12.8,16.3,21.1,26.2,NA,0.5%,0.1%
11,Los Angeles Lakers,39.2,40.8,.490,-1.45,0.38,-1.14,9-7,30-34,53-27,23-57,39.4%,9.2%,NA,0.2,0.9,2.2,4.8,6.5,10.5,14.3,NA,14.6,9.6,13.6,16.5,19.6,26.1,NA,0.7%,0.1%
12,Memphis Grizzlies,25.0,55.0,.312,-2.68,0.58,-9.26,3-11,22-44,43-37,11-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,0.1,99.9,NA,,
13,Utah Jazz,24.5,55.5,.306,-1.83,0.93,-9.50,4-11,20-45,38-42,11-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,23.7,56.3,.296,-1.83,0.78,-10.43,4-11,20-45,39-41,12-68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,21.2,58.8,.265,1.26,0.23,-12.14,3-12,18-47,35-45,8-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
