Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.3,24.7,.698,-0.15,-0.09,5.53,45-18,12-7,64-18,50-32,100.0%,97.5%,29.7%,19.7%,57,1,0.19699999999999998,bos
2,Milwaukee Bucks,56.9,25.1,.694,-0.14,0.25,3.98,45-17,12-8,64-18,48-34,100.0%,98.3%,17.3%,9.9%,57,1,0.099,mil
3,Philadelphia 76ers,51.9,30.1,.633,-0.20,0.83,3.82,40-21,12-9,60-22,44-38,100.0%,2.5%,14.0%,8.0%,52,1,0.08,phi
4,Cleveland Cavaliers,50.6,31.4,.617,0.21,-1.60,5.46,39-26,12-5,56-26,43-39,100.0%,1.7%,24.9%,16.9%,51,1,0.16899999999999998,cle
5,New York Knicks,47.6,34.4,.581,0.17,-0.43,3.31,37-27,11-7,55-27,40-42,99.4%,0.1%,8.3%,4.4%,48,0.9940000000000001,0.044000000000000004,ny
6,Brooklyn Nets,44.4,37.6,.542,0.27,-0.05,0.53,34-28,10-10,53-29,36-46,89.3%,,2.1%,0.8%,44,0.893,0.008,bkn
7,Miami Heat,41.9,40.1,.511,0.08,0.67,-0.77,33-30,9-10,49-33,35-47,58.6%,54.2%,0.6%,0.2%,42,0.586,0.002,mia
8,Atlanta Hawks,40.9,41.1,.499,-0.03,0.26,-0.11,31-31,10-10,49-33,34-48,45.3%,27.1%,0.7%,0.2%,41,0.45299999999999996,0.002,atl
9,Washington Wizards,40.0,42.0,.488,0.19,-0.21,0.10,29-32,11-10,47-35,32-50,34.9%,18.7%,0.5%,0.2%,40,0.349,0.002,wsh
10,Toronto Raptors,40.5,41.5,.494,0.02,0.51,0.68,31-32,9-10,48-34,33-49,41.9%,,1.0%,0.3%,40,0.419,0.003,tor
11,Chicago Bulls,39.1,42.9,.477,0.20,-0.18,0.88,29-34,10-9,46-36,32-50,26.0%,,0.7%,0.2%,39,0.26,0.002,chi
12,Indiana Pacers,36.6,45.4,.446,0.44,-0.41,-1.89,28-35,9-10,44-38,29-53,4.6%,,,0,37,0.046,0,ind
13,Orlando Magic,34.1,47.9,.416,0.25,-0.04,-2.73,26-37,8-11,42-40,27-55,0.2%,,,0,34,0.002,0,orl
14,Detroit Pistons,21.3,60.7,.259,0.70,-0.43,-6.71,15-48,6-13,30-52,15-67,0,,,0,21,0,0,det
15,Charlotte Hornets,26.1,55.9,.319,0.25,0.55,-5.61,20-44,6-12,33-49,20-62,0,,,0,26,0,0,cha
1,Denver Nuggets,55.5,26.5,.677,-0.40,-0.01,3.98,44-19,12-7,62-20,47-35,100.0%,100.0%,29.8%,13.4%,56,1,0.134,den
2,Memphis Grizzlies,51.3,30.7,.625,-0.17,-0.98,4.12,38-23,13-8,58-24,43-39,100.0%,99.7%,29.8%,13.8%,51,1,0.138,mem
3,Sacramento Kings,47.4,34.6,.578,-0.64,0.54,2.03,36-25,11-10,55-27,40-42,99.7%,79.4%,12.5%,4.3%,47,0.997,0.043,sac
4,Phoenix Suns,44.0,38.0,.537,-0.15,0.51,1.47,34-29,10-9,52-30,37-45,93.3%,16.8%,9.2%,2.7%,44,0.9329999999999999,0.027000000000000003,phx
5,Dallas Mavericks,42.1,39.9,.513,-0.15,-0.47,0.64,32-31,10-9,50-32,34-48,73.7%,0.2%,4.4%,1.2%,42,0.737,0.012,dal
6,New Orleans Pelicans,41.6,40.4,.507,0.02,-1.00,0.95,31-32,11-8,49-33,32-50,65.2%,0.1%,4.0%,1.1%,42,0.652,0.011000000000000001,no
7,Golden State Warriors,41.8,40.2,.510,-0.25,0.32,0.24,32-30,10-10,49-33,34-48,66.8%,2.5%,2.9%,0.8%,42,0.6679999999999999,0.008,gs
8,LA Clippers,41.4,40.6,.505,-0.54,1.11,-0.52,33-31,8-10,49-33,35-47,55.9%,1.1%,1.9%,0.3%,41,0.5589999999999999,0.003,lac
9,Utah Jazz,40.3,41.7,.491,-0.24,0.38,0.22,31-32,9-10,48-34,33-49,42.9%,,2.0%,0.6%,40,0.429,0.006,uta
10,Minnesota Timberwolves,40.4,41.6,.492,-0.32,0.51,-0.47,32-32,8-10,49-33,32-50,43.9%,,1.5%,0.4%,40,0.439,0.004,min
11,Los Angeles Lakers,39.4,42.6,.480,-0.01,-0.27,-0.93,30-33,9-10,47-35,32-50,23.4%,0.1%,0.5%,0.1%,39,0.23399999999999999,0.001,lal
12,Oklahoma City Thunder,38.9,43.1,.475,0.10,-0.76,1.11,28-34,11-9,47-35,31-51,21.9%,,1.4%,0.4%,39,0.21899999999999997,0.004,okc
13,Portland Trail Blazers,38.2,43.8,.466,-0.26,0.49,-0.87,29-33,9-11,46-36,30-52,13.3%,,0.2%,0,38,0.133,0,por
14,Houston Rockets,18.8,63.2,.229,0.43,-0.26,-8.51,13-49,6-14,27-55,13-69,0,,,0,19,0,0,hou
15,San Antonio Spurs,19.9,62.1,.243,0.29,0.10,-9.94,15-47,5-15,28-54,15-67,0,,,0,20,0,0,sa
