Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.0,25.0,.695,-0.38,0.44,5.72,43-17,14-8,64-18,48-34,100.0%,93.3%,71.2,23.4,4.3,1.1,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.0%,22.3%
2,Milwaukee Bucks,54.8,27.2,.669,-0.11,0.23,3.11,41-17,14-10,64-18,45-37,100.0%,83.8%,23.2,50.2,17.3,8.5,0.8,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,12.4%,6.6%
3,Philadelphia 76ers,52.5,29.5,.640,-0.31,0.90,3.61,39-19,13-11,61-21,44-38,100.0%,6.6%,4,16.2,43.4,32.5,3.3,0.5,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,14.2%,8.0%
4,Cleveland Cavaliers,51.3,30.7,.625,0.04,-0.95,5.48,38-24,13-7,58-24,44-38,100.0%,16.3%,1.5,10.1,32.9,44.2,9.6,1.6,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,26.7%,17.8%
5,Brooklyn Nets,47.0,35.0,.573,0.04,0.22,1.76,34-24,13-11,56-26,39-43,97.3%,,NA,0.1,1.8,10.8,53.7,22.2,5.8,2.9,NA,88.6,9.5,1.5,0.4,0.1,,NA,4.2%,1.8%
6,New York Knicks,45.1,36.9,.550,0.03,0.24,2.27,33-27,12-10,53-29,36-46,90.9%,,NA,NA,0.3,2.4,20.4,40.3,18.5,8.9,NA,63.5,24.8,8,2.7,0.9,0.2,NA,5.1%,2.4%
7,Miami Heat,43.2,38.8,.527,-0.03,0.61,0.00,32-27,11-12,51-31,35-47,74.1%,70.0%,NA,NA,NA,0.5,9.7,23.9,23.9,16.1,NA,34.1,33.1,15.6,9.9,5,2.3,NA,1.4%,0.4%
8,Washington Wizards,40.7,41.3,.497,0.15,-0.19,0.44,28-30,13-11,49-33,33-49,46.9%,18.4%,NA,NA,NA,0.1,1.4,5.4,18.8,21.3,NA,6.9,13.3,25.3,23,19,12.5,NA,1.2%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,40.0,42.0,.487,-0.21,0.68,-0.57,29-30,11-12,49-33,31-51,33.7%,11.5%,NA,NA,NA,NA,0.7,2.9,12.7,17.3,NA,3.6,8.6,19.5,23.7,21.7,22.9,NA,0.5%,0.2%
10,Toronto Raptors,40.2,41.8,.490,0.01,0.39,0.94,29-31,11-11,49-33,32-50,39.2%,,NA,NA,NA,NA,0.5,2.8,15.6,20.3,NA,3.3,9.1,21.6,23.5,22.3,20.2,NA,1.0%,0.4%
11,Chicago Bulls,37.8,44.2,.461,0.31,-0.35,0.02,26-33,12-11,46-36,29-53,14.5%,,NA,NA,NA,NA,0.1,0.2,4.1,10.1,NA,0.3,1.5,7.3,13.3,20.8,56.8,NA,0.3%,0.1%
12,Indiana Pacers,35.4,46.6,.432,0.55,-0.67,-2.11,26-35,9-12,43-39,27-55,2.6%,,NA,NA,NA,NA,NA,NA,0.3,2.3,NA,,0.1,1,2.8,7.4,88.7,NA,,
13,Orlando Magic,34.4,47.6,.419,0.17,0.17,-2.52,25-35,9-13,43-39,27-55,0.8%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.7,NA,,NA,0.2,0.7,2.7,96.4,NA,,
14,Detroit Pistons,22.3,59.7,.272,0.72,-0.51,-6.78,15-45,7-15,31-51,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
