Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,57.4,24.6,.700,-0.38,-0.02,6.01,34-12,23-13,68-14,47-35,100.0%,95.8%,92.8,5.6,1.2,0.4,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,39.5%,25.1%
2,Cleveland Cavaliers,49.9,32.1,.609,0.14,-0.72,4.42,28-19,22-13,60-22,40-42,99.8%,62.9%,2.8,31.7,25.7,19.7,13.8,4.7,1,0.4,NA,98.4,1.2,0.3,0.1,NA,,NA,20.8%,11.0%
3,Philadelphia 76ers,49.7,32.3,.606,-0.62,0.75,3.27,29-16,21-16,60-22,37-45,99.3%,2.6%,2.2,24.6,25.3,23.3,15.8,5.6,1.7,0.9,NA,96.7,2.2,0.8,0.2,NA,,NA,13.8%,6.7%
4,Brooklyn Nets,49.4,32.6,.602,-0.15,0.15,2.87,28-17,21-16,60-22,39-43,99.3%,1.6%,1.5,19.8,25.7,25.4,18.1,5.9,1.9,1,NA,96.5,2.6,0.7,0.2,0.1,,NA,11.2%,4.9%
5,Milwaukee Bucks,48.4,33.6,.591,-0.12,0.17,1.19,29-16,19-18,60-22,38-44,97.7%,36.8%,0.7,17.6,18.9,21.7,24.9,9.6,2.5,1.8,NA,93.4,4,1.5,0.7,0.3,0.1,NA,4.9%,1.9%
6,New York Knicks,43.5,38.5,.531,-0.40,0.67,1.86,25-22,19-16,55-27,32-50,78.4%,,NA,0.4,1.4,3.8,10.1,26.9,21.4,14.5,NA,42.6,23,15.6,9.4,5.2,4.2,NA,4.7%,2.0%
7,Miami Heat,42.3,39.7,.516,-0.11,0.28,0.02,25-22,17-18,54-28,30-52,63.2%,55.5%,NA,0.2,1.1,2.7,7.6,19.4,18.1,14.2,NA,30.9,20,15.5,13.1,10.1,10.3,NA,1.6%,0.6%
8,Atlanta Hawks,41.5,40.5,.507,-0.22,0.19,-0.46,24-22,18-18,52-30,30-52,53.4%,38.4%,NA,0.1,0.5,1.9,5,13.8,16.4,15.8,NA,21.3,17.5,18,16.8,12.5,13.9,NA,1.1%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,40.8,41.2,.497,0.70,-0.75,0.48,21-24,20-17,51-31,30-52,47.4%,0.3%,NA,NA,0.2,0.9,3,8.1,17,18.3,NA,12.2,14,20.3,18.5,15.3,19.7,NA,1.4%,0.4%
10,Indiana Pacers,39.1,42.9,.477,0.24,-0.03,-1.46,23-24,16-19,49-33,28-54,25.2%,,NA,NA,0.1,0.2,0.8,2.6,8.6,13,NA,3.6,7,12.5,17.7,20.9,38.2,NA,0.2%,0.1%
11,Washington Wizards,37.7,44.3,.460,0.67,-0.73,-0.65,19-26,19-18,49-33,27-55,16.3%,6.1%,NA,NA,NA,0.1,0.4,1.8,5.1,9,NA,2.2,3.7,6.7,10.3,16.2,60.9,NA,0.4%,0.1%
12,Toronto Raptors,38.3,43.7,.467,0.24,-0.16,0.30,20-26,18-18,48-34,27-55,19.5%,,NA,NA,NA,NA,0.4,1.7,6.3,11,NA,2.1,4.6,8,12.7,18.2,54.4,NA,0.6%,0.1%
13,Orlando Magic,32.0,50.0,.391,0.11,0.17,-3.31,17-28,15-22,44-38,20-62,0.4%,0.1%,NA,NA,NA,NA,NA,NA,0.1,0.3,NA,,0.1,0.1,0.4,1.2,98.2,NA,,
14,Detroit Pistons,23.6,58.4,.287,0.87,-0.47,-6.73,12-36,12-22,34-48,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Charlotte Hornets,24.7,57.3,.301,0.57,-0.08,-5.95,12-34,13-23,34-48,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Denver Nuggets,54.6,27.4,.665,-0.45,0.08,4.06,33-13,22-14,65-17,43-39,100.0%,99.8%,51.7,43.3,4.3,0.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,24.1%,12.2%
2,Memphis Grizzlies,54.8,27.2,.668,-0.28,-0.33,5.38,31-14,24-13,64-18,45-37,100.0%,97.8%,47.3,48.4,3.6,0.6,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,35.9%,20.4%
3,Sacramento Kings,47.2,34.8,.576,-0.53,0.05,2.52,26-18,21-17,59-23,37-45,97.8%,86.3%,0.7,5.4,47.6,24.9,10.2,5.2,2.4,1.5,NA,93.9,2.8,1.5,1,0.4,0.3,NA,11.6%,4.6%
4,New Orleans Pelicans,46.5,35.5,.567,-0.20,-0.11,2.54,26-20,20-16,57-25,36-46,96.6%,1.9%,0.3,2.5,30,34.3,15,8,4,2.7,NA,90.0,4.4,2.7,1.5,0.8,0.6,NA,11.0%,4.1%
5,Dallas Mavericks,43.4,38.6,.529,0.06,-0.30,0.76,25-22,18-17,54-28,33-49,80.9%,0.3%,NA,0.3,6.3,14.1,21.9,18,11.4,8.9,NA,60.6,12.7,9.3,7.1,4.8,5.4,NA,4.1%,1.4%
6,Oklahoma City Thunder,41.9,40.1,.511,0.40,-0.57,1.45,22-24,20-16,52-30,29-53,65.6%,0.1%,NA,0.1,2.2,7.1,14.2,14.9,14.3,13,NA,38.4,14.6,12.8,10.7,8.9,14.5,NA,4.6%,1.5%
7,Phoenix Suns,41.0,41.0,.500,0.30,-0.13,0.83,22-24,19-17,51-31,29-53,56.2%,7.8%,NA,0.1,2.2,5.5,9.5,11.8,14,13.2,NA,29.1,13.2,13.7,12.9,11,20.2,NA,2.4%,0.7%
8,Utah Jazz,41.5,40.5,.506,0.02,-0.07,0.96,24-25,17-16,51-31,31-51,60.9%,0.1%,NA,NA,1.7,5.8,10.7,14,15.5,13.2,NA,32.2,14.9,14.5,12.6,10,15.8,NA,3.1%,1.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,40.3,41.7,.491,-0.22,0.34,-0.52,23-23,17-19,52-30,29-53,43.2%,4.5%,NA,NA,1.2,3,6.9,8.8,11,12.4,NA,19.9,11.4,12.2,12.8,13.9,29.9,NA,0.9%,0.2%
10,Portland Trail Blazers,39.8,42.2,.485,-0.12,0.16,0.15,21-24,19-18,52-30,28-54,37.2%,,NA,NA,0.4,1.9,5.5,7.8,10.4,11.2,NA,15.6,9.9,10.9,12,13.6,38.0,NA,1.4%,0.4%
11,Minnesota Timberwolves,39.3,42.7,.479,-0.30,0.41,-0.74,23-24,16-19,50-32,30-52,29.5%,,NA,NA,0.3,1.1,3.5,5.9,8.1,10.6,NA,10.9,7.7,10.2,11.9,13.8,45.6,NA,0.5%,0.2%
12,Los Angeles Clippers,38.4,43.6,.468,-0.77,1.02,-1.87,24-24,14-20,49-33,27-55,18.3%,1.0%,NA,NA,0.2,0.6,1.6,3.3,5.3,7.3,NA,5.7,4.9,7.3,9.8,12.5,59.9,NA,0.2%,
13,Los Angeles Lakers,37.8,44.2,.460,-0.09,0.22,-1.16,21-25,17-19,50-32,28-54,13.7%,0.5%,NA,NA,0.1,0.5,1,2.3,3.7,6.1,NA,3.8,3.5,4.9,7.7,10.3,69.8,NA,0.3%,0.1%
14,Houston Rockets,20.9,61.1,.255,0.13,0.60,-7.68,10-35,11-26,33-49,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,24.1,57.9,.294,0.49,0.05,-8.16,14-32,10-26,36-46,15-67,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
