Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,57.0,25.0,.695,-0.32,0.17,5.83,41-16,16-9,65-17,48-34,100.0%,96.3%,33.5%,23.2%,57,1,0.23199999999999998,bos
2,Milwaukee Bucks,53.7,28.3,.655,-0.20,0.41,2.81,39-17,15-11,63-19,43-39,100.0%,58.5%,10.9%,5.4%,54,1,0.054000000000000006,mil
3,Cleveland Cavaliers,52.5,29.5,.640,-0.09,-0.55,5.72,38-22,15-7,59-23,44-38,100.0%,41.5%,30.0%,20.0%,52,1,0.2,cle
4,Philadelphia 76ers,51.3,30.7,.626,-0.51,1.22,3.35,37-19,14-12,60-22,42-40,100.0%,3.7%,12.6%,6.7%,51,1,0.067,phi
5,Brooklyn Nets,46.4,35.6,.566,0.00,0.27,1.56,33-24,13-12,55-27,37-45,96.3%,,4.0%,1.7%,46,0.963,0.017,bkn
6,Miami Heat,43.7,38.3,.533,-0.06,0.60,0.16,32-26,12-12,54-28,35-47,81.2%,78.2%,1.6%,0.6%,44,0.812,0.006,mia
7,New York Knicks,44.4,37.6,.542,0.03,0.23,1.95,32-27,12-11,53-29,36-46,87.2%,,4.5%,2.0%,44,0.872,0.02,ny
8,Atlanta Hawks,40.6,41.4,.495,-0.29,0.73,-0.29,29-29,12-12,50-32,31-51,43.3%,15.3%,0.8%,0.3%,41,0.433,0.003,atl
9,Washington Wizards,39.2,42.8,.478,0.15,-0.14,-0.14,26-30,13-13,49-33,30-52,29.7%,6.5%,0.6%,0.1%,39,0.297,0.001,wsh
10,Toronto Raptors,39.3,42.7,.480,0.08,0.19,0.78,27-31,12-12,48-34,30-52,30.5%,,0.9%,0.3%,39,0.305,0.003,tor
11,Chicago Bulls,39.0,43.0,.476,0.31,-0.38,0.29,26-31,13-12,48-34,31-51,27.8%,,0.6%,0.2%,39,0.278,0.002,chi
12,Indiana Pacers,35.2,46.8,.429,0.46,-0.37,-2.28,25-34,10-13,44-38,27-55,2.6%,,,0,35,0.026000000000000002,0,ind
13,Orlando Magic,34.5,47.5,.421,0.28,-0.14,-2.36,24-34,11-13,43-39,26-56,1.4%,,,0,34,0.013999999999999999,0,orl
14,Detroit Pistons,22.8,59.2,.279,0.69,-0.35,-6.72,15-43,8-16,32-50,16-66,0,,,0,23,0,0,det
15,Charlotte Hornets,24.1,57.9,.294,0.54,-0.13,-6.16,16-43,8-15,33-49,16-66,0,,,0,24,0,0,cha
1,Denver Nuggets,54.4,27.6,.664,-0.36,0.07,3.91,40-18,14-10,63-19,46-36,100.0%,100.0%,29.0%,13.6%,54,1,0.136,den
2,Memphis Grizzlies,50.1,31.9,.611,-0.09,-0.74,3.78,34-22,16-10,59-23,41-41,99.9%,95.0%,25.6%,12.2%,50,0.9990000000000001,0.122,mem
3,Sacramento Kings,45.7,36.3,.558,-0.71,0.67,1.81,32-24,14-12,55-27,37-45,93.3%,59.1%,10.7%,3.7%,46,0.9329999999999999,0.037000000000000005,sac
4,Phoenix Suns,43.8,38.2,.534,-0.04,0.26,1.34,31-27,13-11,52-30,34-48,82.4%,28.6%,7.4%,2.3%,44,0.8240000000000001,0.023,phx
5,Dallas Mavericks,43.6,38.4,.531,0.13,-0.93,0.77,31-28,13-10,51-31,35-47,79.4%,2.9%,4.9%,1.3%,44,0.794,0.013000000000000001,dal
6,New Orleans Pelicans,43.6,38.4,.531,0.05,-0.79,1.79,30-28,14-10,52-30,35-47,79.1%,2.1%,8.7%,3.1%,44,0.7909999999999999,0.031,no
7,Golden State Warriors,41.7,40.3,.508,-0.02,-0.10,0.24,29-28,13-12,50-32,33-49,51.4%,7.0%,2.6%,0.5%,42,0.514,0.005,gs
8,LA Clippers,41.6,40.4,.507,-0.65,1.20,-0.65,31-28,11-12,52-30,33-49,43.4%,5.4%,1.3%,0.3%,42,0.434,0.003,lac
9,Minnesota Timberwolves,41.7,40.3,.509,-0.16,0.10,-0.10,31-29,11-11,50-32,32-50,50.6%,,2.3%,0.4%,42,0.506,0.004,min
10,Oklahoma City Thunder,41.4,40.6,.504,0.24,-0.68,1.26,27-29,14-12,50-32,32-50,47.1%,,3.8%,1.2%,41,0.47100000000000003,0.012,okc
11,Utah Jazz,40.9,41.1,.499,0.02,-0.26,0.46,29-30,12-11,49-33,32-50,38.9%,,2.2%,0.6%,41,0.389,0.006,uta
12,Portland Trail Blazers,40.4,41.6,.492,-0.19,0.23,0.09,28-29,12-13,50-32,31-51,31.8%,,1.4%,0.3%,40,0.318,0.003,por
13,Los Angeles Lakers,37.0,45.0,.452,-0.05,0.18,-1.54,26-32,11-13,47-35,29-53,2.8%,,0.1%,0,37,0.027999999999999997,0,lal
14,Houston Rockets,20.5,61.5,.250,0.33,0.15,-7.57,13-44,7-18,31-51,14-68,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.8,62.2,.242,0.42,0.00,-9.75,14-44,6-18,28-54,14-68,0,,,0,20,0,0,sa
