Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,55.6,26.4,.678,-0.28,0.03,5.57,37-16,19-10,65-17,45-37,100.0%,89.4%,35.1%,23.4%,56,1,0.23399999999999999,bos
2,Milwaukee Bucks,51.3,30.7,.625,-0.18,0.39,2.12,35-17,16-14,62-20,41-41,99.9%,57.7%,8.5%,3.8%,51,0.9990000000000001,0.038,mil
3,Philadelphia 76ers,51.1,30.9,.623,-0.60,1.09,3.34,34-17,17-14,62-20,40-42,99.8%,9.5%,14.5%,8.1%,51,0.998,0.081,phi
4,Cleveland Cavaliers,50.1,31.9,.611,0.19,-0.94,4.86,32-22,18-10,59-23,41-41,99.8%,42.3%,24.3%,15.0%,50,0.998,0.15,cle
5,Brooklyn Nets,48.2,33.8,.587,-0.11,0.35,2.02,31-20,17-14,57-25,36-46,98.4%,1.1%,6.5%,3.0%,48,0.9840000000000001,0.03,bkn
6,Miami Heat,43.7,38.3,.532,0.03,0.23,0.30,29-24,15-14,53-29,33-49,75.5%,65.8%,2.3%,0.8%,44,0.755,0.008,mia
7,New York Knicks,43.4,38.6,.529,-0.08,0.44,1.64,28-25,15-14,54-28,34-48,75.7%,,4.5%,1.9%,43,0.757,0.019,ny
8,Atlanta Hawks,41.5,40.5,.506,-0.16,0.27,-0.03,27-26,14-15,51-31,31-51,51.0%,24.5%,1.4%,0.5%,42,0.51,0.005,atl
9,Chicago Bulls,40.2,41.8,.491,0.30,-0.27,0.50,24-27,16-15,49-33,30-52,37.8%,,1.3%,0.5%,40,0.37799999999999995,0.005,chi
10,Washington Wizards,39.3,41.7,.485,0.19,0.04,-0.01,24-27,15-15,50-31,30-51,30.0%,9.7%,0.9%,0.3%,39,0.3,0.003,wsh
11,Toronto Raptors,38.9,43.1,.474,0.29,-0.31,0.82,24-30,15-13,48-34,28-54,20.5%,,0.7%,0.2%,39,0.205,0.002,tor
12,Indiana Pacers,37.8,44.2,.461,0.34,-0.13,-1.60,25-29,13-15,47-35,29-53,11.4%,,0.1%,0,38,0.114,0,ind
13,Orlando Magic,33.4,48.6,.407,0.33,-0.12,-2.90,21-32,12-17,43-39,24-58,0.3%,,,0,33,0.003,0,orl
14,Detroit Pistons,23.2,57.8,.287,0.62,-0.12,-6.55,14-39,9-19,33-48,15-66,0,,,0,23,0,0,det
15,Charlotte Hornets,24.8,57.2,.303,0.48,0.06,-6.11,15-39,10-18,34-48,16-66,0,,,0,25,0,0,cha
1,Denver Nuggets,54.2,27.8,.661,-0.20,-0.26,3.97,36-16,18-12,63-19,44-38,100.0%,99.9%,30.2%,15.6%,54,1,0.156,den
2,Memphis Grizzlies,50.2,31.8,.612,-0.20,-0.41,3.53,32-20,18-12,60-22,40-42,99.9%,95.8%,24.5%,11.7%,50,0.9990000000000001,0.11699999999999999,mem
3,Sacramento Kings,46.3,35.7,.564,-0.53,0.14,2.49,29-22,17-14,57-25,37-45,95.8%,71.7%,14.9%,6.2%,46,0.958,0.062,sac
4,Phoenix Suns,42.7,39.3,.520,0.06,0.03,1.10,28-26,15-13,52-30,33-49,72.1%,17.1%,5.5%,1.6%,43,0.721,0.016,phx
5,Dallas Mavericks,43.1,38.9,.526,0.05,-0.48,0.52,28-25,15-14,53-29,33-49,75.5%,3.3%,4.7%,1.4%,43,0.755,0.013999999999999999,dal
6,LA Clippers,41.5,40.5,.506,-0.72,1.15,-0.63,29-26,12-15,51-31,32-50,49.1%,5.9%,1.5%,0.4%,42,0.491,0.004,lac
7,New Orleans Pelicans,41.7,40.3,.509,-0.06,-0.36,1.13,26-27,16-13,51-31,32-50,57.0%,0.9%,4.5%,1.6%,42,0.57,0.016,no
8,Utah Jazz,41.8,40.2,.510,-0.03,-0.13,1.04,27-27,15-13,51-31,31-51,61.2%,,4.4%,1.4%,42,0.612,0.013999999999999999,uta
9,Portland Trail Blazers,41.3,40.7,.504,-0.24,0.24,0.48,26-26,15-15,51-31,30-52,51.2%,,2.7%,0.8%,41,0.512,0.008,por
10,Golden State Warriors,40.8,41.2,.498,0.01,-0.05,-0.34,26-26,15-15,51-31,31-51,43.4%,4.9%,1.7%,0.5%,41,0.434,0.005,gs
11,Oklahoma City Thunder,41.0,41.0,.500,0.34,-0.67,1.18,24-27,17-14,50-32,31-51,47.2%,,3.8%,1.2%,41,0.47200000000000003,0.012,okc
12,Minnesota Timberwolves,40.4,41.6,.492,-0.40,0.64,-0.38,28-27,12-15,50-32,32-50,35.4%,,1.3%,0.3%,40,0.354,0.003,min
13,Los Angeles Lakers,38.5,43.5,.469,-0.08,0.21,-1.27,25-28,13-16,48-34,29-53,12.2%,0.4%,0.3%,0.1%,38,0.122,0.001,lal
14,Houston Rockets,22.2,59.8,.270,0.15,0.43,-7.06,13-39,9-21,33-49,14-68,0,,,0,22,0,0,hou
15,San Antonio Spurs,21.3,60.7,.259,0.47,0.01,-9.31,14-39,7-22,31-51,14-68,0,,,0,21,0,0,sa
