Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.0,26.0,.683,-0.39,0.10,5.28,35-14,21-12,65-17,47-35,100.0%,88.8%,33.5%,21.9%,56,1,0.21899999999999997,bos
2,Philadelphia 76ers,50.9,31.1,.621,-0.46,0.60,3.39,31-16,20-15,61-21,40-42,99.7%,8.5%,15.1%,7.8%,51,0.997,0.078,phi
3,Cleveland Cavaliers,50.0,32.0,.610,0.23,-0.92,4.54,29-20,21-12,59-23,40-42,99.6%,63.2%,22.5%,13.0%,50,0.996,0.13,cle
4,Brooklyn Nets,49.4,32.6,.602,-0.11,0.09,2.79,29-18,20-15,62-20,37-45,99.1%,2.7%,11.5%,5.8%,49,0.991,0.057999999999999996,bkn
5,Milwaukee Bucks,49.1,32.9,.599,-0.12,0.20,1.44,31-17,18-16,58-24,40-42,98.8%,36.6%,6.0%,2.6%,49,0.988,0.026000000000000002,mil
6,Miami Heat,43.8,38.2,.534,0.06,0.01,0.32,27-22,17-16,54-28,34-48,76.6%,72.3%,2.5%,0.8%,44,0.7659999999999999,0.008,mia
7,New York Knicks,43.4,38.6,.530,-0.29,0.58,1.73,26-23,17-16,54-28,33-49,74.1%,,4.8%,2.0%,43,0.741,0.02,ny
8,Atlanta Hawks,40.8,41.2,.497,-0.27,0.32,-0.69,25-24,16-17,52-30,30-52,39.1%,19.3%,0.6%,0.2%,41,0.391,0.002,atl
9,Chicago Bulls,40.7,41.3,.497,0.60,-0.74,0.50,22-25,19-16,51-31,28-54,41.2%,0.2%,1.5%,0.6%,41,0.41200000000000003,0.006,chi
10,Washington Wizards,39.3,42.7,.479,0.37,-0.48,-0.31,22-26,17-17,50-32,29-53,24.5%,8.3%,0.5%,0.2%,39,0.245,0.002,wsh
11,Toronto Raptors,39.6,42.4,.483,0.41,-0.53,0.98,22-27,18-15,49-33,30-52,28.5%,,1.3%,0.5%,40,0.285,0.005,tor
12,Indiana Pacers,38.7,43.3,.472,0.23,-0.01,-1.47,24-26,15-17,49-33,29-53,18.2%,,0.3%,0.1%,39,0.182,0.001,ind
13,Orlando Magic,33.1,48.9,.403,0.14,0.10,-3.05,19-29,14-20,43-39,23-59,0.5%,0.1%,,0,33,0.005,0,orl
14,Detroit Pistons,22.9,59.1,.280,0.86,-0.48,-7.00,12-37,11-22,35-47,13-69,0,,,0,23,0,0,det
15,Charlotte Hornets,24.3,57.7,.297,0.58,-0.10,-6.46,13-36,11-22,34-48,16-66,0,,,0,24,0,0,cha
1,Denver Nuggets,53.7,28.3,.654,-0.31,-0.04,3.73,34-15,20-13,63-19,43-39,100.0%,99.8%,24.6%,12.4%,54,1,0.124,den
2,Memphis Grizzlies,52.3,29.7,.637,-0.19,-0.39,4.35,31-17,21-13,62-20,42-40,100.0%,97.2%,28.8%,15.4%,52,1,0.154,mem
3,Sacramento Kings,46.9,35.1,.571,-0.35,-0.16,2.78,27-20,20-15,58-24,35-47,97.3%,75.8%,14.3%,6.0%,47,0.973,0.06,sac
4,New Orleans Pelicans,44.4,37.6,.542,-0.15,-0.19,2.13,26-23,18-15,57-25,34-48,88.0%,2.4%,10.0%,3.7%,44,0.88,0.037000000000000005,no
5,Phoenix Suns,42.8,39.2,.522,0.18,-0.11,1.45,25-24,18-15,53-29,32-50,75.5%,17.0%,5.7%,2.2%,43,0.755,0.022000000000000002,phx
6,Dallas Mavericks,42.0,40.0,.513,0.07,-0.34,0.43,25-24,17-16,52-30,31-51,64.2%,0.5%,3.6%,1.1%,42,0.642,0.011000000000000001,dal
7,Oklahoma City Thunder,41.7,40.3,.509,0.38,-0.60,1.32,23-25,19-15,52-30,32-50,61.4%,0.1%,4.5%,1.6%,42,0.614,0.016,okc
8,Utah Jazz,41.3,40.7,.504,-0.07,0.02,0.99,25-26,16-15,51-31,32-50,56.5%,0.1%,3.5%,1.1%,41,0.565,0.011000000000000001,uta
9,Golden State Warriors,40.6,41.4,.495,-0.05,0.12,-0.39,24-24,17-17,50-32,30-52,43.5%,4.3%,1.3%,0.3%,41,0.435,0.003,gs
10,LA Clippers,40.2,41.8,.490,-0.77,1.05,-1.19,26-24,14-18,49-33,30-52,34.2%,2.6%,0.9%,0.2%,40,0.342,0.002,lac
11,Portland Trail Blazers,40.1,41.9,.489,-0.31,0.38,0.38,23-25,17-17,51-31,29-53,38.6%,,1.7%,0.5%,40,0.386,0.005,por
12,Minnesota Timberwolves,39.6,42.4,.483,-0.53,0.80,-0.69,25-25,15-17,51-31,30-52,29.4%,,1.0%,0.3%,40,0.294,0.003,min
13,Los Angeles Lakers,37.9,44.1,.462,-0.26,0.52,-1.26,23-26,15-18,47-35,29-53,11.6%,0.2%,0.2%,0,38,0.11599999999999999,0,lal
14,Houston Rockets,21.2,60.8,.258,0.12,0.56,-7.38,11-37,10-24,33-49,13-69,0,,,0,21,0,0,hou
15,San Antonio Spurs,23.3,58.7,.285,0.43,0.11,-8.46,14-34,9-25,34-48,15-67,0,,,0,23,0,0,sa
