Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.5,25.5,.689,-0.10,-0.25,6.02,31-12,26-13,68-14,46-36,100.0%,88.6%,35.2%,22.9%,56,1,0.22899999999999998,bos
2,Cleveland Cavaliers,51.5,30.5,.628,0.02,-0.41,4.81,27-16,24-15,62-20,38-44,99.8%,78.4%,22.3%,13.0%,52,0.998,0.13,cle
3,Brooklyn Nets,51.6,30.4,.629,0.08,-0.09,3.69,27-14,25-16,63-19,39-43,99.7%,10.0%,14.7%,7.8%,52,0.997,0.078,bkn
4,Milwaukee Bucks,47.9,34.1,.584,-0.14,0.28,1.15,27-15,21-19,60-22,36-46,96.5%,20.8%,4.5%,1.7%,48,0.965,0.017,mil
5,Philadelphia 76ers,47.7,34.3,.581,-0.58,0.67,3.16,25-16,23-18,59-23,35-47,97.1%,1.2%,10.8%,5.4%,48,0.971,0.054000000000000006,phi
6,New York Knicks,45.6,36.4,.556,-0.29,0.51,2.52,24-19,22-17,56-26,33-49,90.5%,0.2%,7.3%,3.3%,46,0.905,0.033,ny
7,Indiana Pacers,42.0,40.0,.513,0.03,0.22,-0.11,23-20,19-20,53-29,31-51,57.9%,0.8%,1.4%,0.5%,42,0.579,0.005,ind
8,Miami Heat,41.8,40.2,.509,-0.21,0.47,-0.28,23-20,19-20,53-29,31-51,57.2%,71.6%,1.4%,0.3%,42,0.5720000000000001,0.003,mia
9,Chicago Bulls,39.5,42.5,.482,1.01,-0.87,0.03,19-24,21-18,51-31,29-53,32.5%,0.1%,0.9%,0.3%,40,0.325,0.003,chi
10,Toronto Raptors,39.7,42.3,.484,0.30,-0.13,0.83,19-23,21-19,51-31,27-55,33.7%,,1.1%,0.5%,40,0.337,0.005,tor
11,Atlanta Hawks,38.3,43.7,.467,-0.23,0.31,-1.49,20-22,18-22,49-33,27-55,18.9%,15.9%,0.2%,0.1%,38,0.18899999999999997,0.001,atl
12,Washington Wizards,37.7,44.3,.459,0.74,-0.66,-0.68,18-25,20-19,50-32,26-56,15.9%,12.4%,0.2%,0.1%,38,0.159,0.001,wsh
13,Orlando Magic,31.1,50.9,.379,-0.03,0.46,-3.84,16-27,15-24,43-39,20-62,0.2%,0.1%,,0,31,0.002,0,orl
14,Charlotte Hornets,24.8,57.2,.302,0.50,0.10,-5.94,11-32,14-25,35-47,15-67,0,,,0,25,0,0,cha
15,Detroit Pistons,24.4,57.6,.298,0.82,-0.25,-6.44,12-34,12-24,35-47,15-67,0,,,0,24,0,0,det
1,Memphis Grizzlies,53.4,28.6,.652,-0.34,-0.20,4.71,28-13,25-16,63-19,42-40,100.0%,82.7%,29.6%,15.4%,53,1,0.154,mem
2,Denver Nuggets,52.7,29.3,.642,-0.39,0.03,3.61,29-13,24-16,64-18,41-41,100.0%,99.5%,20.2%,9.0%,53,1,0.09,den
3,New Orleans Pelicans,49.5,32.5,.603,-0.24,-0.22,3.83,26-17,23-16,61-21,38-44,99.7%,15.7%,20.7%,9.6%,50,0.997,0.096,no
4,Sacramento Kings,45.7,36.3,.557,-0.45,-0.07,2.25,23-18,23-18,58-24,34-48,94.0%,73.9%,10.3%,3.9%,46,0.94,0.039,sac
5,Dallas Mavericks,45.1,36.9,.550,0.12,-0.37,1.28,24-19,21-18,59-23,34-48,91.7%,1.6%,6.8%,2.5%,45,0.917,0.025,dal
6,Phoenix Suns,41.4,40.6,.505,0.18,-0.02,1.29,21-23,20-18,52-30,29-53,64.7%,16.2%,4.2%,1.6%,41,0.647,0.016,phx
7,Utah Jazz,41.4,40.6,.505,-0.04,-0.05,0.72,22-23,19-18,52-30,31-51,60.8%,0.3%,3.0%,0.9%,41,0.608,0.009000000000000001,uta
8,Oklahoma City Thunder,40.5,41.5,.494,0.27,-0.29,0.80,20-23,21-18,52-30,29-53,50.7%,0.2%,2.4%,0.7%,40,0.507,0.006999999999999999,okc
9,Golden State Warriors,39.7,42.3,.485,-0.38,0.46,-0.67,21-21,19-21,50-32,29-53,41.4%,6.1%,1.0%,0.2%,40,0.414,0.002,gs
10,LA Clippers,38.8,43.2,.473,-0.56,0.55,-1.61,22-22,17-21,49-33,29-53,25.3%,2.9%,0.3%,0.1%,39,0.253,0.001,lac
11,Portland Trail Blazers,39.2,42.8,.478,-0.26,0.28,-0.33,19-22,20-21,51-31,27-55,33.2%,0.1%,0.9%,0.2%,39,0.332,0.002,por
12,Minnesota Timberwolves,38.6,43.4,.471,-0.55,0.60,-1.16,21-22,18-21,50-32,26-56,25.3%,0.1%,0.4%,0.1%,39,0.253,0.001,min
13,Los Angeles Lakers,37.3,44.7,.455,-0.21,0.36,-1.45,19-23,18-22,50-32,25-57,13.3%,0.9%,0.2%,0.1%,37,0.133,0.001,lal
14,San Antonio Spurs,23.8,58.2,.290,0.47,0.15,-8.55,13-30,11-28,35-47,15-67,0,,,0,24,0,0,sa
15,Houston Rockets,22.5,59.5,.275,0.32,0.30,-7.22,10-32,13-27,33-49,12-70,0,,,0,22,0,0,hou
