Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,63.5,18.5,.775,-0.06,-1.47,10.05,43-12,21-6,70-12,55-27,100.0%,100.0%,99.9,0.1,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,65.9%,47.6%
2,Cleveland Cavaliers,54.1,27.9,.660,-0.70,-0.19,4.98,36-17,18-11,63-19,45-37,100.0%,94.8%,0.1,88.5,7.9,2.3,0.9,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,14.0%,6.0%
3,New York Knicks,49.2,32.8,.599,-0.43,0.40,4.12,33-22,16-11,59-23,41-41,99.2%,,NA,4.5,33.1,26.3,18,10.9,4.4,2,NA,92.9,5.4,1.6,NA,NA,,NA,7.5%,2.9%
4,Milwaukee Bucks,48.7,33.3,.594,-0.79,1.17,2.39,35-21,14-12,58-24,39-43,98.5%,4.9%,NA,4,31.2,25.5,18.8,12.2,4.5,2.4,NA,91.6,6.3,2.1,NA,NA,,NA,3.7%,1.2%
5,Philadelphia 76ers,48.1,33.9,.587,-0.91,0.32,3.48,32-22,16-12,57-25,38-44,97.6%,,NA,2.2,17.8,23.1,25.4,17.4,8,3.7,NA,85.9,9.9,3.9,0.3,NA,,NA,5.2%,1.8%
6,Orlando Magic,45.9,36.1,.559,0.28,-2.01,1.16,30-25,16-11,54-28,36-46,91.6%,64.7%,NA,0.4,6.1,13.1,17.8,23.5,19,11.7,NA,60.9,22,16.1,0.9,0.1,,NA,1.5%,0.4%
7,Indiana Pacers,44.6,37.4,.544,-0.36,0.27,1.07,31-25,14-12,53-29,36-46,86.2%,0.4%,NA,0.2,2.4,5.3,10.1,18.7,31.8,17.8,NA,36.6,30.9,30.1,2.2,0.2,,NA,1.5%,0.3%
8,Miami Heat,44.0,38.0,.537,-0.33,-0.83,-0.13,30-25,14-13,53-29,33-49,81.7%,35.2%,NA,0.1,1.5,4.4,9,16.9,29.3,20.5,NA,31.9,24.6,39.6,3.6,0.3,,NA,0.6%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,38.0,44.0,.463,-0.65,0.41,-1.79,26-29,12-15,47-35,29-53,22.8%,,NA,NA,NA,NA,NA,0.1,2.5,20.1,NA,0.1,0.7,5.2,61.7,23.6,8.8,NA,0.1%,
10,Atlanta Hawks,35.9,46.1,.438,-0.02,-0.29,-2.58,24-31,12-15,45-37,27-55,12.7%,,NA,NA,NA,NA,NA,NA,0.4,12.3,NA,,0.1,0.9,18.7,45.5,34.7,NA,,
11,Brooklyn Nets,34.3,47.7,.419,0.50,-1.22,-1.78,21-33,13-15,44-38,26-56,9.4%,,NA,NA,NA,NA,NA,NA,0.2,9.1,NA,,0.1,0.4,12.4,28.6,58.6,NA,,
12,Toronto Raptors,30.1,51.9,.367,0.05,-0.39,-3.84,19-36,11-16,39-43,22-60,0.4%,,NA,NA,NA,NA,NA,NA,NA,0.4,NA,,NA,NA,0.3,1.8,97.9,NA,,
13,Charlotte Hornets,19.0,63.0,.232,-0.06,0.67,-10.80,13-41,6-22,27-55,13-69,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Washington Wizards,16.6,65.4,.203,0.00,0.25,-9.09,9-45,8-20,25-57,9-73,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.5,66.5,.189,0.13,0.12,-9.00,8-46,8-20,26-56,8-74,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Minnesota Timberwolves,57.8,24.2,.705,-0.02,-0.39,7.24,39-16,19-8,65-17,49-33,100.0%,68.3%,64.1,22.4,10.8,2.4,0.2,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,33.0%,15.0%
2,Oklahoma City Thunder,56.4,25.6,.687,0.07,-0.57,7.26,37-17,19-9,65-17,47-35,100.0%,30.2%,27.1,39.6,25.5,6.5,1,0.2,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,30.6%,13.6%
3,Los Angeles Clippers,54.5,27.5,.665,-0.07,0.15,5.50,36-17,19-10,64-18,45-37,100.0%,98.7%,7.5,31.2,38.1,17.1,5.2,0.7,0.1,0.1,NA,99.8,0.2,0.1,NA,NA,,NA,16.0%,6.2%
4,Denver Nuggets,52.4,29.6,.640,0.32,-0.58,3.45,36-19,16-11,62-20,44-38,99.8%,1.6%,1.3,5.7,19.8,49.3,19,3.6,0.8,0.3,NA,98.6,1.1,0.3,NA,NA,,NA,6.3%,1.5%
