Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.8,25.2,.693,-0.23,0.18,5.48,44-18,13-7,64-18,48-34,100.0%,97.1%,29.7%,19.8%,57,1,0.198,bos
2,Milwaukee Bucks,56.5,25.5,.689,-0.07,0.11,3.75,44-17,12-9,63-19,49-33,100.0%,95.5%,16.4%,9.4%,56,1,0.094,mil
3,Philadelphia 76ers,51.3,30.7,.625,-0.18,0.80,3.52,39-21,12-10,59-23,42-40,100.0%,2.9%,13.5%,7.6%,51,1,0.076,phi
4,Cleveland Cavaliers,51.0,31.0,.622,0.12,-1.13,5.51,39-25,12-6,57-25,43-39,100.0%,4.5%,25.6%,16.4%,51,1,0.16399999999999998,cle
5,New York Knicks,47.1,34.9,.574,0.16,-0.29,2.97,36-27,11-8,54-28,39-43,98.4%,,8.2%,4.3%,47,0.9840000000000001,0.043,ny
6,Brooklyn Nets,45.0,37.0,.549,0.19,0.11,0.85,34-27,11-10,53-29,36-46,91.0%,,2.5%,0.9%,45,0.91,0.009000000000000001,bkn
7,Miami Heat,42.5,39.5,.519,0.02,0.78,-0.47,33-29,10-10,51-31,35-47,65.5%,61.9%,0.9%,0.3%,42,0.655,0.003,mia
8,Atlanta Hawks,40.9,41.1,.499,-0.03,0.30,-0.11,31-31,10-10,49-33,33-49,44.0%,22.3%,0.8%,0.2%,41,0.44,0.002,atl
9,Washington Wizards,40.1,41.9,.489,0.21,-0.23,0.11,29-32,11-10,47-35,32-50,34.1%,15.8%,0.7%,0.2%,40,0.341,0.002,wsh
10,Toronto Raptors,40.5,41.5,.494,0.03,0.49,0.68,31-32,9-10,48-34,33-49,40.0%,,1.2%,0.5%,40,0.4,0.005,tor
11,Chicago Bulls,38.8,43.2,.474,0.32,-0.55,0.98,28-34,11-9,47-35,31-51,21.9%,,0.6%,0.3%,39,0.21899999999999997,0.003,chi
12,Indiana Pacers,36.7,45.3,.447,0.47,-0.50,-1.86,28-35,9-10,44-38,30-52,4.8%,,,0,37,0.048,0,ind
13,Orlando Magic,34.5,47.5,.421,0.18,0.18,-2.50,26-36,9-11,43-39,27-55,0.4%,,,0,34,0.004,0,orl
14,Detroit Pistons,21.5,60.5,.262,0.68,-0.28,-6.82,15-47,6-14,29-53,15-67,0,,,0,22,0,0,det
15,Charlotte Hornets,26.6,55.4,.324,0.25,0.60,-5.49,20-43,7-12,35-47,20-62,0,,,0,27,0,0,cha
1,Denver Nuggets,55.6,26.4,.678,-0.39,-0.04,3.99,44-19,12-7,62-20,48-34,100.0%,100.0%,31.1%,15.3%,56,1,0.153,den
2,Memphis Grizzlies,51.0,31.0,.622,-0.04,-1.30,4.09,37-23,14-8,58-24,43-39,100.0%,99.7%,29.0%,13.2%,51,1,0.132,mem
3,Sacramento Kings,47.5,34.5,.579,-0.64,0.52,2.04,36-25,11-10,55-27,38-44,99.7%,83.2%,12.2%,4.2%,48,0.997,0.042,sac
4,Phoenix Suns,43.6,38.4,.532,-0.06,0.21,1.36,33-29,11-9,51-31,36-46,90.4%,13.0%,7.6%,2.3%,44,0.904,0.023,phx
5,Golden State Warriors,41.9,40.1,.511,-0.24,0.29,0.25,32-30,10-10,49-33,34-48,69.0%,2.7%,3.4%,0.8%,42,0.69,0.008,gs
6,Dallas Mavericks,42.1,39.9,.513,-0.15,-0.49,0.65,32-31,10-9,49-33,35-47,73.9%,0.2%,4.4%,1.1%,42,0.7390000000000001,0.011000000000000001,dal
7,LA Clippers,41.4,40.6,.505,-0.54,1.11,-0.52,33-31,8-10,49-33,33-49,56.2%,1.1%,2.0%,0.4%,41,0.562,0.004,lac
8,New Orleans Pelicans,41.0,41.0,.500,0.03,-0.98,0.81,30-32,11-9,49-33,33-49,55.8%,0.1%,3.4%,1.1%,41,0.5579999999999999,0.011000000000000001,no
9,Utah Jazz,40.2,41.8,.491,-0.25,0.43,0.21,31-32,9-10,48-34,33-49,43.4%,,2.1%,0.5%,40,0.434,0.005,uta
10,Minnesota Timberwolves,40.3,41.7,.491,-0.31,0.49,-0.47,32-32,8-10,48-34,33-49,43.1%,,1.4%,0.3%,40,0.431,0.003,min
11,Oklahoma City Thunder,39.6,42.4,.483,0.11,-0.78,1.24,28-33,12-9,48-34,31-51,33.3%,,2.5%,0.8%,40,0.33299999999999996,0.008,okc
12,Portland Trail Blazers,38.7,43.3,.472,-0.27,0.47,-0.71,29-32,10-11,47-35,31-51,19.7%,,0.5%,0.1%,39,0.19699999999999998,0.001,por
13,Los Angeles Lakers,38.7,43.3,.472,-0.02,-0.19,-1.05,29-33,10-10,47-35,30-52,15.6%,,0.4%,0.1%,39,0.156,0.001,lal
14,Houston Rockets,19.0,63.0,.231,0.37,-0.06,-8.49,13-48,6-15,27-55,13-69,0,,,0,19,0,0,hou
15,San Antonio Spurs,19.9,62.1,.243,0.29,0.10,-9.94,15-47,5-15,29-53,15-67,0,,,0,20,0,0,sa
