Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,56.6,25.4,.690,-0.35,0.34,5.78,42-17,15-8,65-17,48-34,100.0%,93.5%,66.8,25.9,5.3,2,0.1,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,32.7%,22.7%
2,Milwaukee Bucks,54.9,27.1,.669,-0.11,0.23,3.12,41-17,14-10,63-19,46-36,100.0%,77.8%,26.1,45.8,17.9,9.4,0.8,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,11.9%,6.4%
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,59-23,43-39,100.0%,22.2%,3.8,15.7,38.2,34.5,6.8,1,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,28.6%,19.3%
4,Philadelphia 76ers,52.0,30.0,.634,-0.37,1.02,3.52,38-19,14-11,62-20,42-40,100.0%,6.4%,3.4,12.5,36.3,41.6,5.2,0.8,NA,NA,NA,99.9,0.1,NA,NA,NA,,NA,13.0%,7.6%
5,Brooklyn Nets,47.0,35.0,.573,0.05,0.21,1.77,34-24,13-11,56-26,38-44,97.7%,0.1%,NA,0.1,2,9.9,54.9,22.5,5.5,2.8,NA,89.5,8.6,1.6,0.3,0.1,,NA,4.4%,1.7%
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,53-29,37-45,90.7%,,NA,NA,0.2,2,20.1,40.7,18.9,8.8,NA,63.0,26.5,7.4,2.3,0.7,0.2,NA,5.5%,2.7%
7,Miami Heat,43.2,38.8,.527,-0.02,0.60,0.01,32-27,11-12,51-31,34-48,75.4%,70.5%,NA,NA,0.1,0.5,9.8,24.2,25,15.8,NA,34.6,34.4,15.8,8.6,4.4,2.2,NA,1.2%,0.5%
8,Washington Wizards,40.8,41.2,.497,0.15,-0.21,0.45,28-30,13-11,49-33,31-51,48.0%,18.6%,NA,NA,NA,NA,1.5,5.6,19.8,21.1,NA,7.1,13.6,26.7,22.8,17.2,12.7,NA,1.0%,0.4%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Atlanta Hawks,40.0,42.0,.488,-0.22,0.72,-0.58,29-30,11-12,49-33,32-50,34.7%,10.9%,NA,NA,NA,NA,0.6,3.1,13.3,17.7,NA,3.8,8.3,20.3,25,21,21.7,NA,0.5%,0.2%
